### Alberto Saldana-Lopez (Obs. Geneva - UniGE)
# 2021/08/31 11:24:18
#
# --------------------------------------------------------------------------------
#    example - stellar continuum SED (full) - ficus.py
# --------------------------------------------------------------------------------
# 
### inputs ### 
# spec_name   --> example
# plot_mode   --> yes
# ssp_models  --> sb99
# Zarray      --> ['001', '004', '008', '02']
# att_law     --> reddy16
# att_igm     --> no
# wave_range  --> [ 925. 1345.]
# z_spec      --> 0.33314
# wave_R      --> 1000.0
# wave_norm   --> [1070. 1110.]
# nsim        --> 10
# 
### outputs ### 
# norm_factor --> 1.2426760411056101e-16
# arrays      --> wave(A), Flux.MOD, Flux.MODerr, Flux.INT, Flux.INTerr 
# 
# 
# wave(A)     Flux.MOD      Flux.MODerr   Flux.INT      Flux.INTerr 
+2.41500e+03  +2.56590e-01  +1.69822e-02  +7.65298e-01  +7.67025e-02
+2.42500e+03  +2.55082e-01  +1.72580e-02  +7.58259e-01  +7.64419e-02
+2.43500e+03  +2.51832e-01  +1.68565e-02  +7.46104e-01  +7.49532e-02
+2.44500e+03  +2.50152e-01  +1.71545e-02  +7.38668e-01  +7.47647e-02
+2.45500e+03  +2.48045e-01  +1.69989e-02  +7.30023e-01  +7.37648e-02
+2.46500e+03  +2.45351e-01  +1.68127e-02  +7.19713e-01  +7.27178e-02
+2.47500e+03  +2.43042e-01  +1.66054e-02  +7.10599e-01  +7.16444e-02
+2.48500e+03  +2.39786e-01  +1.69032e-02  +6.98783e-01  +7.14912e-02
+2.49500e+03  +2.31980e-01  +1.64347e-02  +6.73826e-01  +6.95550e-02
+2.50500e+03  +2.35772e-01  +1.69723e-02  +6.82614e-01  +7.02881e-02
+2.51300e+03  +2.30240e-01  +1.64098e-02  +6.64866e-01  +6.83320e-02
+2.51800e+03  +2.32605e-01  +1.66709e-02  +6.70606e-01  +6.88506e-02
+2.52500e+03  +2.31079e-01  +1.62330e-02  +6.64701e-01  +6.76483e-02
+2.53500e+03  +2.28923e-01  +1.61050e-02  +6.56375e-01  +6.67961e-02
+2.54500e+03  +2.26755e-01  +1.60121e-02  +6.48071e-01  +6.60157e-02
+2.55500e+03  +2.25978e-01  +1.63456e-02  +6.43783e-01  +6.60493e-02
+2.56500e+03  +2.23925e-01  +1.62028e-02  +6.35898e-01  +6.51994e-02
+2.57500e+03  +2.22722e-01  +1.64932e-02  +6.30469e-01  +6.51577e-02
+2.58500e+03  +2.20505e-01  +1.64426e-02  +6.22215e-01  +6.45016e-02
+2.59500e+03  +2.18589e-01  +1.63327e-02  +6.14859e-01  +6.37351e-02
+2.60500e+03  +2.16597e-01  +1.60614e-02  +6.07335e-01  +6.26864e-02
+2.61500e+03  +2.14758e-01  +1.59822e-02  +6.00287e-01  +6.19991e-02
+2.62500e+03  +2.13083e-01  +1.60711e-02  +5.93741e-01  +6.16402e-02
+2.63500e+03  +2.11287e-01  +1.60839e-02  +5.86898e-01  +6.11495e-02
+2.64500e+03  +2.10668e-01  +1.65819e-02  +5.83360e-01  +6.16128e-02
+2.65500e+03  +2.08846e-01  +1.64833e-02  +5.76521e-01  +6.09224e-02
+2.66500e+03  +2.06455e-01  +1.61381e-02  +5.68159e-01  +5.97651e-02
+2.67500e+03  +2.04938e-01  +1.62810e-02  +5.62245e-01  +5.95395e-02
+2.68500e+03  +2.03744e-01  +1.62373e-02  +5.57254e-01  +5.90235e-02
+2.69500e+03  +2.01104e-01  +1.59829e-02  +5.48349e-01  +5.80393e-02
+2.70500e+03  +2.00019e-01  +1.60024e-02  +5.43725e-01  +5.76537e-02
+2.71500e+03  +1.98076e-01  +1.57548e-02  +5.36806e-01  +5.67252e-02
+2.72500e+03  +1.95767e-01  +1.56724e-02  +5.28936e-01  +5.60821e-02
+2.73500e+03  +1.94142e-01  +1.58904e-02  +5.22961e-01  +5.59917e-02
+2.74500e+03  +1.92237e-01  +1.51936e-02  +5.16267e-01  +5.43540e-02
+2.75500e+03  +1.90805e-01  +1.52039e-02  +5.10882e-01  +5.39531e-02
+2.76500e+03  +1.89147e-01  +1.53743e-02  +5.04927e-01  +5.38207e-02
+2.77500e+03  +1.88631e-01  +1.56210e-02  +5.02046e-01  +5.39208e-02
+2.78500e+03  +1.86944e-01  +1.55330e-02  +4.96075e-01  +5.33567e-02
+2.79500e+03  +1.83642e-01  +1.46449e-02  +4.85865e-01  +5.12442e-02
+2.80500e+03  +1.83245e-01  +1.50058e-02  +4.83382e-01  +5.15614e-02
+2.81500e+03  +1.82630e-01  +1.55302e-02  +4.80339e-01  +5.21941e-02
+2.82500e+03  +1.80440e-01  +1.54129e-02  +4.73183e-01  +5.15508e-02
+2.83500e+03  +1.78567e-01  +1.51662e-02  +4.66899e-01  +5.07253e-02
+2.84500e+03  +1.77719e-01  +1.50348e-02  +4.63324e-01  +5.01408e-02
+2.85500e+03  +1.76351e-01  +1.49995e-02  +4.58420e-01  +4.97186e-02
+2.86500e+03  +1.75205e-01  +1.51438e-02  +4.54118e-01  +4.96434e-02
+2.87500e+03  +1.73662e-01  +1.49877e-02  +4.48815e-01  +4.89999e-02
+2.88500e+03  +1.72382e-01  +1.50371e-02  +4.44222e-01  +4.87622e-02
+2.89500e+03  +1.71034e-01  +1.49429e-02  +4.39480e-01  +4.82565e-02
+2.91000e+03  +1.69129e-01  +1.51056e-02  +4.32721e-01  +4.80774e-02
+2.93000e+03  +1.66267e-01  +1.48668e-02  +4.22977e-01  +4.69818e-02
+2.95000e+03  +1.63083e-01  +1.47178e-02  +4.12529e-01  +4.60437e-02
+2.97000e+03  +1.61078e-01  +1.46938e-02  +4.05169e-01  +4.54311e-02
+2.99000e+03  +1.58483e-01  +1.46103e-02  +3.96415e-01  +4.46922e-02
+3.01000e+03  +1.56142e-01  +1.46107e-02  +3.88391e-01  +4.41427e-02
+3.03000e+03  +1.53825e-01  +1.45236e-02  +3.80517e-01  +4.34311e-02
+3.05000e+03  +1.51427e-01  +1.43996e-02  +3.72531e-01  +4.26626e-02
+3.07000e+03  +1.49176e-01  +1.42810e-02  +3.64994e-01  +4.19374e-02
+3.09000e+03  +1.46863e-01  +1.42371e-02  +3.57388e-01  +4.13622e-02
+3.11000e+03  +1.44707e-01  +1.40892e-02  +3.50248e-01  +4.06030e-02
+3.13000e+03  +1.42432e-01  +1.39806e-02  +3.42898e-01  +3.99222e-02
+3.15000e+03  +1.40346e-01  +1.39283e-02  +3.36079e-01  +3.93702e-02
+3.17000e+03  +1.38287e-01  +1.38254e-02  +3.29399e-01  +3.87434e-02
+3.19000e+03  +1.35674e-01  +1.35900e-02  +3.21478e-01  +3.78492e-02
+3.21000e+03  +1.33980e-01  +1.36211e-02  +3.15808e-01  +3.74930e-02
+3.23000e+03  +1.32286e-01  +1.35175e-02  +3.10199e-01  +3.69237e-02
+3.25000e+03  +1.30372e-01  +1.34539e-02  +3.04136e-01  +3.64119e-02
+3.27000e+03  +1.28530e-01  +1.33967e-02  +2.98304e-01  +3.59267e-02
+3.29000e+03  +1.26658e-01  +1.33275e-02  +2.92463e-01  +3.54307e-02
+3.31000e+03  +1.24975e-01  +1.32750e-02  +2.87117e-01  +3.49810e-02
+3.33000e+03  +1.23179e-01  +1.31587e-02  +2.81568e-01  +3.44153e-02
+3.35000e+03  +1.21247e-01  +1.30304e-02  +2.75766e-01  +3.38276e-02
+3.37000e+03  +1.19682e-01  +1.29708e-02  +2.70856e-01  +3.33956e-02
+3.39000e+03  +1.18024e-01  +1.28826e-02  +2.65786e-01  +3.29121e-02
+3.41000e+03  +1.16400e-01  +1.28509e-02  +2.60844e-01  +3.25429e-02
+3.43000e+03  +1.14114e-01  +1.27275e-02  +2.54473e-01  +3.19878e-02
+3.45000e+03  +1.12747e-01  +1.26920e-02  +2.50207e-01  +3.16275e-02
+3.47000e+03  +1.11623e-01  +1.26101e-02  +2.46521e-01  +3.12112e-02
+3.49000e+03  +1.10126e-01  +1.25352e-02  +2.42051e-01  +3.07958e-02
+3.51000e+03  +1.08807e-01  +1.25089e-02  +2.38014e-01  +3.04828e-02
+3.53000e+03  +1.07332e-01  +1.24499e-02  +2.33678e-01  +3.01079e-02
+3.55000e+03  +1.05903e-01  +1.23852e-02  +2.29485e-01  +2.97309e-02
+3.57000e+03  +1.04668e-01  +1.22967e-02  +2.25749e-01  +2.93262e-02
+3.59000e+03  +1.02992e-01  +1.22026e-02  +2.21104e-01  +2.88991e-02
+3.61000e+03  +1.01674e-01  +1.21393e-02  +2.17266e-01  +2.85486e-02
+3.63000e+03  +1.00281e-01  +1.20687e-02  +2.13308e-01  +2.81844e-02
+3.64000e+03  +9.97345e-02  +1.20415e-02  +2.11661e-01  +2.80191e-02
+3.65000e+03  +1.03205e-01  +1.22957e-02  +2.18527e-01  +2.87394e-02
+3.67000e+03  +1.01102e-01  +1.19591e-02  +2.13105e-01  +2.78989e-02
+3.69000e+03  +9.92753e-02  +1.33321e-02  +2.08313e-01  +3.01264e-02
+3.71000e+03  +1.01540e-01  +1.74161e-02  +2.12112e-01  +3.75223e-02
+3.73000e+03  +1.00681e-01  +1.81861e-02  +2.09384e-01  +3.87440e-02
+3.75000e+03  +1.05145e-01  +2.16457e-02  +2.17701e-01  +4.52107e-02
+3.77000e+03  +1.04497e-01  +2.17575e-02  +2.15409e-01  +4.51915e-02
+3.79000e+03  +1.06558e-01  +2.33877e-02  +2.18699e-01  +4.81414e-02
+3.81000e+03  +1.09403e-01  +2.51096e-02  +2.23562e-01  +5.12636e-02
+3.83000e+03  +1.01287e-01  +2.17341e-02  +2.06085e-01  +4.44519e-02
+3.85000e+03  +1.09454e-01  +2.57727e-02  +2.21748e-01  +5.20636e-02
+3.87000e+03  +1.09354e-01  +2.60988e-02  +2.20601e-01  +5.24626e-02
+3.89000e+03  +9.68719e-02  +2.10352e-02  +1.94593e-01  +4.24361e-02
+3.91000e+03  +1.07523e-01  +2.58129e-02  +2.15079e-01  +5.14290e-02
+3.93000e+03  +1.05809e-01  +2.49261e-02  +2.10764e-01  +4.95186e-02
+3.95000e+03  +1.04822e-01  +2.55474e-02  +2.07930e-01  +5.04420e-02
+3.97000e+03  +9.08111e-02  +2.00278e-02  +1.79393e-01  +3.97154e-02
+3.99000e+03  +1.01423e-01  +2.51731e-02  +1.99533e-01  +4.92658e-02
+4.01000e+03  +1.00934e-01  +2.51192e-02  +1.97761e-01  +4.89553e-02
+4.03000e+03  +9.86149e-02  +2.47335e-02  +1.92431e-01  +4.80017e-02
+4.05000e+03  +9.90260e-02  +2.48145e-02  +1.92453e-01  +4.79533e-02
+4.07000e+03  +9.74784e-02  +2.44804e-02  +1.88685e-01  +4.71168e-02
+4.09000e+03  +9.33766e-02  +2.34463e-02  +1.80025e-01  +4.49579e-02
+4.11000e+03  +8.60254e-02  +1.99854e-02  +1.65195e-01  +3.83732e-02
+4.13000e+03  +9.35631e-02  +2.38093e-02  +1.78961e-01  +4.52630e-02
+4.15000e+03  +9.29787e-02  +2.38362e-02  +1.77146e-01  +4.51203e-02
+4.17000e+03  +9.16233e-02  +2.36059e-02  +1.73884e-01  +4.45105e-02
+4.19000e+03  +9.07251e-02  +2.34950e-02  +1.71513e-01  +4.41203e-02
+4.21000e+03  +8.96553e-02  +2.33118e-02  +1.68838e-01  +4.36014e-02
+4.23000e+03  +8.86727e-02  +2.30832e-02  +1.66348e-01  +4.30084e-02
+4.25000e+03  +8.76225e-02  +2.28919e-02  +1.63753e-01  +4.24847e-02
+4.27000e+03  +8.64280e-02  +2.26700e-02  +1.60910e-01  +4.19112e-02
+4.29000e+03  +8.56013e-02  +2.25394e-02  +1.58771e-01  +4.15063e-02
+4.31000e+03  +8.43074e-02  +2.21408e-02  +1.55787e-01  +4.06263e-02
+4.33000e+03  +7.99717e-02  +2.07096e-02  +1.47226e-01  +3.78937e-02
+4.35000e+03  +7.52753e-02  +1.85253e-02  +1.38068e-01  +3.38761e-02
+4.37000e+03  +8.09898e-02  +2.18331e-02  +1.48004e-01  +3.95908e-02
+4.39000e+03  +7.97593e-02  +2.15021e-02  +1.45223e-01  +3.88539e-02
+4.41000e+03  +7.95155e-02  +2.14283e-02  +1.44254e-01  +3.85783e-02
+4.43000e+03  +7.85690e-02  +2.13435e-02  +1.42022e-01  +3.82783e-02
+4.45000e+03  +7.78661e-02  +2.11739e-02  +1.40246e-01  +3.78367e-02
+4.47000e+03  +7.56865e-02  +2.08325e-02  +1.35834e-01  +3.70858e-02
+4.49000e+03  +7.60287e-02  +2.06951e-02  +1.35964e-01  +3.67207e-02
+4.51000e+03  +7.53740e-02  +2.06246e-02  +1.34318e-01  +3.64601e-02
+4.53000e+03  +7.45215e-02  +2.04149e-02  +1.32333e-01  +3.59633e-02
+4.55000e+03  +7.35813e-02  +2.01168e-02  +1.30208e-01  +3.53184e-02
+4.57000e+03  +7.29145e-02  +2.01285e-02  +1.28581e-01  +3.52070e-02
+4.59000e+03  +7.20557e-02  +1.99005e-02  +1.26628e-01  +3.46900e-02
+4.61000e+03  +7.12811e-02  +1.98748e-02  +1.24838e-01  +3.45176e-02
+4.63000e+03  +7.04168e-02  +1.95878e-02  +1.22904e-01  +3.39080e-02
+4.65000e+03  +6.94523e-02  +1.95170e-02  +1.20810e-01  +3.36628e-02
+4.67000e+03  +6.88681e-02  +1.93400e-02  +1.19390e-01  +3.32470e-02
+4.69000e+03  +6.78702e-02  +1.91718e-02  +1.17266e-01  +3.28429e-02
+4.71000e+03  +6.68736e-02  +1.88579e-02  +1.15159e-01  +3.22044e-02
+4.73000e+03  +6.65693e-02  +1.88498e-02  +1.14255e-01  +3.20795e-02
+4.75000e+03  +6.58052e-02  +1.86992e-02  +1.12572e-01  +3.17168e-02
+4.77000e+03  +6.51760e-02  +1.85500e-02  +1.11130e-01  +3.13604e-02
+4.79000e+03  +6.44358e-02  +1.83830e-02  +1.09510e-01  +3.09766e-02
+4.81000e+03  +6.36690e-02  +1.82033e-02  +1.07857e-01  +3.05746e-02
+4.83000e+03  +6.27810e-02  +1.79917e-02  +1.06010e-01  +3.01215e-02
+4.85000e+03  +5.99706e-02  +1.68448e-02  +1.00940e-01  +2.81341e-02
+4.87000e+03  +5.56485e-02  +1.45337e-02  +9.33669e-02  +2.42747e-02
+4.89000e+03  +6.06299e-02  +1.74863e-02  +1.01402e-01  +2.89967e-02
+4.91000e+03  +6.02533e-02  +1.74253e-02  +1.00455e-01  +2.88040e-02
+4.93000e+03  +5.90670e-02  +1.71391e-02  +9.81690e-02  +2.82436e-02
+4.95000e+03  +5.90142e-02  +1.71269e-02  +9.77757e-02  +2.81348e-02
+4.97000e+03  +5.82792e-02  +1.70011e-02  +9.62588e-02  +2.78406e-02
+4.99000e+03  +5.76579e-02  +1.68224e-02  +9.49392e-02  +2.74645e-02
+5.01000e+03  +5.66599e-02  +1.65263e-02  +9.30101e-02  +2.69018e-02
+5.03000e+03  +5.65113e-02  +1.65197e-02  +9.24835e-02  +2.68069e-02
+5.05000e+03  +5.57196e-02  +1.63075e-02  +9.09116e-02  +2.63840e-02
+5.07000e+03  +5.53787e-02  +1.62509e-02  +9.00830e-02  +2.62117e-02
+5.09000e+03  +5.47915e-02  +1.61052e-02  +8.88607e-02  +2.58994e-02
+5.11000e+03  +5.42138e-02  +1.59597e-02  +8.76616e-02  +2.55894e-02
+5.13000e+03  +5.36201e-02  +1.58071e-02  +8.64446e-02  +2.52704e-02
+5.15000e+03  +5.30406e-02  +1.56529e-02  +8.52581e-02  +2.49508e-02
+5.17000e+03  +5.24811e-02  +1.54410e-02  +8.41114e-02  +2.45441e-02
+5.19000e+03  +5.19542e-02  +1.53255e-02  +8.30241e-02  +2.42893e-02
+5.21000e+03  +5.14109e-02  +1.52483e-02  +8.19175e-02  +2.40952e-02
+5.23000e+03  +5.08875e-02  +1.50761e-02  +8.08494e-02  +2.37562e-02
+5.25000e+03  +5.03849e-02  +1.50106e-02  +7.98212e-02  +2.35830e-02
+5.27000e+03  +4.97062e-02  +1.48019e-02  +7.85211e-02  +2.31915e-02
+5.29000e+03  +4.92776e-02  +1.47614e-02  +7.76229e-02  +2.30599e-02
+5.31000e+03  +4.87924e-02  +1.45839e-02  +7.66416e-02  +2.27207e-02
+5.33000e+03  +4.83130e-02  +1.44799e-02  +7.56753e-02  +2.24949e-02
+5.35000e+03  +4.78696e-02  +1.43977e-02  +7.47713e-02  +2.23038e-02
+5.37000e+03  +4.73924e-02  +1.42571e-02  +7.38202e-02  +2.20259e-02
+5.39000e+03  +4.69180e-02  +1.41408e-02  +7.28791e-02  +2.17861e-02
+5.41000e+03  +4.63683e-02  +1.40087e-02  +7.18271e-02  +2.15232e-02
+5.43000e+03  +4.59628e-02  +1.38883e-02  +7.10041e-02  +2.12811e-02
+5.45000e+03  +4.55162e-02  +1.37948e-02  +7.01228e-02  +2.10800e-02
+5.47000e+03  +4.50653e-02  +1.36762e-02  +6.92402e-02  +2.08428e-02
+5.49000e+03  +4.46269e-02  +1.35708e-02  +6.83819e-02  +2.06267e-02
+5.51000e+03  +4.41825e-02  +1.34523e-02  +6.75196e-02  +2.03924e-02
+5.53000e+03  +4.37465e-02  +1.33341e-02  +6.66750e-02  +2.01600e-02
+5.55000e+03  +4.33206e-02  +1.32471e-02  +6.58509e-02  +1.99750e-02
+5.57000e+03  +4.28917e-02  +1.31331e-02  +6.50269e-02  +1.97514e-02
+5.59000e+03  +4.24734e-02  +1.30272e-02  +6.42238e-02  +1.95412e-02
+5.61000e+03  +4.20632e-02  +1.29260e-02  +6.34375e-02  +1.93392e-02
+5.63000e+03  +4.16609e-02  +1.28206e-02  +6.26676e-02  +1.91320e-02
+5.65000e+03  +4.12300e-02  +1.27091e-02  +6.18592e-02  +1.89172e-02
+5.67000e+03  +4.08265e-02  +1.26079e-02  +6.10962e-02  +1.87187e-02
+5.69000e+03  +4.04282e-02  +1.25144e-02  +6.03456e-02  +1.85330e-02
+5.71000e+03  +3.99275e-02  +1.24105e-02  +5.94465e-02  +1.83314e-02
+5.73000e+03  +3.95538e-02  +1.23217e-02  +5.87412e-02  +1.81545e-02
+5.75000e+03  +3.91677e-02  +1.22189e-02  +5.80212e-02  +1.79581e-02
+5.77000e+03  +3.88228e-02  +1.21266e-02  +5.73662e-02  +1.77784e-02
+5.79000e+03  +3.85018e-02  +1.20294e-02  +5.67500e-02  +1.75928e-02
+5.81000e+03  +3.82183e-02  +1.19409e-02  +5.61924e-02  +1.74210e-02
+5.83000e+03  +3.78621e-02  +1.18511e-02  +5.55315e-02  +1.72479e-02
+5.85000e+03  +3.75103e-02  +1.17581e-02  +5.48803e-02  +1.70709e-02
+5.87000e+03  +3.66228e-02  +1.15830e-02  +5.34509e-02  +1.67752e-02
+5.89000e+03  +3.67658e-02  +1.15431e-02  +5.35292e-02  +1.66787e-02
+5.91000e+03  +3.64684e-02  +1.14873e-02  +5.29678e-02  +1.65578e-02
+5.93000e+03  +3.61252e-02  +1.14011e-02  +5.23431e-02  +1.63943e-02
+5.95000e+03  +3.57777e-02  +1.13089e-02  +5.17155e-02  +1.62232e-02
+5.97000e+03  +3.54598e-02  +1.12311e-02  +5.11338e-02  +1.60734e-02
+5.99000e+03  +3.51257e-02  +1.11351e-02  +5.05320e-02  +1.58990e-02
+6.01000e+03  +3.45783e-02  +1.09892e-02  +4.99540e-02  +1.57541e-02
+6.03000e+03  +3.42289e-02  +1.09037e-02  +4.93716e-02  +1.56070e-02
+6.05000e+03  +3.38935e-02  +1.08142e-02  +4.88115e-02  +1.54548e-02
+6.07000e+03  +3.35569e-02  +1.07279e-02  +4.82514e-02  +1.53075e-02
+6.09000e+03  +3.32299e-02  +1.06366e-02  +4.77070e-02  +1.51540e-02
+6.11000e+03  +3.28973e-02  +1.05482e-02  +4.71566e-02  +1.50048e-02
+6.13000e+03  +3.25652e-02  +1.04561e-02  +4.66086e-02  +1.48511e-02
+6.15000e+03  +3.22355e-02  +1.03493e-02  +4.60658e-02  +1.46773e-02
+6.17000e+03  +3.19269e-02  +1.02866e-02  +4.55549e-02  +1.45656e-02
+6.19000e+03  +3.16289e-02  +1.02110e-02  +4.50609e-02  +1.44365e-02
+6.21000e+03  +3.13228e-02  +1.01277e-02  +4.45569e-02  +1.42970e-02
+6.23000e+03  +3.10086e-02  +1.00406e-02  +4.40431e-02  +1.41528e-02
+6.25000e+03  +3.06958e-02  +9.92974e-03  +4.35330e-02  +1.39762e-02
+6.27000e+03  +3.04224e-02  +9.88759e-03  +4.30805e-02  +1.38953e-02
+6.29000e+03  +3.01313e-02  +9.81170e-03  +4.26043e-02  +1.37681e-02
+6.31000e+03  +2.98296e-02  +9.72620e-03  +4.21149e-02  +1.36279e-02
+6.33000e+03  +2.95529e-02  +9.65625e-03  +4.16622e-02  +1.35098e-02
+6.35000e+03  +2.92377e-02  +9.54572e-03  +4.11568e-02  +1.33361e-02
+6.37000e+03  +2.89764e-02  +9.48178e-03  +4.07289e-02  +1.32272e-02
+6.39000e+03  +2.87205e-02  +9.43188e-03  +4.03099e-02  +1.31379e-02
+6.41000e+03  +2.84343e-02  +9.35297e-03  +3.98499e-02  +1.30091e-02
+6.43000e+03  +2.81760e-02  +9.28452e-03  +3.94304e-02  +1.28952e-02
+6.45000e+03  +2.79021e-02  +9.19726e-03  +3.89904e-02  +1.27558e-02
+6.47000e+03  +2.76470e-02  +9.14420e-03  +3.85780e-02  +1.26637e-02
+6.49000e+03  +2.73767e-02  +9.05898e-03  +3.81459e-02  +1.25280e-02
+6.51000e+03  +2.71131e-02  +8.98331e-03  +3.77246e-02  +1.24057e-02
+6.53000e+03  +2.67911e-02  +8.88337e-03  +3.72233e-02  +1.22504e-02
+6.55000e+03  +2.59849e-02  +8.42976e-03  +3.60519e-02  +1.16129e-02
+6.57000e+03  +2.38723e-02  +7.11979e-03  +3.30740e-02  +9.81167e-03
+6.59000e+03  +2.59379e-02  +8.62230e-03  +3.58852e-02  +1.18409e-02
+6.61000e+03  +2.58679e-02  +8.64084e-03  +3.57381e-02  +1.18491e-02
+6.63000e+03  +2.56587e-02  +8.59219e-03  +3.53996e-02  +1.17659e-02
+6.65000e+03  +2.54367e-02  +8.53385e-03  +3.50445e-02  +1.16699e-02
+6.67000e+03  +2.50974e-02  +8.45158e-03  +3.45292e-02  +1.15413e-02
+6.69000e+03  +2.48616e-02  +8.38686e-03  +3.41576e-02  +1.14372e-02
+6.71000e+03  +2.47513e-02  +8.33372e-03  +3.39594e-02  +1.13497e-02
+6.73000e+03  +2.45273e-02  +8.27191e-03  +3.36061e-02  +1.12502e-02
+6.75000e+03  +2.43050e-02  +8.20728e-03  +3.32563e-02  +1.11473e-02
+6.77000e+03  +2.40875e-02  +8.14670e-03  +3.29140e-02  +1.10502e-02
+6.79000e+03  +2.38673e-02  +8.08268e-03  +3.25691e-02  +1.09488e-02
+6.81000e+03  +2.36561e-02  +8.02445e-03  +3.22376e-02  +1.08554e-02
+6.83000e+03  +2.34428e-02  +7.96487e-03  +3.19042e-02  +1.07605e-02
+6.85000e+03  +2.32321e-02  +7.90398e-03  +3.15755e-02  +1.06642e-02
+6.87000e+03  +2.30287e-02  +7.84800e-03  +3.12576e-02  +1.05748e-02
+6.89000e+03  +2.28136e-02  +7.79146e-03  +3.09248e-02  +1.04848e-02
+6.91000e+03  +2.26212e-02  +7.73506e-03  +3.06238e-02  +1.03955e-02
+6.93000e+03  +2.24182e-02  +7.67540e-03  +3.03093e-02  +1.03020e-02
+6.95000e+03  +2.22207e-02  +7.62051e-03  +3.00033e-02  +1.02151e-02
+6.97000e+03  +2.20263e-02  +7.56660e-03  +2.97024e-02  +1.01298e-02
+6.99000e+03  +2.18321e-02  +7.50975e-03  +2.94025e-02  +1.00410e-02
+7.01000e+03  +2.16398e-02  +7.45167e-03  +2.91062e-02  +9.95072e-03
+7.03000e+03  +2.14503e-02  +7.40175e-03  +2.88145e-02  +9.87152e-03
+7.05000e+03  +2.12605e-02  +7.34711e-03  +2.85232e-02  +9.78633e-03
+7.07000e+03  +2.09148e-02  +7.26987e-03  +2.80240e-02  +9.67112e-03
+7.09000e+03  +2.08965e-02  +7.23008e-03  +2.79643e-02  +9.60665e-03
+7.11000e+03  +2.07066e-02  +7.16172e-03  +2.76755e-02  +9.50425e-03
+7.13000e+03  +2.05298e-02  +7.11229e-03  +2.74050e-02  +9.42700e-03
+7.15000e+03  +2.03549e-02  +7.06190e-03  +2.71378e-02  +9.34871e-03
+7.17000e+03  +2.01708e-02  +7.01213e-03  +2.68592e-02  +9.27144e-03
+7.19000e+03  +2.00045e-02  +6.96032e-03  +2.66050e-02  +9.19184e-03
+7.21000e+03  +1.98349e-02  +6.91273e-03  +2.63473e-02  +9.11795e-03
+7.23000e+03  +1.96348e-02  +6.85991e-03  +2.60497e-02  +9.03738e-03
+7.25000e+03  +1.94959e-02  +6.81789e-03  +2.58341e-02  +8.97123e-03
+7.27000e+03  +1.93327e-02  +6.77299e-03  +2.55870e-02  +8.90152e-03
+7.29000e+03  +1.90871e-02  +6.71447e-03  +2.52317e-02  +8.81404e-03
+7.31000e+03  +1.90007e-02  +6.67446e-03  +2.50875e-02  +8.75135e-03
+7.33000e+03  +1.88430e-02  +6.63145e-03  +2.48496e-02  +8.68471e-03
+7.35000e+03  +1.86835e-02  +6.58612e-03  +2.46102e-02  +8.61525e-03
+7.37000e+03  +1.85275e-02  +6.54383e-03  +2.43761e-02  +8.54995e-03
+7.39000e+03  +1.83695e-02  +6.49553e-03  +2.41399e-02  +8.47706e-03
+7.41000e+03  +1.82110e-02  +6.44694e-03  +2.39037e-02  +8.40401e-03
+7.43000e+03  +1.80616e-02  +6.40417e-03  +2.36802e-02  +8.33868e-03
+7.45000e+03  +1.79124e-02  +6.36105e-03  +2.34574e-02  +8.27310e-03
+7.47000e+03  +1.77633e-02  +6.31451e-03  +2.32354e-02  +8.20331e-03
+7.49000e+03  +1.76161e-02  +6.27264e-03  +2.30166e-02  +8.13970e-03
+7.51000e+03  +1.74673e-02  +6.23003e-03  +2.27963e-02  +8.07533e-03
+7.53000e+03  +1.73276e-02  +6.19109e-03  +2.25883e-02  +8.01587e-03
+7.55000e+03  +1.71835e-02  +6.14888e-03  +2.23753e-02  +7.95236e-03
+7.57000e+03  +1.70416e-02  +6.10499e-03  +2.21657e-02  +7.88691e-03
+7.59000e+03  +1.68947e-02  +6.06208e-03  +2.19501e-02  +7.82284e-03
+7.61000e+03  +1.67627e-02  +6.01867e-03  +2.17545e-02  +7.75839e-03
+7.63000e+03  +1.66250e-02  +5.97305e-03  +2.15519e-02  +7.69126e-03
+7.65000e+03  +1.64879e-02  +5.92675e-03  +2.13507e-02  +7.62342e-03
+7.67000e+03  +1.63523e-02  +5.88121e-03  +2.11520e-02  +7.55677e-03
+7.69000e+03  +1.62219e-02  +5.84250e-03  +2.09605e-02  +7.49897e-03
+7.71000e+03  +1.60860e-02  +5.79485e-03  +2.07624e-02  +7.42997e-03
+7.73000e+03  +1.59600e-02  +5.75976e-03  +2.05776e-02  +7.37710e-03
+7.75000e+03  +1.58279e-02  +5.72007e-03  +2.03854e-02  +7.31853e-03
+7.77000e+03  +1.56741e-02  +5.63182e-03  +2.01658e-02  +7.19854e-03
+7.79000e+03  +1.55761e-02  +5.64592e-03  +2.00184e-02  +7.20850e-03
+7.81000e+03  +1.54457e-02  +5.60763e-03  +1.98299e-02  +7.15216e-03
+7.83000e+03  +1.53261e-02  +5.56724e-03  +1.96556e-02  +7.09333e-03
+7.85000e+03  +1.52032e-02  +5.52469e-03  +1.94776e-02  +7.03193e-03
+7.87000e+03  +1.50670e-02  +5.48621e-03  +1.92831e-02  +6.97579e-03
+7.89000e+03  +1.49429e-02  +5.44248e-03  +1.91045e-02  +6.91320e-03
+7.91000e+03  +1.48350e-02  +5.41295e-03  +1.89471e-02  +6.86868e-03
