### Alberto Saldana-Lopez (Obs. Geneva - UniGE)
# 2021/08/31 11:24:18
#
# --------------------------------------------------------------------------------
#    example - stellar continuum SED (full) - ficus.py
# --------------------------------------------------------------------------------
# 
### inputs ### 
# spec_name   --> example
# plot_mode   --> yes
# ssp_models  --> sb99
# Zarray      --> ['001', '004', '008', '02']
# att_law     --> reddy16
# att_igm     --> no
# wave_range  --> [ 925. 1345.]
# z_spec      --> 0.33314
# wave_R      --> 1000.0
# wave_norm   --> [1070. 1110.]
# nsim        --> 10
# 
### outputs ### 
# norm_factor --> 1.2426760411056101e-16
# arrays      --> wave(A), Flux.MOD, Flux.MODerr, Flux.INT, Flux.INTerr 
# 
# 
# wave(A)     Flux.MOD      Flux.MODerr   Flux.INT      Flux.INTerr 
+7.93000e+03  +1.47144e-02  +5.37931e-03  +1.87737e-02  +6.81907e-03
+7.95000e+03  +1.45999e-02  +5.34080e-03  +1.86086e-02  +6.76348e-03
+7.97000e+03  +1.44847e-02  +5.31200e-03  +1.84431e-02  +6.72023e-03
+7.99000e+03  +1.43747e-02  +5.27011e-03  +1.82846e-02  +6.66069e-03
+8.01000e+03  +1.42565e-02  +5.24533e-03  +1.81159e-02  +6.62270e-03
+8.03000e+03  +1.41508e-02  +5.21040e-03  +1.79637e-02  +6.57214e-03
+8.05000e+03  +1.40392e-02  +5.17686e-03  +1.78043e-02  +6.52344e-03
+8.07000e+03  +1.39369e-02  +5.14238e-03  +1.76570e-02  +6.47370e-03
+8.09000e+03  +1.38142e-02  +5.10661e-03  +1.74843e-02  +6.42243e-03
+8.11000e+03  +1.37100e-02  +5.07410e-03  +1.73354e-02  +6.37539e-03
+8.13000e+03  +1.36143e-02  +5.04566e-03  +1.71976e-02  +6.33355e-03
+8.15000e+03  +1.34947e-02  +5.01221e-03  +1.70300e-02  +6.28553e-03
+8.17000e+03  +1.34029e-02  +4.98245e-03  +1.68978e-02  +6.24228e-03
+8.19000e+03  +1.32882e-02  +4.94362e-03  +1.67371e-02  +6.18781e-03
+8.21000e+03  +1.32086e-02  +4.93230e-03  +1.66210e-02  +6.16784e-03
+8.23000e+03  +1.31186e-02  +4.90586e-03  +1.64919e-02  +6.12902e-03
+8.25000e+03  +1.30286e-02  +4.86409e-03  +1.63633e-02  +6.07130e-03
+8.27000e+03  +1.29013e-02  +4.79753e-03  +1.61882e-02  +5.98295e-03
+8.29000e+03  +1.28061e-02  +4.71026e-03  +1.60537e-02  +5.86926e-03
+8.31000e+03  +1.26795e-02  +4.61600e-03  +1.58801e-02  +5.74709e-03
+8.33000e+03  +1.25432e-02  +4.56230e-03  +1.56949e-02  +5.67521e-03
+8.35000e+03  +1.24368e-02  +4.61159e-03  +1.55474e-02  +5.73053e-03
+8.37000e+03  +1.22944e-02  +4.49182e-03  +1.53551e-02  +5.57744e-03
+8.39000e+03  +1.22457e-02  +4.59292e-03  +1.52804e-02  +5.69670e-03
+8.41000e+03  +1.21623e-02  +4.61621e-03  +1.51625e-02  +5.72001e-03
+8.43000e+03  +1.21605e-02  +4.79523e-03  +1.51466e-02  +5.93491e-03
+8.45000e+03  +1.20642e-02  +4.76963e-03  +1.50130e-02  +5.89793e-03
+8.47000e+03  +1.18110e-02  +4.48559e-03  +1.46848e-02  +5.54364e-03
+8.49000e+03  +1.20827e-02  +5.04596e-03  +1.50092e-02  +6.22643e-03
+8.51000e+03  +1.16231e-02  +4.45859e-03  +1.44254e-02  +5.50033e-03
+8.53000e+03  +1.19881e-02  +5.08552e-03  +1.48653e-02  +6.26384e-03
+8.55000e+03  +1.13053e-02  +4.31706e-03  +1.40063e-02  +5.31693e-03
+8.57000e+03  +1.19421e-02  +5.09902e-03  +1.47823e-02  +6.26947e-03
+8.59000e+03  +1.14352e-02  +4.71507e-03  +1.41425e-02  +5.79400e-03
+8.61000e+03  +1.12957e-02  +4.55845e-03  +1.39579e-02  +5.59762e-03
+8.63000e+03  +1.17506e-02  +5.04228e-03  +1.45075e-02  +6.18393e-03
+8.65000e+03  +1.14824e-02  +4.92164e-03  +1.41642e-02  +6.03110e-03
+8.67000e+03  +1.06908e-02  +4.16243e-03  +1.31764e-02  +5.10004e-03
+8.69000e+03  +1.14575e-02  +4.91426e-03  +1.41095e-02  +6.01202e-03
+8.71000e+03  +1.14772e-02  +4.93694e-03  +1.41217e-02  +6.03471e-03
+8.73000e+03  +1.12386e-02  +4.86068e-03  +1.38166e-02  +5.93656e-03
+8.75000e+03  +1.03609e-02  +4.10363e-03  +1.27269e-02  +5.01094e-03
+8.77000e+03  +1.09805e-02  +4.73736e-03  +1.34767e-02  +5.77670e-03
+8.79000e+03  +1.11535e-02  +4.82048e-03  +1.36777e-02  +5.87317e-03
+8.81000e+03  +1.10846e-02  +4.78833e-03  +1.35819e-02  +5.82937e-03
+8.83000e+03  +1.09753e-02  +4.74767e-03  +1.34370e-02  +5.77524e-03
+8.85000e+03  +1.05589e-02  +4.56494e-03  +1.29167e-02  +5.54873e-03
+8.87000e+03  +9.91592e-03  +3.99041e-03  +1.21202e-02  +4.84885e-03
+8.89000e+03  +1.06743e-02  +4.64064e-03  +1.30367e-02  +5.63159e-03
+8.91000e+03  +1.06899e-02  +4.63764e-03  +1.30452e-02  +5.62363e-03
+8.93000e+03  +1.06253e-02  +4.60623e-03  +1.29560e-02  +5.58124e-03
+8.95000e+03  +1.05661e-02  +4.59192e-03  +1.28735e-02  +5.55953e-03
+8.97000e+03  +1.04751e-02  +4.55920e-03  +1.27525e-02  +5.51562e-03
+8.99000e+03  +1.02836e-02  +4.49803e-03  +1.25095e-02  +5.43737e-03
+9.01000e+03  +9.47801e-03  +3.90365e-03  +1.15205e-02  +4.71712e-03
+9.03000e+03  +9.81819e-03  +4.22483e-03  +1.19247e-02  +5.09989e-03
+9.05000e+03  +1.01312e-02  +4.43393e-03  +1.22953e-02  +5.34769e-03
+9.07000e+03  +1.00617e-02  +4.39567e-03  +1.22015e-02  +5.29765e-03
+9.09000e+03  +1.00205e-02  +4.35327e-03  +1.21422e-02  +5.24277e-03
+9.11000e+03  +9.97689e-03  +4.35388e-03  +1.20800e-02  +5.23948e-03
+9.13000e+03  +9.91480e-03  +4.33953e-03  +1.19957e-02  +5.21828e-03
+9.15000e+03  +9.84208e-03  +4.31409e-03  +1.18987e-02  +5.18384e-03
+9.17000e+03  +9.75169e-03  +4.28317e-03  +1.17805e-02  +5.14289e-03
+9.19000e+03  +9.66455e-03  +4.24903e-03  +1.16664e-02  +5.09815e-03
+9.21000e+03  +9.40636e-03  +4.15485e-03  +1.13463e-02  +4.98149e-03
+9.23000e+03  +8.60559e-03  +3.51441e-03  +1.03726e-02  +4.21258e-03
+9.25000e+03  +9.26543e-03  +4.06923e-03  +1.11597e-02  +4.87192e-03
+9.27000e+03  +9.37121e-03  +4.10142e-03  +1.12787e-02  +4.90700e-03
+9.29000e+03  +9.35669e-03  +4.11827e-03  +1.12530e-02  +4.92354e-03
+9.31000e+03  +9.28218e-03  +4.09561e-03  +1.11552e-02  +4.89295e-03
+9.33000e+03  +9.23710e-03  +4.07174e-03  +1.10930e-02  +4.86102e-03
+9.35000e+03  +9.16323e-03  +4.04575e-03  +1.09963e-02  +4.82657e-03
+9.37000e+03  +9.10975e-03  +4.01880e-03  +1.09243e-02  +4.79109e-03
+9.39000e+03  +9.04679e-03  +3.99390e-03  +1.08410e-02  +4.75810e-03
+9.41000e+03  +8.97032e-03  +3.94886e-03  +1.07417e-02  +4.70126e-03
+9.43000e+03  +8.92003e-03  +3.94785e-03  +1.06739e-02  +4.69671e-03
+9.45000e+03  +8.85638e-03  +3.92208e-03  +1.05902e-02  +4.66286e-03
+9.47000e+03  +8.76903e-03  +3.89913e-03  +1.04784e-02  +4.63235e-03
+9.49000e+03  +8.72300e-03  +3.87845e-03  +1.04161e-02  +4.60465e-03
+9.51000e+03  +8.59627e-03  +3.83969e-03  +1.02576e-02  +4.55549e-03
+9.53000e+03  +8.36203e-03  +3.74341e-03  +9.97121e-03  +4.43827e-03
+9.55000e+03  +7.70421e-03  +3.20820e-03  +9.18046e-03  +3.80268e-03
+9.57000e+03  +8.34091e-03  +3.72701e-03  +9.93234e-03  +4.41295e-03
+9.59000e+03  +8.40393e-03  +3.75636e-03  +1.00005e-02  +4.44474e-03
+9.61000e+03  +8.35831e-03  +3.73340e-03  +9.93949e-03  +4.41469e-03
+9.63000e+03  +8.29528e-03  +3.70250e-03  +9.85786e-03  +4.37530e-03
+9.65000e+03  +8.26637e-03  +3.69179e-03  +9.81688e-03  +4.35978e-03
+9.67000e+03  +8.20724e-03  +3.66024e-03  +9.74013e-03  +4.31974e-03
+9.69000e+03  +8.15238e-03  +3.65035e-03  +9.66856e-03  +4.30523e-03
+9.71000e+03  +8.08815e-03  +3.62763e-03  +9.58602e-03  +4.27566e-03
+9.73000e+03  +8.04674e-03  +3.60592e-03  +9.53064e-03  +4.24736e-03
+9.75000e+03  +7.99092e-03  +3.58412e-03  +9.45829e-03  +4.21898e-03
+9.77000e+03  +7.93712e-03  +3.56426e-03  +9.38846e-03  +4.19293e-03
+9.79000e+03  +7.88523e-03  +3.54094e-03  +9.32101e-03  +4.16287e-03
+9.81000e+03  +7.83179e-03  +3.52361e-03  +9.25184e-03  +4.13986e-03
+9.83000e+03  +7.77915e-03  +3.50060e-03  +9.18372e-03  +4.11026e-03
+9.85000e+03  +7.72558e-03  +3.48093e-03  +9.11462e-03  +4.08460e-03
+9.87000e+03  +7.67436e-03  +3.46026e-03  +9.04839e-03  +4.05782e-03
+9.89000e+03  +7.62084e-03  +3.43466e-03  +8.97957e-03  +4.02534e-03
+9.91000e+03  +7.56817e-03  +3.41897e-03  +8.91186e-03  +4.00445e-03
+9.93000e+03  +7.52010e-03  +3.39801e-03  +8.84966e-03  +3.97747e-03
+9.95000e+03  +7.46907e-03  +3.37969e-03  +8.78410e-03  +3.95360e-03
+9.97000e+03  +7.41664e-03  +3.36036e-03  +8.71698e-03  +3.92859e-03
+9.99000e+03  +7.36139e-03  +3.33943e-03  +8.64666e-03  +3.90177e-03
+1.00250e+04  +7.10031e-03  +3.21413e-03  +8.33098e-03  +3.75150e-03
+1.00750e+04  +6.90067e-03  +3.08740e-03  +8.08435e-03  +3.59844e-03
+1.01250e+04  +7.02612e-03  +3.20499e-03  +8.21888e-03  +3.72971e-03
+1.01750e+04  +6.93497e-03  +3.16225e-03  +8.10014e-03  +3.67466e-03
+1.02250e+04  +6.82278e-03  +3.11721e-03  +7.95733e-03  +3.61712e-03
+1.02750e+04  +6.71512e-03  +3.07334e-03  +7.82032e-03  +3.56115e-03
+1.03250e+04  +6.59307e-03  +3.02561e-03  +7.66711e-03  +3.50093e-03
+1.03750e+04  +6.49854e-03  +2.98360e-03  +7.54639e-03  +3.44755e-03
+1.04250e+04  +6.39496e-03  +2.94174e-03  +7.41563e-03  +3.39452e-03
+1.04750e+04  +6.29116e-03  +2.89813e-03  +7.28509e-03  +3.33967e-03
+1.05250e+04  +6.19297e-03  +2.85896e-03  +7.16149e-03  +3.29012e-03
+1.05750e+04  +6.09584e-03  +2.81767e-03  +7.03955e-03  +3.23832e-03
+1.06250e+04  +5.99841e-03  +2.77907e-03  +6.91770e-03  +3.18977e-03
+1.06750e+04  +5.89554e-03  +2.72678e-03  +6.79000e-03  +3.12573e-03
+1.07250e+04  +5.81222e-03  +2.69599e-03  +6.68521e-03  +3.08647e-03
+1.07750e+04  +5.72274e-03  +2.66239e-03  +6.57371e-03  +3.04413e-03
+1.08250e+04  +5.59968e-03  +2.61864e-03  +6.42406e-03  +2.99035e-03
+1.08750e+04  +5.53435e-03  +2.58649e-03  +6.34101e-03  +2.94998e-03
+1.09250e+04  +5.18008e-03  +2.37573e-03  +5.92761e-03  +2.70651e-03
+1.09750e+04  +5.30739e-03  +2.48888e-03  +6.06572e-03  +2.83176e-03
+1.10250e+04  +5.28267e-03  +2.48382e-03  +6.03002e-03  +2.82261e-03
+1.10750e+04  +5.21706e-03  +2.45229e-03  +5.94786e-03  +2.78349e-03
+1.11250e+04  +5.13750e-03  +2.41825e-03  +5.85009e-03  +2.74164e-03
+1.11750e+04  +5.06142e-03  +2.38502e-03  +5.75657e-03  +2.70084e-03
+1.12250e+04  +4.98445e-03  +2.35333e-03  +5.66234e-03  +2.66190e-03
+1.12750e+04  +4.90819e-03  +2.31527e-03  +5.56920e-03  +2.61590e-03
+1.13250e+04  +4.83491e-03  +2.28418e-03  +5.47971e-03  +2.57788e-03
+1.13750e+04  +4.76470e-03  +2.25832e-03  +5.39396e-03  +2.54586e-03
+1.14250e+04  +4.69367e-03  +2.22709e-03  +5.30754e-03  +2.50790e-03
+1.14750e+04  +4.62658e-03  +2.20032e-03  +5.22582e-03  +2.47506e-03
+1.15250e+04  +4.55883e-03  +2.17098e-03  +5.14360e-03  +2.43944e-03
+1.15750e+04  +4.49127e-03  +2.14174e-03  +5.06182e-03  +2.40403e-03
+1.16250e+04  +4.42148e-03  +2.11051e-03  +4.97777e-03  +2.36650e-03
+1.16750e+04  +4.35810e-03  +2.08111e-03  +4.90116e-03  +2.33110e-03
+1.17250e+04  +4.29900e-03  +2.05922e-03  +4.82956e-03  +2.30420e-03
+1.17750e+04  +4.23267e-03  +2.02467e-03  +4.75006e-03  +2.26326e-03
+1.18250e+04  +4.17345e-03  +2.00255e-03  +4.67873e-03  +2.23627e-03
+1.18750e+04  +4.11244e-03  +1.97442e-03  +4.60560e-03  +2.20267e-03
+1.19250e+04  +4.05719e-03  +1.95420e-03  +4.53910e-03  +2.17795e-03
+1.19750e+04  +3.98581e-03  +1.92238e-03  +4.45475e-03  +2.14040e-03
+1.20250e+04  +3.94248e-03  +1.90314e-03  +4.40194e-03  +2.11693e-03
+1.20750e+04  +3.88572e-03  +1.87779e-03  +4.33429e-03  +2.08675e-03
+1.21250e+04  +3.83115e-03  +1.85474e-03  +4.26925e-03  +2.05918e-03
+1.21750e+04  +3.77825e-03  +1.83182e-03  +4.20623e-03  +2.03183e-03
+1.22250e+04  +3.72519e-03  +1.80819e-03  +4.14320e-03  +2.00376e-03
+1.22750e+04  +3.67320e-03  +1.78494e-03  +4.08151e-03  +1.97619e-03
+1.23250e+04  +3.62243e-03  +1.76219e-03  +4.02133e-03  +1.94924e-03
+1.23750e+04  +3.57201e-03  +1.74078e-03  +3.96169e-03  +1.92381e-03
+1.24250e+04  +3.52364e-03  +1.71912e-03  +3.90445e-03  +1.89819e-03
+1.24750e+04  +3.47515e-03  +1.69671e-03  +3.84722e-03  +1.87180e-03
+1.25250e+04  +3.42440e-03  +1.67516e-03  +3.78764e-03  +1.84642e-03
+1.25750e+04  +3.37981e-03  +1.65410e-03  +3.73499e-03  +1.82163e-03
+1.26250e+04  +3.33348e-03  +1.63406e-03  +3.68054e-03  +1.79804e-03
+1.26750e+04  +3.28878e-03  +1.61387e-03  +3.62801e-03  +1.77431e-03
+1.27250e+04  +3.24275e-03  +1.59428e-03  +3.57415e-03  +1.75131e-03
+1.27750e+04  +3.17029e-03  +1.56808e-03  +3.49130e-03  +1.72110e-03
+1.28250e+04  +2.99403e-03  +1.44570e-03  +3.29440e-03  +1.58556e-03
+1.28750e+04  +3.10248e-03  +1.53227e-03  +3.41087e-03  +1.67905e-03
+1.29250e+04  +3.07266e-03  +1.51584e-03  +3.37528e-03  +1.65972e-03
+1.29750e+04  +3.02683e-03  +1.49945e-03  +3.32220e-03  +1.64046e-03
+1.30250e+04  +2.99352e-03  +1.48089e-03  +3.28297e-03  +1.61888e-03
+1.30750e+04  +2.95431e-03  +1.46416e-03  +3.23736e-03  +1.59935e-03
+1.31250e+04  +2.91489e-03  +1.44497e-03  +3.19161e-03  +1.57717e-03
+1.31750e+04  +2.87641e-03  +1.42778e-03  +3.14699e-03  +1.55722e-03
+1.32250e+04  +2.83938e-03  +1.41164e-03  +3.10404e-03  +1.53844e-03
+1.32750e+04  +2.80205e-03  +1.39386e-03  +3.06086e-03  +1.51793e-03
+1.33250e+04  +2.76574e-03  +1.37840e-03  +3.01888e-03  +1.49998e-03
+1.33750e+04  +2.72980e-03  +1.36173e-03  +2.97739e-03  +1.48075e-03
+1.34250e+04  +2.69399e-03  +1.34667e-03  +2.93612e-03  +1.46330e-03
+1.34750e+04  +2.66051e-03  +1.33086e-03  +2.89746e-03  +1.44508e-03
+1.35250e+04  +2.62618e-03  +1.31511e-03  +2.85797e-03  +1.42696e-03
+1.35750e+04  +2.59225e-03  +1.29888e-03  +2.81897e-03  +1.40835e-03
+1.36250e+04  +2.55926e-03  +1.28369e-03  +2.78108e-03  +1.39091e-03
+1.36750e+04  +2.52689e-03  +1.26956e-03  +2.74393e-03  +1.37464e-03
+1.37250e+04  +2.49409e-03  +1.25457e-03  +2.70639e-03  +1.35747e-03
+1.37750e+04  +2.46337e-03  +1.24084e-03  +2.67118e-03  +1.34171e-03
+1.38250e+04  +2.43228e-03  +1.22710e-03  +2.63562e-03  +1.32595e-03
+1.38750e+04  +2.40178e-03  +1.21258e-03  +2.60077e-03  +1.30939e-03
+1.39250e+04  +2.37170e-03  +1.19930e-03  +2.56644e-03  +1.29418e-03
+1.39750e+04  +2.34246e-03  +1.18602e-03  +2.53308e-03  +1.27902e-03
+1.40250e+04  +2.31330e-03  +1.17167e-03  +2.49986e-03  +1.26272e-03
+1.40750e+04  +2.28464e-03  +1.15978e-03  +2.46725e-03  +1.24910e-03
+1.41250e+04  +2.25600e-03  +1.14599e-03  +2.43470e-03  +1.23346e-03
+1.41750e+04  +2.22866e-03  +1.13414e-03  +2.40363e-03  +1.21993e-03
+1.42250e+04  +2.20118e-03  +1.12044e-03  +2.37245e-03  +1.20444e-03
+1.42750e+04  +2.17417e-03  +1.10667e-03  +2.34184e-03  +1.18890e-03
+1.43250e+04  +2.14789e-03  +1.09669e-03  +2.31206e-03  +1.17745e-03
+1.43750e+04  +2.12178e-03  +1.08470e-03  +2.28251e-03  +1.16387e-03
+1.44250e+04  +2.09341e-03  +1.06892e-03  +2.25058e-03  +1.14625e-03
+1.44750e+04  +2.07034e-03  +1.06110e-03  +2.22440e-03  +1.13718e-03
+1.45250e+04  +2.04407e-03  +1.04743e-03  +2.19484e-03  +1.12186e-03
+1.45700e+04  +2.02300e-03  +1.03933e-03  +2.17103e-03  +1.11259e-03
+1.46200e+04  +2.00275e-03  +1.02981e-03  +2.14799e-03  +1.10177e-03
+1.46750e+04  +1.97704e-03  +1.01841e-03  +2.11902e-03  +1.08887e-03
+1.47250e+04  +1.95300e-03  +1.00546e-03  +2.09202e-03  +1.07441e-03
+1.47750e+04  +1.92849e-03  +9.92753e-04  +2.06455e-03  +1.06023e-03
+1.48250e+04  +1.90488e-03  +9.78258e-04  +2.03809e-03  +1.04417e-03
+1.48750e+04  +1.87946e-03  +9.62250e-04  +2.00974e-03  +1.02652e-03
+1.49250e+04  +1.85654e-03  +9.51201e-04  +1.98409e-03  +1.01417e-03
+1.49750e+04  +1.83465e-03  +9.43567e-04  +1.95959e-03  +1.00548e-03
+1.50250e+04  +1.80770e-03  +9.23622e-04  +1.92972e-03  +9.83698e-04
+1.50750e+04  +1.78701e-03  +9.20601e-04  +1.90657e-03  +9.79945e-04
+1.51250e+04  +1.76730e-03  +9.13809e-04  +1.88450e-03  +9.72194e-04
+1.51750e+04  +1.74874e-03  +9.10557e-04  +1.86369e-03  +9.68215e-04
+1.52250e+04  +1.73777e-03  +9.21174e-04  +1.85100e-03  +9.78973e-04
+1.52750e+04  +1.70284e-03  +8.85111e-04  +1.81282e-03  +9.40182e-04
+1.53250e+04  +1.68667e-03  +8.84729e-04  +1.79464e-03  +9.39284e-04
+1.53750e+04  +1.68037e-03  +8.98901e-04  +1.78700e-03  +9.53823e-04
+1.54250e+04  +1.64203e-03  +8.61500e-04  +1.74532e-03  +9.13696e-04
+1.54750e+04  +1.64488e-03  +8.85742e-04  +1.74743e-03  +9.38909e-04
+1.55250e+04  +1.62822e-03  +8.80062e-04  +1.72885e-03  +9.32422e-04
+1.55750e+04  +1.58005e-03  +8.24551e-04  +1.67684e-03  +8.73211e-04
+1.56250e+04  +1.60176e-03  +8.69297e-04  +1.69902e-03  +9.20109e-04
+1.56750e+04  +1.56595e-03  +8.43449e-04  +1.66021e-03  +8.92327e-04
+1.57250e+04  +1.52898e-03  +8.11668e-04  +1.62021e-03  +8.58308e-04
+1.57750e+04  +1.54943e-03  +8.39440e-04  +1.64106e-03  +8.87231e-04
+1.58250e+04  +1.53063e-03  +8.31936e-04  +1.62036e-03  +8.78883e-04
+1.58750e+04  +1.46308e-03  +7.70304e-04  +1.54809e-03  +8.13422e-04
+1.59250e+04  +1.48965e-03  +8.12888e-04  +1.57545e-03  +8.57958e-04
+1.59750e+04  +1.48500e-03  +8.08841e-04  +1.56978e-03  +8.53295e-04
+1.60500e+04  +1.45267e-03  +7.99391e-04  +1.53452e-03  +8.42745e-04
+1.61500e+04  +1.39816e-03  +7.61798e-04  +1.47557e-03  +8.02402e-04
+1.62500e+04  +1.39725e-03  +7.72984e-04  +1.47326e-03  +8.13454e-04
+1.63500e+04  +1.35745e-03  +7.53469e-04  +1.43001e-03  +7.92228e-04
+1.64500e+04  +1.30685e-03  +7.18002e-04  +1.37548e-03  +7.54300e-04
+1.65500e+04  +1.30780e-03  +7.27937e-04  +1.37529e-03  +7.64086e-04
+1.66500e+04  +1.27948e-03  +7.13169e-04  +1.34435e-03  +7.47966e-04
+1.67500e+04  +1.24202e-03  +6.93564e-04  +1.30389e-03  +7.26813e-04
+1.68500e+04  +1.19566e-03  +6.61900e-04  +1.25418e-03  +6.93082e-04
+1.69500e+04  +1.19850e-03  +6.71322e-04  +1.25613e-03  +7.02387e-04
+1.70500e+04  +1.17114e-03  +6.56476e-04  +1.22647e-03  +6.86322e-04
+1.71500e+04  +1.14876e-03  +6.44633e-04  +1.20208e-03  +6.73426e-04
+1.72500e+04  +1.12306e-03  +6.30253e-04  +1.17427e-03  +6.57911e-04
+1.73500e+04  +1.06730e-03  +5.95050e-04  +1.11511e-03  +6.20707e-04
+1.74500e+04  +1.07386e-03  +6.04871e-04  +1.12112e-03  +6.30488e-04
+1.75500e+04  +1.05522e-03  +5.94026e-04  +1.10084e-03  +6.18740e-04
+1.76500e+04  +1.03348e-03  +5.82699e-04  +1.07737e-03  +6.06513e-04
+1.77500e+04  +1.01226e-03  +5.71135e-04  +1.05449e-03  +5.94064e-04
+1.78500e+04  +9.91481e-04  +5.60792e-04  +1.03211e-03  +5.82905e-04
+1.79500e+04  +9.71504e-04  +5.49551e-04  +1.01060e-03  +5.70837e-04
+1.80500e+04  +9.50871e-04  +5.38139e-04  +9.88460e-04  +5.58612e-04
+1.81500e+04  +9.05750e-04  +5.10538e-04  +9.40917e-04  +5.29616e-04
+1.82500e+04  +9.08622e-04  +5.16298e-04  +9.43268e-04  +5.35244e-04
+1.83500e+04  +8.95352e-04  +5.08306e-04  +9.28881e-04  +5.26624e-04
+1.84500e+04  +8.77693e-04  +4.98574e-04  +9.09969e-04  +5.16219e-04
+1.85500e+04  +8.60023e-04  +4.89686e-04  +8.91080e-04  +5.06704e-04
+1.86500e+04  +8.40060e-04  +4.79384e-04  +8.69848e-04  +4.95742e-04
+1.87500e+04  +8.01074e-04  +4.53008e-04  +8.28965e-04  +4.68189e-04
+1.88500e+04  +8.09443e-04  +4.62084e-04  +8.37113e-04  +4.77284e-04
+1.89500e+04  +7.94601e-04  +4.52453e-04  +8.21267e-04  +4.67066e-04
+1.90500e+04  +7.78702e-04  +4.46264e-04  +8.04356e-04  +4.60412e-04
+1.91500e+04  +7.64772e-04  +4.37953e-04  +7.89504e-04  +4.51582e-04
+1.92500e+04  +7.50056e-04  +4.30334e-04  +7.73865e-04  +4.43479e-04
+1.93500e+04  +7.34350e-04  +4.21479e-04  +7.57229e-04  +4.34116e-04
+1.94500e+04  +6.98833e-04  +3.99323e-04  +7.20201e-04  +4.11074e-04
+1.95500e+04  +7.06522e-04  +4.07041e-04  +7.27722e-04  +4.18794e-04
+1.96500e+04  +6.94868e-04  +3.99927e-04  +7.15328e-04  +4.11258e-04
+1.97500e+04  +6.81823e-04  +3.92404e-04  +7.01521e-04  +4.03313e-04
+1.98500e+04  +6.69240e-04  +3.85926e-04  +6.88209e-04  +3.96452e-04
+1.99500e+04  +6.56824e-04  +3.79260e-04  +6.75087e-04  +3.89408e-04
+2.00500e+04  +6.44762e-04  +3.73191e-04  +6.62347e-04  +3.82985e-04
+2.01500e+04  +6.32967e-04  +3.66645e-04  +6.49899e-04  +3.76083e-04
+2.02500e+04  +6.21354e-04  +3.59509e-04  +6.37655e-04  +3.68585e-04
+2.03500e+04  +6.10107e-04  +3.53519e-04  +6.25803e-04  +3.62271e-04
+2.04500e+04  +5.99079e-04  +3.48240e-04  +6.14191e-04  +3.56692e-04
+2.05500e+04  +5.87865e-04  +3.42024e-04  +6.02403e-04  +3.50163e-04
+2.06500e+04  +5.77676e-04  +3.36093e-04  +5.91680e-04  +3.43933e-04
+2.07500e+04  +5.67297e-04  +3.30552e-04  +5.80777e-04  +3.38110e-04
+2.08500e+04  +5.57303e-04  +3.24754e-04  +5.70281e-04  +3.32031e-04
+2.09500e+04  +5.47454e-04  +3.19078e-04  +5.59947e-04  +3.26084e-04
+2.10500e+04  +5.37822e-04  +3.14385e-04  +5.49847e-04  +3.21149e-04
+2.11500e+04  +5.27553e-04  +3.08773e-04  +5.39107e-04  +3.15280e-04
+2.12500e+04  +5.18972e-04  +3.03578e-04  +5.30105e-04  +3.09845e-04
+2.13500e+04  +5.09990e-04  +2.99052e-04  +5.20705e-04  +3.05098e-04
+2.14500e+04  +5.01083e-04  +2.94069e-04  +5.11392e-04  +2.99890e-04
+2.15500e+04  +4.91855e-04  +2.89056e-04  +5.01761e-04  +2.94658e-04
+2.16500e+04  +4.69024e-04  +2.74891e-04  +4.78271e-04  +2.80106e-04
+2.17500e+04  +4.74324e-04  +2.79187e-04  +4.83476e-04  +2.84371e-04
+2.18500e+04  +4.67516e-04  +2.75195e-04  +4.76343e-04  +2.80194e-04
+2.19500e+04  +4.59864e-04  +2.70903e-04  +4.68358e-04  +2.75717e-04
+2.20500e+04  +4.60198e-04  +2.70626e-04  +4.60198e-04  +2.70626e-04
+2.21500e+04  +4.52221e-04  +2.66913e-04  +4.52221e-04  +2.66913e-04
+2.22500e+04  +4.44509e-04  +2.61924e-04  +4.44509e-04  +2.61924e-04
+2.23500e+04  +4.36989e-04  +2.57817e-04  +4.36989e-04  +2.57817e-04
+2.24500e+04  +4.29587e-04  +2.53766e-04  +4.29587e-04  +2.53766e-04
+2.25500e+04  +4.22237e-04  +2.49898e-04  +4.22237e-04  +2.49898e-04
+2.26500e+04  +4.15154e-04  +2.45437e-04  +4.15154e-04  +2.45437e-04
+2.27500e+04  +4.08167e-04  +2.42099e-04  +4.08167e-04  +2.42099e-04
+2.28500e+04  +4.01714e-04  +2.38121e-04  +4.01714e-04  +2.38121e-04
+2.29500e+04  +3.95110e-04  +2.29584e-04  +3.95110e-04  +2.29584e-04
+2.30500e+04  +3.88571e-04  +2.28415e-04  +3.88571e-04  +2.28415e-04
+2.31500e+04  +3.82166e-04  +2.24683e-04  +3.82166e-04  +2.24683e-04
+2.32500e+04  +3.75784e-04  +2.16990e-04  +3.75784e-04  +2.16990e-04
+2.33500e+04  +3.69569e-04  +2.15838e-04  +3.69569e-04  +2.15838e-04
+2.34500e+04  +3.63438e-04  +2.10918e-04  +3.63438e-04  +2.10918e-04
+2.35500e+04  +3.57459e-04  +2.04529e-04  +3.57459e-04  +2.04529e-04
+2.36500e+04  +3.51469e-04  +2.03888e-04  +3.51469e-04  +2.03888e-04
+2.37500e+04  +3.45868e-04  +2.00268e-04  +3.45868e-04  +2.00268e-04
