### Alberto Saldana-Lopez (Obs. Geneva - UniGE)
# 2021/08/31 11:24:18
#
# --------------------------------------------------------------------------------
#    example - stellar continuum SED - ficus.py
# --------------------------------------------------------------------------------
# 
### inputs ### 
# spec_name   --> example
# plot_mode   --> yes
# ssp_models  --> sb99
# Zarray      --> ['001', '004', '008', '02']
# att_law     --> reddy16
# att_igm     --> no
# wave_range  --> [ 925. 1345.]
# z_spec      --> 0.33314
# wave_R      --> 1000.0
# wave_norm   --> [1070. 1110.]
# nsim        --> 10
# 
### outputs ### 
# norm_factor --> 1.2426760411056101e-16
# arrays      --> wave(A), Flux.OBS, Flux.ERR, Flux.FIT, Flux.FITerr 
# 
# 
# wave(A)     Flux.OBS      Flux.ERR      Flux.FIT      Flux.FITerr 
+1.03303e+03  +6.26140e-01  +1.46161e-01  +8.46245e-01  +4.62683e-02
+1.03345e+03  +6.27806e-01  +1.46480e-01  +8.31364e-01  +3.77042e-02
+1.03387e+03  +9.22496e-01  +1.73426e-01  +8.21236e-01  +3.12196e-02
+1.03429e+03  +9.77928e-01  +1.73799e-01  +8.26527e-01  +2.71925e-02
+1.03471e+03  +9.27997e-01  +1.66177e-01  +8.23654e-01  +2.17065e-02
+1.03513e+03  +1.06812e+00  +1.64263e-01  +7.93012e-01  +1.53023e-02
+1.03556e+03  +8.95029e-01  +1.53733e-01  +7.92531e-01  +1.68967e-02
+1.03598e+03  +6.55296e-01  +1.31946e-01  +8.61619e-01  +1.80003e-02
+1.03640e+03  +1.11920e+00  +1.65242e-01  +8.74741e-01  +2.15309e-02
+1.03682e+03  +1.45260e+00  +1.85523e-01  +8.33262e-01  +3.26774e-02
+1.03724e+03  +1.18719e+00  +1.65084e-01  +9.04862e-01  +3.82217e-02
+1.03766e+03  +1.30391e+00  +1.77281e-01  +1.07851e+00  +4.13280e-02
+1.03809e+03  +8.18672e-01  +1.44287e-01  +1.20975e+00  +4.75736e-02
+1.03851e+03  +1.17614e+00  +1.77977e-01  +1.24441e+00  +4.69625e-02
+1.03893e+03  +1.24559e+00  +1.78238e-01  +1.22242e+00  +4.36542e-02
+1.03935e+03  +1.44887e+00  +1.89743e-01  +1.19038e+00  +4.09109e-02
+1.03977e+03  +1.56352e+00  +2.01341e-01  +1.16906e+00  +3.70535e-02
+1.04019e+03  +1.07451e+00  +1.68036e-01  +1.15528e+00  +3.25107e-02
+1.04062e+03  +1.12152e+00  +1.68351e-01  +1.14060e+00  +2.85608e-02
+1.04104e+03  +1.12380e+00  +1.68673e-01  +1.12473e+00  +2.53241e-02
+1.04146e+03  +1.68904e+00  +2.02913e-01  +1.10882e+00  +2.26243e-02
+1.04188e+03  +1.01537e+00  +1.63781e-01  +1.09735e+00  +1.96540e-02
+1.04230e+03  +1.08572e+00  +1.69633e-01  +1.08848e+00  +1.67606e-02
+1.04272e+03  +1.08788e+00  +1.69921e-01  +1.07926e+00  +1.43649e-02
+1.04315e+03  +1.04472e+00  +1.70362e-01  +1.07048e+00  +1.24808e-02
+1.04357e+03  +1.20611e+00  +1.82057e-01  +1.06292e+00  +1.12801e-02
+1.04399e+03  +1.09491e+00  +1.70898e-01  +1.05651e+00  +1.08442e-02
+1.04441e+03  +9.37151e-01  +1.59905e-01  +1.05081e+00  +1.09033e-02
+1.04483e+03  +1.14491e+00  +1.71532e-01  +1.04554e+00  +1.10334e-02
+1.04525e+03  +7.12357e-01  +1.37498e-01  +1.04083e+00  +1.11082e-02
+1.04567e+03  +8.97403e-01  +1.60793e-01  +1.03696e+00  +1.11276e-02
+1.04610e+03  +1.22088e+00  +1.84099e-01  +1.03395e+00  +1.10769e-02
+1.04652e+03  +1.20136e+00  +1.78738e-01  +1.03182e+00  +1.10002e-02
+1.04694e+03  +1.18364e+00  +1.61664e-01  +1.03053e+00  +1.09212e-02
+1.04736e+03  +9.28882e-01  +1.62124e-01  +1.02982e+00  +1.08383e-02
+1.04778e+03  +9.07509e-01  +1.62393e-01  +1.02925e+00  +1.08137e-02
+1.04820e+03  +1.08662e+00  +1.71691e-01  +1.02882e+00  +1.08794e-02
+1.04863e+03  +1.16112e+00  +1.99813e-01  +1.02889e+00  +1.09145e-02
+1.04905e+03  +1.27772e+00  +2.00108e-01  +1.02877e+00  +1.08878e-02
+1.04947e+03  +1.30938e+00  +2.07777e-01  +1.02821e+00  +1.08291e-02
+1.04989e+03  +1.14036e+00  +2.00965e-01  +1.02767e+00  +1.08057e-02
+1.05031e+03  +9.99018e-01  +1.86860e-01  +1.02721e+00  +1.07725e-02
+1.05073e+03  +6.84725e-01  +1.58562e-01  +1.02595e+00  +1.05186e-02
+1.05116e+03  +5.69240e-01  +1.37696e-01  +1.02427e+00  +1.02479e-02
+1.05158e+03  +9.25785e-01  +1.65257e-01  +1.02419e+00  +1.03354e-02
+1.05200e+03  +8.09766e-01  +1.53655e-01  +1.02484e+00  +1.05305e-02
+1.05242e+03  +9.30150e-01  +1.65890e-01  +1.02413e+00  +1.04276e-02
+1.05284e+03  +1.05097e+00  +1.66129e-01  +1.02303e+00  +1.02999e-02
+1.05326e+03  +9.34639e-01  +1.66537e-01  +1.02350e+00  +1.04776e-02
+1.05369e+03  +1.24656e+00  +1.84743e-01  +1.02411e+00  +1.06859e-02
+1.05411e+03  +1.10591e+00  +1.79114e-01  +1.02400e+00  +1.07526e-02
+1.05453e+03  +1.06089e+00  +1.67438e-01  +1.02255e+00  +1.06694e-02
+1.05495e+03  +1.08698e+00  +1.73872e-01  +1.01454e+00  +1.01322e-02
+1.05537e+03  +1.30504e+00  +1.92053e-01  +1.00182e+00  +9.46497e-03
+1.05579e+03  +8.51113e-01  +1.56386e-01  +1.00330e+00  +9.54785e-03
+1.05622e+03  +1.04607e+00  +1.68772e-01  +1.01306e+00  +1.00445e-02
+1.05664e+03  +1.16889e+00  +1.81146e-01  +1.01883e+00  +1.04002e-02
+1.05706e+03  +1.09876e+00  +1.64189e-01  +1.01927e+00  +1.02871e-02
+1.05748e+03  +1.24662e+00  +1.81932e-01  +1.01767e+00  +1.00214e-02
+1.05790e+03  +1.12746e+00  +1.82373e-01  +1.01622e+00  +1.00000e-02
+1.05832e+03  +1.13013e+00  +1.82735e-01  +1.01476e+00  +9.76268e-03
+1.05875e+03  +1.08391e+00  +1.70801e-01  +1.01424e+00  +9.58199e-03
+1.05917e+03  +9.88772e-01  +1.71267e-01  +1.01476e+00  +9.74199e-03
+1.05959e+03  +1.18678e+00  +1.83727e-01  +1.01219e+00  +9.82998e-03
+1.06001e+03  +9.93032e-01  +1.71928e-01  +1.00427e+00  +9.71369e-03
+1.06043e+03  +1.31440e+00  +1.96812e-01  +9.96936e-01  +9.56743e-03
+1.06085e+03  +8.25188e-01  +1.60270e-01  +9.88160e-01  +8.98887e-03
+1.06128e+03  +1.22977e+00  +2.00371e-01  +9.75147e-01  +9.66901e-03
+1.06170e+03  +8.77192e-01  +2.01407e-01  +9.62192e-01  +1.01779e-02
+1.06212e+03  +6.37802e-01  +1.82040e-01  +9.06389e-01  +1.01656e-02
+1.06254e+03  +1.28612e+00  +2.42514e-01  +7.90517e-01  +2.00088e-02
+1.06296e+03  +1.12777e+00  +2.33292e-01  +8.08631e-01  +1.88781e-02
+1.06338e+03  +1.04928e+00  +2.23261e-01  +9.37621e-01  +7.81824e-03
+1.06381e+03  +1.01105e+00  +2.23932e-01  +1.00151e+00  +8.89140e-03
+1.06423e+03  +1.01182e+00  +1.99951e-01  +1.00950e+00  +9.48660e-03
+1.06465e+03  +1.04297e+00  +1.75785e-01  +1.00919e+00  +9.57661e-03
+1.06507e+03  +9.45120e-01  +1.63517e-01  +1.00723e+00  +9.46442e-03
+1.06549e+03  +1.17366e+00  +1.89077e-01  +1.00186e+00  +8.94013e-03
+1.06591e+03  +1.02438e+00  +1.76820e-01  +9.98518e-01  +8.70682e-03
+1.06634e+03  +8.74788e-01  +1.64412e-01  +1.00363e+00  +9.08889e-03
+1.06676e+03  +1.15548e+00  +1.83926e-01  +1.00724e+00  +9.60258e-03
+1.06718e+03  +9.33224e-01  +1.66144e-01  +1.00525e+00  +9.71776e-03
+1.06760e+03  +1.02977e+00  +1.66297e-01  +9.98796e-01  +9.90605e-03
+1.06802e+03  +1.11212e+00  +1.78617e-01  +9.94824e-01  +9.99250e-03
+1.06844e+03  +1.01212e+00  +1.79066e-01  +9.92406e-01  +9.04359e-03
+1.06886e+03  +8.86492e-01  +1.66503e-01  +9.80931e-01  +9.06136e-03
+1.06929e+03  +1.27300e+00  +1.92476e-01  +9.82828e-01  +8.91188e-03
+1.06971e+03  +1.32672e+00  +1.92832e-01  +9.91130e-01  +8.81614e-03
+1.07013e+03  +1.12378e+00  +1.80388e-01  +9.87544e-01  +8.90247e-03
+1.07055e+03  +1.10020e+00  +1.80694e-01  +9.83521e-01  +8.98793e-03
+1.07097e+03  +1.15435e+00  +1.81092e-01  +9.93768e-01  +8.99464e-03
+1.07139e+03  +1.31208e+00  +1.94367e-01  +1.00132e+00  +9.55795e-03
+1.07182e+03  +6.40559e-01  +1.42995e-01  +9.99062e-01  +9.41872e-03
+1.07224e+03  +9.01665e-01  +1.69096e-01  +9.94073e-01  +9.04889e-03
+1.07266e+03  +1.00780e+00  +1.76139e-01  +9.90956e-01  +8.86412e-03
+1.07308e+03  +7.75601e-01  +1.56901e-01  +9.88530e-01  +8.69592e-03
+1.07350e+03  +1.03842e+00  +1.83313e-01  +9.87071e-01  +8.54357e-03
+1.07392e+03  +1.01460e+00  +1.77203e-01  +9.88019e-01  +8.56809e-03
+1.07435e+03  +1.04286e+00  +1.84003e-01  +9.91129e-01  +8.83163e-03
+1.07477e+03  +1.07130e+00  +1.84382e-01  +9.94559e-01  +9.19588e-03
+1.07519e+03  +1.12658e+00  +1.84636e-01  +9.97256e-01  +9.53761e-03
+1.07561e+03  +1.41981e+00  +2.11507e-01  +9.99910e-01  +1.00133e-02
+1.07603e+03  +1.00000e+00  +1.72142e-01  +1.00225e+00  +1.03007e-02
+1.07645e+03  +1.21406e+00  +1.92493e-01  +1.00351e+00  +1.02690e-02
+1.07688e+03  +1.09478e+00  +1.89832e-01  +1.00352e+00  +1.02267e-02
+1.07730e+03  +7.76354e-01  +1.82095e-01  +1.00169e+00  +1.00599e-02
+1.07772e+03  +1.18732e+00  +2.01494e-01  +9.97978e-01  +9.78489e-03
+1.07814e+03  +1.30081e+00  +2.30736e-01  +9.95939e-01  +9.82921e-03
+1.07856e+03  +1.51655e+00  +2.49137e-01  +9.93804e-01  +1.03632e-02
+1.07898e+03  +6.64942e-01  +1.78396e-01  +9.89841e-01  +1.06227e-02
+1.07941e+03  +1.34435e+00  +2.32128e-01  +9.91659e-01  +9.92512e-03
+1.07983e+03  +8.37122e-01  +1.87841e-01  +9.94991e-01  +9.65495e-03
+1.08025e+03  +1.11597e+00  +1.95937e-01  +9.95118e-01  +9.90465e-03
+1.08067e+03  +1.21179e+00  +1.89465e-01  +9.93409e-01  +9.98285e-03
+1.08109e+03  +7.53274e-01  +1.62825e-01  +9.90424e-01  +9.98982e-03
+1.08151e+03  +1.22842e+00  +2.09555e-01  +9.86143e-01  +1.03700e-02
+1.08194e+03  +1.04664e+00  +2.00233e-01  +9.87288e-01  +1.02074e-02
+1.08236e+03  +8.81603e-01  +1.83893e-01  +9.89982e-01  +9.58963e-03
+1.08278e+03  +8.83561e-01  +1.84232e-01  +9.86151e-01  +8.99958e-03
+1.08320e+03  +4.49514e-01  +1.42933e-01  +9.79487e-01  +8.79860e-03
+1.08362e+03  +8.53876e-01  +1.84965e-01  +9.78871e-01  +8.81197e-03
+1.08404e+03  +7.48301e-01  +1.76923e-01  +9.69800e-01  +9.26964e-03
+1.08447e+03  +1.37496e+00  +2.15010e-01  +9.36469e-01  +1.00101e-02
+1.08489e+03  +1.01705e+00  +1.79371e-01  +9.16888e-01  +1.01175e-02
+1.08531e+03  +7.98242e-01  +1.65996e-01  +9.53046e-01  +9.31124e-03
+1.08573e+03  +9.93867e-01  +1.80027e-01  +9.81215e-01  +9.02353e-03
+1.08615e+03  +7.18625e-01  +1.52673e-01  +9.86833e-01  +9.02135e-03
+1.08657e+03  +1.24820e+00  +1.94671e-01  +9.88141e-01  +9.16242e-03
+1.08700e+03  +8.60991e-01  +1.67159e-01  +9.88902e-01  +9.37883e-03
+1.08742e+03  +1.14205e+00  +1.95507e-01  +9.87566e-01  +9.33053e-03
+1.08784e+03  +1.11688e+00  +1.95858e-01  +9.83468e-01  +9.06078e-03
+1.08826e+03  +7.78293e-01  +1.57116e-01  +9.78848e-01  +8.97616e-03
+1.08868e+03  +9.36264e-01  +1.70271e-01  +9.72405e-01  +8.89744e-03
+1.08910e+03  +8.71208e-01  +1.68811e-01  +9.62834e-01  +9.49057e-03
+1.08953e+03  +7.88252e-01  +1.69238e-01  +9.59482e-01  +9.98645e-03
+1.08995e+03  +8.74573e-01  +1.69446e-01  +9.70449e-01  +9.05663e-03
+1.09037e+03  +9.04397e-01  +1.69763e-01  +9.82330e-01  +9.16892e-03
+1.09079e+03  +9.34066e-01  +1.77242e-01  +9.83719e-01  +9.83442e-03
+1.09121e+03  +1.04966e+00  +1.84589e-01  +9.81264e-01  +1.02198e-02
+1.09163e+03  +1.05218e+00  +1.84939e-01  +9.84492e-01  +1.01039e-02
+1.09205e+03  +9.69112e-01  +1.85425e-01  +9.87610e-01  +9.93766e-03
+1.09248e+03  +1.17121e+00  +2.00049e-01  +9.87846e-01  +9.96861e-03
+1.09290e+03  +7.44852e-01  +1.57610e-01  +9.85885e-01  +1.00164e-02
+1.09332e+03  +1.17576e+00  +2.00814e-01  +9.83647e-01  +1.00470e-02
+1.09374e+03  +1.12065e+00  +1.94056e-01  +9.86995e-01  +1.03873e-02
+1.09416e+03  +1.00792e+00  +1.87040e-01  +9.91042e-01  +1.07792e-02
+1.09458e+03  +8.94227e-01  +1.72959e-01  +9.91665e-01  +1.08694e-02
+1.09501e+03  +9.53593e-01  +1.80603e-01  +9.87776e-01  +1.03584e-02
+1.09543e+03  +9.55039e-01  +1.80919e-01  +9.81057e-01  +9.63255e-03
+1.09585e+03  +7.25256e-01  +1.59468e-01  +9.76877e-01  +9.41352e-03
+1.09627e+03  +1.07504e+00  +1.88759e-01  +9.67354e-01  +9.46775e-03
+1.09669e+03  +7.87039e-01  +1.67435e-01  +9.62756e-01  +9.69538e-03
+1.09711e+03  +9.63518e-01  +1.82275e-01  +9.70071e-01  +9.55208e-03
+1.09754e+03  +1.37354e+00  +2.19059e-01  +9.63240e-01  +9.71747e-03
+1.09796e+03  +9.95736e-01  +1.87848e-01  +9.59204e-01  +9.96415e-03
+1.09838e+03  +1.13322e+00  +2.15504e-01  +9.69640e-01  +9.54341e-03
+1.09880e+03  +8.67240e-01  +1.87848e-01  +9.82512e-01  +1.01986e-02
+1.09922e+03  +7.73340e-01  +1.82440e-01  +9.86823e-01  +1.06992e-02
+1.09964e+03  +9.59481e-01  +1.98783e-01  +9.86291e-01  +1.06363e-02
+1.10007e+03  +9.61635e-01  +1.99091e-01  +9.85841e-01  +1.06454e-02
+1.10049e+03  +9.27495e-01  +1.99626e-01  +9.85794e-01  +1.07454e-02
+1.10091e+03  +9.60667e-01  +1.90515e-01  +9.85202e-01  +1.06805e-02
+1.10133e+03  +1.13243e+00  +1.93097e-01  +9.84034e-01  +1.04952e-02
+1.10175e+03  +9.85721e-01  +1.86080e-01  +9.83008e-01  +1.05154e-02
+1.10217e+03  +1.10705e+00  +1.93808e-01  +9.82398e-01  +1.06052e-02
+1.10260e+03  +8.40993e-01  +1.79367e-01  +9.80691e-01  +1.04250e-02
+1.10302e+03  +1.26162e+00  +2.09705e-01  +9.77996e-01  +1.00905e-02
+1.10344e+03  +8.74721e-01  +1.80141e-01  +9.76570e-01  +9.90735e-03
+1.10386e+03  +1.11676e+00  +1.95387e-01  +9.72684e-01  +9.64842e-03
+1.10428e+03  +1.05880e+00  +1.95745e-01  +9.71514e-01  +9.62448e-03
+1.10470e+03  +1.03124e+00  +1.96281e-01  +9.76963e-01  +1.00596e-02
+1.10513e+03  +1.03359e+00  +1.96713e-01  +9.79813e-01  +1.05070e-02
+1.10555e+03  +1.09650e+00  +1.96988e-01  +9.79808e-01  +1.05726e-02
+1.10597e+03  +1.03799e+00  +1.97501e-01  +9.79444e-01  +1.05803e-02
+1.10639e+03  +9.79075e-01  +1.82595e-01  +9.78599e-01  +1.06025e-02
+1.10681e+03  +1.34614e+00  +2.13384e-01  +9.74331e-01  +1.05174e-02
+1.10723e+03  +7.68952e-01  +1.68088e-01  +9.42155e-01  +1.03862e-02
+1.10766e+03  +9.23548e-01  +1.83852e-01  +8.59415e-01  +1.02070e-02
+1.10808e+03  +7.71862e-01  +1.68889e-01  +8.06167e-01  +9.15991e-03
+1.10850e+03  +9.89290e-01  +1.84492e-01  +8.53542e-01  +1.08061e-02
+1.10892e+03  +9.91856e-01  +1.84863e-01  +9.29265e-01  +1.01237e-02
+1.10934e+03  +1.08633e+00  +2.00582e-01  +9.67060e-01  +1.01143e-02
+1.10976e+03  +1.08945e+00  +2.01058e-01  +9.74658e-01  +1.02318e-02
+1.11019e+03  +8.63557e-01  +1.62754e-01  +9.73437e-01  +1.01582e-02
+1.11061e+03  +7.21922e-01  +1.71020e-01  +9.71621e-01  +1.01870e-02
+1.11103e+03  +1.10518e+00  +2.16778e-01  +9.71278e-01  +9.99111e-03
+1.11145e+03  +8.26469e-01  +2.28817e-01  +9.70735e-01  +9.82506e-03
+1.11187e+03  +7.77191e-01  +2.29264e-01  +9.68706e-01  +9.79712e-03
+1.11229e+03  +9.32225e-01  +2.42452e-01  +9.67469e-01  +9.85892e-03
+1.11272e+03  +8.82844e-01  +2.30295e-01  +9.69843e-01  +1.00665e-02
+1.11314e+03  +9.86999e-01  +2.56467e-01  +9.72184e-01  +1.01768e-02
+1.11356e+03  +8.35356e-01  +2.31176e-01  +9.72791e-01  +1.00793e-02
+1.11398e+03  +9.45573e-01  +1.98357e-01  +9.72317e-01  +9.96943e-03
+1.11440e+03  +1.02023e+00  +1.89936e-01  +9.69529e-01  +1.00087e-02
+1.11482e+03  +8.64076e-01  +1.82551e-01  +9.64382e-01  +1.01566e-02
+1.11524e+03  +9.29445e-01  +1.90900e-01  +9.62270e-01  +1.02925e-02
+1.11567e+03  +1.21798e+00  +2.07095e-01  +9.59916e-01  +1.03478e-02
+1.11609e+03  +8.69603e-01  +1.83738e-01  +9.54247e-01  +1.02771e-02
+1.11651e+03  +9.67739e-01  +1.92123e-01  +9.55781e-01  +9.72728e-03
+1.11693e+03  +1.00230e+00  +1.92476e-01  +9.61174e-01  +9.12885e-03
+1.11735e+03  +1.00405e+00  +1.92800e-01  +9.64390e-01  +8.86296e-03
+1.11777e+03  +1.23133e+00  +2.09306e-01  +9.65062e-01  +9.20788e-03
+1.11820e+03  +9.43333e-01  +1.93752e-01  +9.64894e-01  +1.04163e-02
+1.11862e+03  +6.54732e-01  +1.61890e-01  +9.64672e-01  +1.11000e-02
+1.11904e+03  +1.23910e+00  +2.10701e-01  +9.62579e-01  +1.07254e-02
+1.11946e+03  +1.04676e+00  +1.94856e-01  +9.60743e-01  +1.03788e-02
+1.11988e+03  +8.86729e-01  +1.87347e-01  +9.63003e-01  +1.06054e-02
+1.12030e+03  +1.31252e+00  +2.28458e-01  +9.64157e-01  +1.07578e-02
+1.12073e+03  +1.12037e+00  +2.12662e-01  +9.62487e-01  +1.05521e-02
+1.12115e+03  +1.22586e+00  +2.14250e-01  +9.61232e-01  +1.03961e-02
+1.12157e+03  +9.21286e-01  +1.84050e-01  +9.62009e-01  +1.04875e-02
+1.12199e+03  +8.64390e-01  +1.81115e-01  +9.62288e-01  +1.05975e-02
+1.12241e+03  +1.13043e+00  +2.14596e-01  +9.61464e-01  +1.05578e-02
+1.12283e+03  +9.01497e-01  +1.90302e-01  +9.52841e-01  +9.95111e-03
+1.12326e+03  +7.37964e-01  +1.74220e-01  +8.89956e-01  +9.03815e-03
+1.12368e+03  +9.71561e-01  +1.99430e-01  +7.85536e-01  +1.76907e-02
+1.12410e+03  +1.40529e+00  +2.33092e-01  +8.05184e-01  +1.67646e-02
+1.12452e+03  +9.41724e-01  +2.00279e-01  +8.78393e-01  +1.35566e-02
+1.12494e+03  +8.43401e-01  +1.83937e-01  +9.01108e-01  +1.43197e-02
+1.12536e+03  +1.21459e+00  +2.17855e-01  +9.27436e-01  +1.11969e-02
+1.12579e+03  +1.55341e+00  +2.43703e-01  +9.49166e-01  +1.03509e-02
+1.12621e+03  +1.15343e+00  +2.18917e-01  +9.54847e-01  +1.04959e-02
+1.12663e+03  +7.63806e-01  +1.78382e-01  +9.56051e-01  +1.03564e-02
+1.12705e+03  +8.31617e-01  +2.10274e-01  +9.53620e-01  +9.92958e-03
+1.12747e+03  +9.86930e-01  +2.25294e-01  +9.20424e-01  +9.21399e-03
+1.12789e+03  +9.43736e-01  +2.25542e-01  +8.23761e-01  +1.42840e-02
+1.12832e+03  +1.12702e+00  +2.48819e-01  +7.39017e-01  +2.15071e-02
+1.12874e+03  +9.03634e-01  +2.26754e-01  +7.73805e-01  +1.76651e-02
+1.12916e+03  +8.15214e-01  +2.16115e-01  +8.70876e-01  +1.08937e-02
+1.12958e+03  +9.45413e-01  +2.18429e-01  +9.28864e-01  +1.02464e-02
+1.13000e+03  +1.45289e+00  +2.40732e-01  +9.27756e-01  +1.10610e-02
+1.13042e+03  +1.45595e+00  +2.41313e-01  +9.12776e-01  +1.26867e-02
+1.13085e+03  +7.34295e-01  +1.72689e-01  +9.28873e-01  +1.10110e-02
+1.13127e+03  +6.31865e-01  +1.73389e-01  +9.49085e-01  +1.09533e-02
+1.13169e+03  +8.98218e-01  +2.10352e-01  +9.56228e-01  +1.13991e-02
+1.13211e+03  +1.05556e+00  +2.34370e-01  +9.57632e-01  +1.14593e-02
+1.13253e+03  +1.02157e+00  +2.19611e-01  +9.57423e-01  +1.14982e-02
+1.13295e+03  +1.06379e+00  +2.19807e-01  +9.56495e-01  +1.16014e-02
+1.13338e+03  +1.06388e+00  +2.36120e-01  +9.56129e-01  +1.15534e-02
+1.13380e+03  +7.65467e-01  +2.04855e-01  +9.55616e-01  +1.12654e-02
+1.13422e+03  +1.03245e+00  +2.30073e-01  +9.53468e-01  +1.10255e-02
+1.13464e+03  +1.02040e+00  +2.14533e-01  +9.52830e-01  +1.10075e-02
+1.13506e+03  +1.13998e+00  +2.12178e-01  +9.54289e-01  +1.12086e-02
+1.13548e+03  +1.24910e+00  +2.30373e-01  +9.55891e-01  +1.15225e-02
+1.13591e+03  +5.77424e-01  +1.60013e-01  +9.56305e-01  +1.16800e-02
+1.13633e+03  +1.11285e+00  +2.13698e-01  +9.55935e-01  +1.16711e-02
+1.13675e+03  +7.59324e-01  +1.78660e-01  +9.55346e-01  +1.16504e-02
+1.13717e+03  +1.04714e+00  +2.14915e-01  +9.54722e-01  +1.16797e-02
+1.13759e+03  +1.08598e+00  +2.15472e-01  +9.54073e-01  +1.17138e-02
+1.13801e+03  +9.09483e-01  +1.97840e-01  +9.53159e-01  +1.16782e-02
+1.13843e+03  +9.11829e-01  +1.98500e-01  +9.49587e-01  +1.14099e-02
+1.13886e+03  +8.05802e-01  +1.90169e-01  +9.34636e-01  +1.08430e-02
+1.13928e+03  +7.71896e-01  +1.81212e-01  +9.10185e-01  +1.15630e-02
+1.13970e+03  +1.02812e+00  +2.18078e-01  +9.03886e-01  +1.16283e-02
+1.14012e+03  +8.12434e-01  +1.91447e-01  +9.20608e-01  +1.06406e-02
+1.14054e+03  +6.31794e-01  +1.73609e-01  +9.39721e-01  +1.09211e-02
+1.14096e+03  +8.15708e-01  +1.92387e-01  +9.32625e-01  +1.08594e-02
+1.14139e+03  +1.00117e+00  +2.11065e-01  +9.04721e-01  +1.16342e-02
+1.14181e+03  +9.31234e-01  +2.02332e-01  +9.06488e-01  +1.15246e-02
+1.14223e+03  +9.33042e-01  +2.02959e-01  +9.33806e-01  +1.10497e-02
+1.14265e+03  +8.98595e-01  +2.03459e-01  +9.46735e-01  +1.15833e-02
+1.14307e+03  +7.53035e-01  +1.85477e-01  +9.47507e-01  +1.15928e-02
+1.14349e+03  +1.05132e+00  +2.22953e-01  +9.44899e-01  +1.13877e-02
+1.14392e+03  +7.19352e-01  +1.86400e-01  +9.35910e-01  +1.09674e-02
+1.14434e+03  +8.76150e-01  +1.91899e-01  +9.19689e-01  +1.11551e-02
+1.14476e+03  +6.68236e-01  +1.74824e-01  +9.09662e-01  +1.17598e-02
+1.14518e+03  +5.75216e-01  +1.69156e-01  +9.19203e-01  +1.11917e-02
+1.14560e+03  +8.77352e-01  +2.07155e-01  +9.36891e-01  +1.12237e-02
+1.14602e+03  +6.91241e-01  +1.89023e-01  +9.44072e-01  +1.16273e-02
+1.14645e+03  +1.22165e+00  +2.26944e-01  +9.44545e-01  +1.16723e-02
+1.14687e+03  +8.45656e-01  +1.99350e-01  +9.44220e-01  +1.16470e-02
+1.14729e+03  +1.07538e+00  +2.28207e-01  +9.43945e-01  +1.16375e-02
+1.14771e+03  +9.25184e-01  +2.09553e-01  +9.43697e-01  +1.16703e-02
+1.14813e+03  +9.04259e-01  +2.11967e-01  +9.42836e-01  +1.17621e-02
+1.14855e+03  +8.34505e-01  +2.23397e-01  +9.41033e-01  +1.19895e-02
+1.14898e+03  +9.77879e-01  +2.35632e-01  +9.39593e-01  +1.22003e-02
+1.14940e+03  +8.86032e-01  +2.36389e-01  +9.39128e-01  +1.22119e-02
+1.14982e+03  +7.93924e-01  +2.13221e-01  +9.38636e-01  +1.21305e-02
+1.15024e+03  +9.85345e-01  +2.37188e-01  +9.39190e-01  +1.18816e-02
+1.15066e+03  +1.27286e+00  +2.61775e-01  +9.38859e-01  +1.15706e-02
+1.15108e+03  +6.44471e-01  +1.99024e-01  +9.38350e-01  +1.14558e-02
+1.15151e+03  +9.47517e-01  +2.14678e-01  +9.39891e-01  +1.17364e-02
+1.15193e+03  +9.50499e-01  +2.15245e-01  +9.40311e-01  +1.19271e-02
+1.15235e+03  +9.91787e-01  +2.15595e-01  +9.38333e-01  +1.19297e-02
+1.15277e+03  +1.03374e+00  +2.16402e-01  +9.35976e-01  +1.19138e-02
+1.15319e+03  +8.79553e-01  +2.07121e-01  +9.37018e-01  +1.18140e-02
+1.15361e+03  +8.42826e-01  +1.97606e-01  +9.37187e-01  +1.16052e-02
+1.15404e+03  +9.63828e-01  +2.18061e-01  +9.36392e-01  +1.15630e-02
+1.15446e+03  +8.47519e-01  +1.98656e-01  +9.36669e-01  +1.17636e-02
+1.15488e+03  +1.08881e+00  +2.29139e-01  +9.36434e-01  +1.17647e-02
+1.15530e+03  +1.01186e+00  +2.19824e-01  +9.34712e-01  +1.16932e-02
+1.15572e+03  +1.09427e+00  +2.30317e-01  +9.30027e-01  +1.17744e-02
+1.15614e+03  +8.96366e-01  +2.11046e-01  +9.26551e-01  +1.18046e-02
+1.15657e+03  +6.81218e-01  +1.88230e-01  +9.31101e-01  +1.18133e-02
+1.15699e+03  +6.82944e-01  +1.88702e-01  +9.33990e-01  +1.19035e-02
+1.15741e+03  +9.03554e-01  +2.12755e-01  +9.31472e-01  +1.19219e-02
+1.15783e+03  +7.84697e-01  +2.03149e-01  +9.24861e-01  +1.17831e-02
+1.15825e+03  +1.11193e+00  +2.34122e-01  +9.21455e-01  +1.17316e-02
+1.15867e+03  +9.92841e-01  +2.24609e-01  +9.26345e-01  +1.19892e-02
+1.15910e+03  +7.50026e-01  +2.04985e-01  +9.29302e-01  +1.20682e-02
+1.15952e+03  +1.20246e+00  +2.46318e-01  +9.30194e-01  +1.19448e-02
+1.15994e+03  +1.41094e+00  +2.67414e-01  +9.29809e-01  +1.24145e-02
