### Alberto Saldana-Lopez (Obs. Geneva - UniGE)
# 2021/08/31 11:24:18
#
# --------------------------------------------------------------------------------
#    example - stellar continuum SED - ficus.py
# --------------------------------------------------------------------------------
# 
### inputs ### 
# spec_name   --> example
# plot_mode   --> yes
# ssp_models  --> sb99
# Zarray      --> ['001', '004', '008', '02']
# att_law     --> reddy16
# att_igm     --> no
# wave_range  --> [ 925. 1345.]
# z_spec      --> 0.33314
# wave_R      --> 1000.0
# wave_norm   --> [1070. 1110.]
# nsim        --> 10
# 
### outputs ### 
# norm_factor --> 1.2426760411056101e-16
# arrays      --> wave(A), Flux.OBS, Flux.ERR, Flux.FIT, Flux.FITerr 
# 
# 
# wave(A)     Flux.OBS      Flux.ERR      Flux.FIT      Flux.FITerr 
+1.16036e+03  +7.55924e-01  +2.06601e-01  +9.27873e-01  +1.30562e-02
+1.16078e+03  +9.22818e-01  +2.17347e-01  +9.31569e-01  +1.26197e-02
+1.16120e+03  +9.47805e-01  +2.40622e-01  +9.33821e-01  +1.23390e-02
+1.16162e+03  +1.24362e+00  +3.21866e-01  +9.31641e-01  +1.26602e-02
+1.16205e+03  +8.40157e-01  +2.71724e-01  +9.28848e-01  +1.31766e-02
+1.16247e+03  +9.78209e-01  +2.89885e-01  +9.30945e-01  +1.28910e-02
+1.16289e+03  +5.72395e-01  +2.39862e-01  +9.28918e-01  +1.23996e-02
+1.16331e+03  +5.05613e-01  +2.23534e-01  +9.22622e-01  +1.19777e-02
+1.16373e+03  +1.12278e+00  +3.08865e-01  +9.23619e-01  +1.20179e-02
+1.16415e+03  +8.29849e-01  +2.35814e-01  +9.25106e-01  +1.23965e-02
+1.16458e+03  +9.90528e-01  +2.30027e-01  +9.20243e-01  +1.20967e-02
+1.16500e+03  +8.08872e-01  +2.30894e-01  +9.12225e-01  +1.18094e-02
+1.16542e+03  +1.03420e+00  +2.61247e-01  +9.07448e-01  +1.18662e-02
+1.16584e+03  +7.98649e-01  +2.28488e-01  +9.03465e-01  +1.17508e-02
+1.16626e+03  +9.71802e-01  +2.26125e-01  +9.13807e-01  +1.18795e-02
+1.16668e+03  +8.74697e-01  +2.15018e-01  +9.18115e-01  +1.20617e-02
+1.16711e+03  +1.22127e+00  +2.58551e-01  +9.15154e-01  +1.28913e-02
+1.16753e+03  +7.93475e-01  +2.16133e-01  +9.06138e-01  +1.44703e-02
+1.16795e+03  +5.36006e-01  +1.73601e-01  +9.06647e-01  +1.44424e-02
+1.16837e+03  +4.94010e-01  +1.74252e-01  +8.89722e-01  +1.34528e-02
+1.16879e+03  +9.01840e-01  +2.13774e-01  +8.59374e-01  +1.32147e-02
+1.16921e+03  +9.03844e-01  +2.14268e-01  +8.87596e-01  +1.26929e-02
+1.16964e+03  +1.15534e+00  +2.41204e-01  +9.13912e-01  +1.23953e-02
+1.17006e+03  +6.75253e-01  +1.97974e-01  +9.13578e-01  +1.20171e-02
+1.17048e+03  +1.02923e+00  +2.42514e-01  +8.99492e-01  +1.17824e-02
+1.17090e+03  +6.34859e-01  +1.99256e-01  +8.89187e-01  +1.18571e-02
+1.17132e+03  +7.69364e-01  +2.10829e-01  +8.98740e-01  +1.18102e-02
+1.17174e+03  +6.82346e-01  +2.00223e-01  +9.03522e-01  +1.19235e-02
+1.17217e+03  +9.95278e-01  +2.34144e-01  +9.04528e-01  +1.21219e-02
+1.17259e+03  +5.96205e-01  +1.90281e-01  +9.09029e-01  +1.24286e-02
+1.17301e+03  +9.11206e-01  +2.24301e-01  +9.11051e-01  +1.23994e-02
+1.17343e+03  +6.00155e-01  +1.91624e-01  +9.10245e-01  +1.23947e-02
+1.17385e+03  +6.91810e-01  +2.03361e-01  +9.09739e-01  +1.25123e-02
+1.17427e+03  +8.73862e-01  +2.26310e-01  +8.98345e-01  +1.22612e-02
+1.17470e+03  +1.05718e+00  +2.49617e-01  +8.02113e-01  +1.22901e-02
+1.17512e+03  +6.50955e-01  +2.04880e-01  +6.07063e-01  +2.22156e-02
+1.17554e+03  +8.81001e-01  +2.28289e-01  +5.32462e-01  +2.73714e-02
+1.17596e+03  +8.83512e-01  +2.28922e-01  +6.17130e-01  +2.35314e-02
+1.17638e+03  +6.57082e-01  +2.06949e-01  +7.88731e-01  +1.47568e-02
+1.17680e+03  +4.60081e-01  +1.83261e-01  +8.82961e-01  +1.30514e-02
+1.17723e+03  +7.92538e-01  +2.44411e-01  +9.02032e-01  +1.30856e-02
+1.17765e+03  +6.74141e-01  +2.46749e-01  +9.04746e-01  +1.27860e-02
+1.17807e+03  +1.23025e+00  +3.08366e-01  +9.05740e-01  +1.25049e-02
+1.17849e+03  +9.86976e-01  +2.78513e-01  +9.06674e-01  +1.23808e-02
+1.17891e+03  +1.05118e+00  +2.79398e-01  +9.08931e-01  +1.24256e-02
+1.17933e+03  +9.30728e-01  +2.80468e-01  +9.10784e-01  +1.24218e-02
+1.17976e+03  +8.26019e-01  +2.53495e-01  +9.11122e-01  +1.24043e-02
+1.18018e+03  +7.03809e-01  +2.20208e-01  +9.10062e-01  +1.23688e-02
+1.18060e+03  +8.18741e-01  +2.24946e-01  +9.08140e-01  +1.22349e-02
+1.18102e+03  +5.53805e-01  +1.81958e-01  +9.08104e-01  +1.22492e-02
+1.18144e+03  +9.30241e-01  +2.65032e-01  +9.06629e-01  +1.22050e-02
+1.18186e+03  +3.87821e-01  +2.24060e-01  +9.07214e-01  +1.23091e-02
+1.18229e+03  +8.53834e-01  +3.03887e-01  +8.96941e-01  +1.22002e-02
+1.18271e+03  +7.97791e-01  +2.65829e-01  +8.65481e-01  +1.16069e-02
+1.18313e+03  +8.13888e-01  +2.51299e-01  +8.56307e-01  +1.14120e-02
+1.18355e+03  +8.75042e-01  +2.66655e-01  +8.84439e-01  +1.14953e-02
+1.18397e+03  +9.96671e-01  +2.67323e-01  +8.56127e-01  +1.08696e-02
+1.18439e+03  +9.87644e-01  +2.66273e-01  +7.96314e-01  +1.26195e-02
+1.18481e+03  +6.20296e-01  +2.00432e-01  +8.49362e-01  +1.13191e-02
+1.18524e+03  +7.97659e-01  +2.20118e-01  +8.98050e-01  +1.20138e-02
+1.18566e+03  +7.51408e-01  +2.21060e-01  +9.07827e-01  +1.24623e-02
+1.18608e+03  +9.01151e-01  +2.46440e-01  +9.08833e-01  +1.25233e-02
+1.18650e+03  +8.55111e-01  +2.34837e-01  +9.06717e-01  +1.24182e-02
+1.18692e+03  +1.30285e+00  +2.72268e-01  +9.07092e-01  +1.24443e-02
+1.18734e+03  +9.59011e-01  +2.48504e-01  +9.08032e-01  +1.24365e-02
+1.18777e+03  +1.01151e+00  +2.49082e-01  +9.07532e-01  +1.23656e-02
+1.18819e+03  +8.64599e-01  +2.37732e-01  +9.06208e-01  +1.23205e-02
+1.18861e+03  +1.06731e+00  +2.50667e-01  +9.04874e-01  +1.22784e-02
+1.18903e+03  +7.69647e-01  +2.26577e-01  +9.04518e-01  +1.21284e-02
+1.18945e+03  +8.22826e-01  +2.27345e-01  +9.04140e-01  +1.19612e-02
+1.18987e+03  +6.74065e-01  +2.15770e-01  +9.03376e-01  +1.18491e-02
+1.19030e+03  +2.70518e-01  +1.53172e-01  +9.01191e-01  +1.17098e-02
+1.19072e+03  +1.03437e+00  +2.54607e-01  +8.90792e-01  +1.13448e-02
+1.19114e+03  +7.82653e-01  +2.30222e-01  +8.77946e-01  +1.12514e-02
+1.19156e+03  +8.35867e-01  +2.30680e-01  +8.89761e-01  +1.12200e-02
+1.19198e+03  +7.86851e-01  +2.31610e-01  +8.98893e-01  +1.14700e-02
+1.19240e+03  +6.34849e-01  +2.06714e-01  +8.98607e-01  +1.13830e-02
+1.19283e+03  +6.88106e-01  +2.20241e-01  +8.96571e-01  +1.11475e-02
+1.19325e+03  +8.97410e-01  +2.46950e-01  +8.93905e-01  +1.10407e-02
+1.19367e+03  +9.01280e-01  +2.47758e-01  +8.92015e-01  +1.10587e-02
+1.19409e+03  +4.96760e-01  +1.99133e-01  +8.90563e-01  +1.11572e-02
+1.19451e+03  +6.28643e-01  +2.68615e-01  +8.91664e-01  +1.10935e-02
+1.19493e+03  +8.91522e-01  +3.21976e-01  +8.92558e-01  +1.09936e-02
+1.19536e+03  +7.23029e-01  +3.02014e-01  +8.89201e-01  +1.09118e-02
+1.19578e+03  +1.45577e+00  +3.37862e-01  +8.75582e-01  +1.09354e-02
+1.19620e+03  +8.15349e-01  +2.39388e-01  +8.59543e-01  +1.11733e-02
+1.19662e+03  +1.35004e+00  +2.93363e-01  +8.69340e-01  +1.09303e-02
+1.19704e+03  +1.46186e+00  +3.07933e-01  +8.77065e-01  +1.08329e-02
+1.19746e+03  +1.09094e+00  +2.68572e-01  +8.76442e-01  +1.08517e-02
+1.19789e+03  +6.96237e-01  +2.24641e-01  +8.75160e-01  +1.08806e-02
+1.19831e+03  +1.27319e+00  +3.55530e-01  +8.76059e-01  +1.07851e-02
+1.19873e+03  +9.67378e-01  +3.43748e-01  +8.79209e-01  +1.06618e-02
+1.19915e+03  +6.26714e-01  +2.81066e-01  +8.81786e-01  +1.06633e-02
+1.19957e+03  +3.69617e-01  +2.39341e-01  +8.82248e-01  +1.08053e-02
+1.19999e+03  +1.32121e+00  +3.89476e-01  +8.80568e-01  +1.08326e-02
+1.20042e+03  +1.06500e+00  +3.47247e-01  +8.77263e-01  +1.08630e-02
+1.20084e+03  +1.50231e+00  +3.91782e-01  +8.74422e-01  +1.10183e-02
+1.20126e+03  +7.31392e-01  +2.76298e-01  +8.71194e-01  +1.09795e-02
+1.20168e+03  +7.30025e-01  +2.71893e-01  +8.43858e-01  +1.23099e-02
+1.20210e+03  +8.07706e-01  +2.55281e-01  +8.11536e-01  +1.51766e-02
+1.20252e+03  +1.33446e+00  +3.14011e-01  +8.44429e-01  +1.19647e-02
+1.20295e+03  +6.85775e-01  +2.23365e-01  +8.70123e-01  +1.08609e-02
+1.20337e+03  +9.66114e-01  +2.65844e-01  +8.72294e-01  +1.09218e-02
+1.20379e+03  +3.52892e-01  +1.83189e-01  +8.72058e-01  +1.08779e-02
+1.20421e+03  +8.03230e-01  +2.53391e-01  +8.71230e-01  +1.08931e-02
+1.20463e+03  +1.03162e+00  +2.82118e-01  +8.70105e-01  +1.09082e-02
+1.20505e+03  +8.66132e-01  +2.54772e-01  +8.67656e-01  +1.09933e-02
+1.20548e+03  +1.15220e+00  +2.83206e-01  +8.60622e-01  +1.11843e-02
+1.20590e+03  +8.15034e-01  +2.56189e-01  +8.22677e-01  +1.24951e-02
+1.20632e+03  +5.90265e-01  +2.28699e-01  +7.66260e-01  +1.64675e-02
+1.20674e+03  +9.35320e-01  +2.57371e-01  +7.94269e-01  +1.43617e-02
+1.20716e+03  +4.38665e-01  +1.87985e-01  +8.42737e-01  +1.16397e-02
+1.20758e+03  +1.02864e+00  +2.68248e-01  +8.57279e-01  +1.11623e-02
+1.20800e+03  +1.05895e+00  +2.88274e-01  +8.57387e-01  +1.11696e-02
+1.20843e+03  +6.57876e-01  +2.31866e-01  +8.55985e-01  +1.12500e-02
+1.20885e+03  +1.23908e+00  +2.89673e-01  +8.55453e-01  +1.11997e-02
+1.20927e+03  +1.06870e+00  +2.91016e-01  +8.54939e-01  +1.11765e-02
+1.20969e+03  +1.23846e+00  +3.02358e-01  +8.53266e-01  +1.12690e-02
+1.21011e+03  +9.85630e-01  +3.02322e-01  +8.49888e-01  +1.12850e-02
+1.21053e+03  +1.01306e+00  +3.11532e-01  +8.45203e-01  +1.12477e-02
+1.21096e+03  +1.36016e+00  +3.78891e-01  +8.37839e-01  +1.07360e-02
+1.21138e+03  +2.46665e+00  +6.22812e-01  +8.28245e-01  +1.07169e-02
+1.21180e+03  +1.23395e+00  +3.96629e-01  +8.36666e-01  +1.06452e-02
+1.21222e+03  +1.87333e+00  +4.82007e-01  +8.42556e-01  +1.12144e-02
+1.21264e+03  +2.84217e+00  +5.79648e-01  +8.37197e-01  +1.12008e-02
+1.21306e+03  +4.10593e+00  +6.77905e-01  +8.29988e-01  +1.11579e-02
+1.21349e+03  +5.28130e+00  +7.52572e-01  +8.32585e-01  +1.16953e-02
+1.21391e+03  +8.79642e+00  +9.73100e-01  +8.34448e-01  +1.22017e-02
+1.21433e+03  +1.03650e+01  +8.23772e-01  +8.27181e-01  +1.20612e-02
+1.21475e+03  +1.24734e+01  +9.16375e-01  +7.57186e-01  +1.22793e-02
+1.21517e+03  +1.29206e+01  +9.77966e-01  +5.91414e-01  +1.51615e-02
+1.21559e+03  +1.59893e+01  +1.08960e+00  +5.02966e-01  +2.05591e-02
+1.21602e+03  +2.54597e+01  +1.37788e+00  +6.07541e-01  +1.99623e-02
+1.21644e+03  +3.60229e+01  +1.64267e+00  +7.64728e-01  +1.48373e-02
+1.21686e+03  +3.45502e+01  +1.61065e+00  +8.16425e-01  +1.39050e-02
+1.21728e+03  +2.67079e+01  +1.41694e+00  +8.08467e-01  +1.51755e-02
+1.21770e+03  +1.98769e+01  +1.22329e+00  +8.02030e-01  +1.55504e-02
+1.21812e+03  +1.39857e+01  +1.02693e+00  +8.17249e-01  +1.35997e-02
+1.21855e+03  +9.27024e+00  +8.36803e-01  +8.17750e-01  +1.33217e-02
+1.21897e+03  +6.70924e+00  +6.66087e-01  +8.25656e-01  +1.27214e-02
+1.21939e+03  +4.16957e+00  +5.26131e-01  +8.39103e-01  +1.18974e-02
+1.21981e+03  +2.31922e+00  +4.03396e-01  +8.39215e-01  +1.18528e-02
+1.22023e+03  +2.13859e+00  +4.04729e-01  +8.37225e-01  +1.16116e-02
+1.22065e+03  +2.26861e+00  +4.05401e-01  +8.26488e-01  +1.16980e-02
+1.22108e+03  +1.53160e+00  +3.21401e-01  +8.05020e-01  +1.26133e-02
+1.22150e+03  +1.65122e+00  +3.51379e-01  +8.19385e-01  +1.26099e-02
+1.22192e+03  +8.43887e-01  +2.67898e-01  +8.41536e-01  +1.18451e-02
+1.22234e+03  +8.46945e-01  +2.68867e-01  +8.41358e-01  +1.13764e-02
+1.22276e+03  +8.49247e-01  +2.69594e-01  +8.22073e-01  +1.17831e-02
+1.22318e+03  +4.07691e-01  +2.07043e-01  +8.08535e-01  +1.34061e-02
+1.22361e+03  +8.52957e-01  +2.70926e-01  +8.20129e-01  +1.37894e-02
+1.22403e+03  +1.10915e+00  +3.03287e-01  +8.39272e-01  +1.25139e-02
+1.22445e+03  +1.30345e+00  +3.19766e-01  +8.56113e-01  +1.20375e-02
+1.22487e+03  +9.23432e-01  +2.88867e-01  +8.63283e-01  +1.25107e-02
+1.22529e+03  +9.26188e-01  +2.89298e-01  +8.62394e-01  +1.34581e-02
+1.22571e+03  +1.25018e+00  +3.22146e-01  +8.57977e-01  +1.47130e-02
+1.22614e+03  +1.18922e+00  +3.23277e-01  +8.58090e-01  +1.57121e-02
+1.22656e+03  +8.88413e-01  +2.80845e-01  +8.60973e-01  +1.59979e-02
+1.22698e+03  +1.06942e+00  +3.29169e-01  +8.57564e-01  +1.65537e-02
+1.22740e+03  +1.03840e+00  +3.45883e-01  +8.47292e-01  +1.78969e-02
+1.22782e+03  +1.63395e+00  +5.16546e-01  +8.35034e-01  +2.04174e-02
+1.22824e+03  +7.18558e-01  +4.49508e-01  +8.20727e-01  +2.35240e-02
+1.22867e+03  +3.65397e-01  +3.43559e-01  +8.04633e-01  +2.71046e-02
+1.22909e+03  +7.22793e-01  +4.52741e-01  +7.97665e-01  +2.86078e-02
+1.22951e+03  +1.08162e+00  +5.41743e-01  +7.83191e-01  +3.02161e-02
+1.22993e+03  +4.29964e-01  +3.41653e-01  +7.61442e-01  +3.33503e-02
+1.23035e+03  +6.96419e-01  +3.24699e-01  +7.43256e-01  +3.69411e-02
+1.23077e+03  +1.12984e+00  +4.06022e-01  +7.43168e-01  +3.99132e-02
+1.23119e+03  +9.17144e-01  +3.80588e-01  +7.51828e-01  +4.26503e-02
+1.23162e+03  +4.71823e-01  +3.21905e-01  +7.54071e-01  +4.43002e-02
+1.23204e+03  +7.41955e-01  +3.20728e-01  +7.52055e-01  +4.49919e-02
+1.23246e+03  +7.31797e-01  +2.88299e-01  +7.49217e-01  +4.50719e-02
+1.23288e+03  +8.16886e-01  +3.10297e-01  +7.46904e-01  +4.36802e-02
+1.23330e+03  +9.84544e-01  +3.31256e-01  +7.45699e-01  +4.07099e-02
+1.23372e+03  +6.56168e-01  +2.91280e-01  +7.45768e-01  +3.79006e-02
+1.23415e+03  +6.58751e-01  +2.91940e-01  +7.45128e-01  +3.62508e-02
+1.23457e+03  +6.88421e-01  +2.74272e-01  +7.44400e-01  +3.53063e-02
+1.23499e+03  +8.05585e-01  +2.60746e-01  +7.47066e-01  +3.44083e-02
+1.23541e+03  +5.27865e-01  +2.23487e-01  +7.50227e-01  +3.31088e-02
+1.23583e+03  +9.89864e-01  +3.08309e-01  +7.53278e-01  +3.14917e-02
+1.23625e+03  +6.49888e-01  +2.58129e-01  +7.57195e-01  +2.95559e-02
+1.23668e+03  +1.06479e+00  +3.10001e-01  +7.62331e-01  +2.73242e-02
+1.23710e+03  +7.92269e-01  +2.76638e-01  +7.68632e-01  +2.45836e-02
+1.23752e+03  +1.20807e+00  +3.28941e-01  +7.77460e-01  +2.15569e-02
+1.23794e+03  +9.33623e-01  +2.95475e-01  +7.83366e-01  +1.82456e-02
+1.23836e+03  +8.67327e-01  +2.78570e-01  +7.60303e-01  +1.44437e-02
+1.23878e+03  +6.61097e-01  +2.62519e-01  +7.41092e-01  +1.24973e-02
+1.23921e+03  +1.15178e+00  +3.14814e-01  +8.16299e-01  +1.49068e-02
+1.23963e+03  +3.85082e-01  +2.11250e-01  +8.57472e-01  +1.58131e-02
+1.24005e+03  +1.29736e+00  +3.51560e-01  +8.53100e-01  +1.50791e-02
+1.24047e+03  +9.48631e-01  +2.99554e-01  +8.52801e-01  +1.45655e-02
+1.24089e+03  +8.10091e-01  +2.82604e-01  +8.54314e-01  +1.36919e-02
+1.24131e+03  +8.82230e-01  +2.83057e-01  +8.56056e-01  +1.22162e-02
+1.24174e+03  +4.59483e-01  +2.31438e-01  +8.60940e-01  +1.09578e-02
+1.24216e+03  +6.01831e-01  +2.49468e-01  +8.69949e-01  +1.15424e-02
+1.24258e+03  +8.88056e-01  +2.85585e-01  +9.03324e-01  +1.70760e-02
+1.24300e+03  +1.38925e+00  +3.57354e-01  +9.66980e-01  +2.67794e-02
+1.24342e+03  +9.20359e-01  +3.15474e-01  +9.88334e-01  +2.94763e-02
+1.24384e+03  +1.39884e+00  +4.19856e-01  +9.77140e-01  +2.69838e-02
+1.24427e+03  +8.66430e-01  +3.35204e-01  +9.62688e-01  +2.40521e-02
+1.24469e+03  +1.72846e+00  +4.55394e-01  +9.50660e-01  +2.16441e-02
+1.24511e+03  +1.54172e+00  +4.32305e-01  +9.39159e-01  +1.97153e-02
+1.24553e+03  +1.64187e+00  +4.33458e-01  +9.28740e-01  +1.81208e-02
+1.24595e+03  +8.75182e-01  +3.38333e-01  +9.18650e-01  +1.69021e-02
+1.24637e+03  +1.07007e+00  +3.87993e-01  +9.05828e-01  +1.55124e-02
+1.24680e+03  +8.79581e-01  +3.40385e-01  +8.83060e-01  +1.47251e-02
+1.24722e+03  +9.79069e-01  +3.65281e-01  +8.35146e-01  +1.77722e-02
+1.24764e+03  +8.79024e-01  +3.34225e-01  +7.91199e-01  +2.03084e-02
+1.24806e+03  +8.71512e-01  +3.02487e-01  +8.24948e-01  +1.54579e-02
+1.24848e+03  +1.16858e+00  +3.61387e-01  +8.69375e-01  +1.32480e-02
+1.24890e+03  +9.91156e-01  +3.63426e-01  +8.82170e-01  +1.30663e-02
+1.24933e+03  +1.00077e+00  +3.39424e-01  +8.81449e-01  +1.30804e-02
+1.24975e+03  +7.47955e-01  +2.97653e-01  +8.77054e-01  +1.31494e-02
+1.25017e+03  +9.09190e-01  +3.43321e-01  +8.65144e-01  +1.34123e-02
+1.25059e+03  +1.00193e+00  +3.66292e-01  +8.55082e-01  +1.37695e-02
+1.25101e+03  +1.09483e+00  +3.66866e-01  +8.61153e-01  +1.37182e-02
+1.25143e+03  +1.37091e+00  +3.70866e-01  +8.69938e-01  +1.35729e-02
+1.25185e+03  +7.88232e-01  +3.01366e-01  +8.71678e-01  +1.36411e-02
+1.25228e+03  +1.01420e+00  +3.20577e-01  +8.69401e-01  +1.38779e-02
+1.25270e+03  +6.40279e-01  +2.64552e-01  +8.64171e-01  +1.42880e-02
+1.25312e+03  +6.42224e-01  +2.65519e-01  +8.51839e-01  +1.53125e-02
+1.25354e+03  +4.15916e-01  +2.28037e-01  +8.38189e-01  +1.63752e-02
+1.25396e+03  +1.09872e+00  +3.41769e-01  +8.48346e-01  +1.50123e-02
+1.25438e+03  +6.46478e-01  +2.67302e-01  +8.61287e-01  +1.42053e-02
+1.25481e+03  +6.47317e-01  +2.67486e-01  +8.57579e-01  +1.42252e-02
+1.25523e+03  +1.41126e+00  +3.82578e-01  +8.50996e-01  +1.45035e-02
+1.25565e+03  +9.55540e-01  +3.06351e-01  +8.59547e-01  +1.42078e-02
+1.25607e+03  +9.56374e-01  +3.07246e-01  +8.60827e-01  +1.41682e-02
+1.25649e+03  +9.58125e-01  +3.07947e-01  +8.54591e-01  +1.43032e-02
+1.25691e+03  +4.97761e-01  +2.51834e-01  +8.60166e-01  +1.41671e-02
+1.25734e+03  +8.83704e-01  +3.09634e-01  +8.63522e-01  +1.41393e-02
+1.25776e+03  +6.53729e-01  +2.71419e-01  +8.62489e-01  +1.41815e-02
+1.25818e+03  +1.27410e+00  +3.48752e-01  +8.59287e-01  +1.42718e-02
+1.25860e+03  +1.12151e+00  +3.50034e-01  +8.49816e-01  +1.45983e-02
+1.25902e+03  +5.02529e-01  +2.53954e-01  +8.48318e-01  +1.46884e-02
+1.25944e+03  +1.04763e+00  +3.31863e-01  +8.58279e-01  +1.42518e-02
+1.25987e+03  +2.69627e-01  +2.14609e-01  +8.62817e-01  +1.40824e-02
+1.26029e+03  +5.83467e-01  +2.75263e-01  +8.60148e-01  +1.42535e-02
+1.26071e+03  +5.06771e-01  +2.56354e-01  +8.56440e-01  +1.44413e-02
+1.26113e+03  +6.57685e-01  +3.01237e-01  +8.58183e-01  +1.42608e-02
+1.26155e+03  +4.41379e-01  +3.20373e-01  +8.59672e-01  +1.40952e-02
+1.26197e+03  +1.46765e+00  +5.14627e-01  +8.59861e-01  +1.40586e-02
+1.26240e+03  +5.71592e-01  +3.56287e-01  +8.61838e-01  +1.39935e-02
+1.26282e+03  +1.34471e+00  +4.84754e-01  +8.62705e-01  +1.39708e-02
+1.26324e+03  +1.34663e+00  +4.85615e-01  +8.62267e-01  +1.39700e-02
+1.26366e+03  +1.47921e+00  +5.18723e-01  +8.61843e-01  +1.39579e-02
+1.26408e+03  +8.35277e-01  +3.91132e-01  +8.60935e-01  +1.39988e-02
+1.26450e+03  +1.00869e+00  +3.23392e-01  +8.59512e-01  +1.41017e-02
+1.26493e+03  +9.90115e-01  +3.17837e-01  +8.58800e-01  +1.40533e-02
+1.26535e+03  +1.07738e+00  +3.41812e-01  +8.54553e-01  +1.40662e-02
+1.26577e+03  +1.40119e+00  +3.82335e-01  +8.43292e-01  +1.46036e-02
+1.26619e+03  +9.20710e-01  +3.23052e-01  +8.35928e-01  +1.51892e-02
+1.26661e+03  +9.21760e-01  +3.23747e-01  +8.46204e-01  +1.44829e-02
+1.26703e+03  +1.16541e+00  +3.64260e-01  +8.56043e-01  +1.41738e-02
+1.26746e+03  +1.16745e+00  +3.65142e-01  +8.58335e-01  +1.41084e-02
+1.26788e+03  +1.00697e+00  +3.25584e-01  +8.59721e-01  +1.40757e-02
+1.26830e+03  +3.57895e-01  +2.44332e-01  +8.60148e-01  +1.41450e-02
+1.26872e+03  +5.21123e-01  +2.66318e-01  +8.58522e-01  +1.42943e-02
+1.26914e+03  +9.29991e-01  +3.27860e-01  +8.56957e-01  +1.44210e-02
+1.26956e+03  +6.86495e-01  +2.87826e-01  +8.57107e-01  +1.44439e-02
+1.26999e+03  +6.06645e-01  +2.88578e-01  +8.53966e-01  +1.45985e-02
+1.27041e+03  +7.72935e-01  +3.09241e-01  +8.49717e-01  +1.48353e-02
+1.27083e+03  +1.43263e+00  +3.92004e-01  +8.50836e-01  +1.48652e-02
+1.27125e+03  +9.41334e-01  +3.30724e-01  +8.56016e-01  +1.47329e-02
+1.27167e+03  +1.35738e+00  +3.72256e-01  +8.55682e-01  +1.48221e-02
+1.27209e+03  +1.11275e+00  +3.53225e-01  +8.52667e-01  +1.50521e-02
+1.27252e+03  +1.44717e+00  +3.95095e-01  +8.55667e-01  +1.48569e-02
+1.27294e+03  +6.18589e-01  +2.92710e-01  +8.56840e-01  +1.47726e-02
+1.27336e+03  +7.02752e-01  +2.92554e-01  +8.52342e-01  +1.49356e-02
+1.27378e+03  +7.87738e-01  +3.14267e-01  +8.50920e-01  +1.50409e-02
+1.27420e+03  +1.29168e+00  +3.77269e-01  +8.55844e-01  +1.48737e-02
+1.27462e+03  +7.07898e-01  +2.94401e-01  +8.59579e-01  +1.47753e-02
+1.27504e+03  +1.04411e+00  +3.36919e-01  +8.60371e-01  +1.47995e-02
+1.27547e+03  +7.10360e-01  +2.95563e-01  +8.60203e-01  +1.48613e-02
+1.27589e+03  +4.59070e-01  +2.54096e-01  +8.59053e-01  +1.49124e-02
+1.27631e+03  +1.22075e+00  +3.81192e-01  +8.51364e-01  +1.49516e-02
+1.27673e+03  +4.87481e-01  +2.64975e-01  +8.36799e-01  +1.53674e-02
+1.27715e+03  +1.01999e+00  +3.88068e-01  +8.36777e-01  +1.55374e-02
+1.27757e+03  +6.82457e-01  +3.40450e-01  +8.47852e-01  +1.53541e-02
+1.27800e+03  +3.45606e-01  +2.77069e-01  +8.46406e-01  +1.56840e-02
+1.27842e+03  +1.02495e+00  +3.97529e-01  +8.38824e-01  +1.58887e-02
+1.27884e+03  +6.86065e-01  +3.41939e-01  +8.40815e-01  +1.56014e-02
+1.27926e+03  +1.14156e+00  +4.28494e-01  +8.52179e-01  +1.52424e-02
+1.27968e+03  +8.02532e-01  +3.72529e-01  +8.57664e-01  +1.50162e-02
+1.28010e+03  +8.33061e-01  +3.36835e-01  +8.57856e-01  +1.50374e-02
+1.28053e+03  +1.32762e+00  +3.66511e-01  +8.57179e-01  +1.51127e-02
+1.28095e+03  +1.13142e+00  +3.87169e-01  +8.55791e-01  +1.51976e-02
+1.28137e+03  +7.35653e-01  +3.46206e-01  +8.53209e-01  +1.53108e-02
+1.28179e+03  +7.34877e-01  +3.46801e-01  +8.50848e-01  +1.54291e-02
+1.28221e+03  +9.48955e-01  +3.73659e-01  +8.50386e-01  +1.54716e-02
+1.28263e+03  +8.43697e-01  +3.75090e-01  +8.53188e-01  +1.53857e-02
+1.28306e+03  +1.59188e+00  +4.81947e-01  +8.54005e-01  +1.53748e-02
+1.28348e+03  +9.54228e-01  +3.76310e-01  +8.51044e-01  +1.54387e-02
+1.28390e+03  +7.43235e-01  +3.50287e-01  +8.43560e-01  +1.56497e-02
+1.28432e+03  +1.92403e+00  +5.11294e-01  +8.39663e-01  +1.57580e-02
+1.28474e+03  +8.25723e-01  +3.35087e-01  +8.46695e-01  +1.56535e-02
+1.28516e+03  +1.09645e+00  +3.52316e-01  +8.50082e-01  +1.56493e-02
+1.28559e+03  +8.33898e-01  +3.32230e-01  +8.45570e-01  +1.56670e-02
+1.28601e+03  +7.46434e-01  +3.10132e-01  +8.37907e-01  +1.58127e-02
+1.28643e+03  +1.27676e+00  +3.99195e-01  +8.41392e-01  +1.56977e-02
+1.28685e+03  +3.04321e-01  +2.43734e-01  +8.48629e-01  +1.54720e-02
+1.28727e+03  +9.25990e-01  +3.56731e-01  +8.49833e-01  +1.54628e-02
