### Alberto Saldana-Lopez (UniGE)
# 2023/01/27 13:50:26
#
# --------------------------------------------------------------------------------
#    CDFS017345 - stellar continuum SED (full) - ficus.py
# --------------------------------------------------------------------------------
# 
### inputs ### 
# spec_name   --> CDFS017345
# z_spec      --> 3.6052
# plot_mode   --> yes
# ssp_models  --> sb99
# Zarray      --> ['001', '004', '008', '02']
# att_law     --> r16
# wave_range  --> [1200. 1920.]
# wave_norm   --> [1350. 1370.]
# r_obs       --> 600.0
# nsim        --> 100
# 
### outputs ### 
# norm_factor --> 6.972483143908366e-19
# arrays      --> wave(A), Flux.MOD, Flux.MODerr, Flux.INT, Flux.INTerr 
# 
# 
# wave(A)     Flux.MOD      Flux.MODerr   Flux.INT      Flux.INTerr 
+2.33500e+03  +2.95996e-01  +1.57069e-02  +4.20273e-01  +2.64574e-02
+2.34500e+03  +2.92351e-01  +1.49104e-02  +4.14369e-01  +2.56333e-02
+2.35500e+03  +2.90064e-01  +1.60388e-02  +4.10413e-01  +2.65238e-02
+2.36500e+03  +2.85705e-01  +1.50310e-02  +4.03549e-01  +2.53379e-02
+2.37500e+03  +2.82821e-01  +1.56279e-02  +3.98794e-01  +2.56836e-02
+2.38500e+03  +2.78119e-01  +1.46415e-02  +3.91504e-01  +2.45636e-02
+2.39500e+03  +2.76961e-01  +1.56527e-02  +3.89222e-01  +2.54100e-02
+2.40500e+03  +2.73421e-01  +1.50022e-02  +3.83610e-01  +2.45269e-02
+2.41500e+03  +2.70289e-01  +1.52570e-02  +3.78595e-01  +2.46476e-02
+2.42500e+03  +2.67781e-01  +1.59294e-02  +3.74473e-01  +2.52081e-02
+2.43500e+03  +2.62845e-01  +1.51749e-02  +3.66981e-01  +2.42115e-02
+2.44500e+03  +2.61103e-01  +1.59645e-02  +3.63968e-01  +2.49084e-02
+2.45500e+03  +2.58398e-01  +1.58082e-02  +3.59629e-01  +2.46288e-02
+2.46500e+03  +2.55386e-01  +1.55243e-02  +3.54882e-01  +2.41945e-02
+2.47500e+03  +2.52300e-01  +1.52019e-02  +3.50051e-01  +2.37132e-02
+2.48500e+03  +2.48845e-01  +1.61114e-02  +3.44727e-01  +2.44542e-02
+2.49500e+03  +2.40996e-01  +1.57143e-02  +3.33347e-01  +2.37266e-02
+2.50500e+03  +2.43832e-01  +1.64247e-02  +3.36763e-01  +2.45437e-02
+2.51300e+03  +2.38758e-01  +1.55342e-02  +3.29362e-01  +2.33160e-02
+2.51800e+03  +2.40467e-01  +1.59777e-02  +3.31472e-01  +2.38501e-02
+2.52500e+03  +2.38695e-01  +1.50714e-02  +3.28690e-01  +2.27824e-02
+2.53500e+03  +2.36307e-01  +1.49389e-02  +3.24925e-01  +2.25228e-02
+2.54500e+03  +2.32839e-01  +1.48206e-02  +3.19692e-01  +2.22925e-02
+2.55500e+03  +2.31158e-01  +1.56287e-02  +3.16928e-01  +2.31015e-02
+2.56500e+03  +2.28540e-01  +1.54081e-02  +3.12893e-01  +2.27580e-02
+2.57500e+03  +2.27001e-01  +1.60972e-02  +3.10347e-01  +2.34162e-02
+2.58500e+03  +2.24625e-01  +1.61384e-02  +3.06669e-01  +2.33569e-02
+2.59500e+03  +2.22216e-01  +1.60624e-02  +3.02959e-01  +2.31552e-02
+2.60500e+03  +2.19393e-01  +1.55559e-02  +2.98700e-01  +2.24938e-02
+2.61500e+03  +2.16946e-01  +1.55158e-02  +2.94966e-01  +2.23615e-02
+2.62500e+03  +2.14892e-01  +1.57186e-02  +2.91779e-01  +2.25048e-02
+2.63500e+03  +2.12775e-01  +1.58177e-02  +2.88518e-01  +2.25253e-02
+2.64500e+03  +2.11613e-01  +1.68788e-02  +2.86562e-01  +2.36543e-02
+2.65500e+03  +2.09390e-01  +1.67976e-02  +2.83178e-01  +2.34879e-02
+2.66500e+03  +2.06275e-01  +1.61830e-02  +2.78602e-01  +2.26547e-02
+2.67500e+03  +2.04521e-01  +1.65929e-02  +2.75875e-01  +2.30602e-02
+2.68500e+03  +2.02780e-01  +1.65666e-02  +2.73178e-01  +2.29492e-02
+2.69500e+03  +1.99986e-01  +1.61555e-02  +2.69072e-01  +2.23696e-02
+2.70500e+03  +1.98289e-01  +1.63009e-02  +2.66451e-01  +2.24872e-02
+2.71500e+03  +1.95760e-01  +1.58798e-02  +2.62725e-01  +2.19261e-02
+2.72500e+03  +1.93478e-01  +1.57380e-02  +2.59340e-01  +2.16810e-02
+2.73500e+03  +1.91871e-01  +1.63437e-02  +2.56871e-01  +2.23241e-02
+2.74500e+03  +1.89046e-01  +1.49849e-02  +2.52780e-01  +2.06719e-02
+2.75500e+03  +1.87186e-01  +1.50552e-02  +2.49992e-01  +2.06921e-02
+2.76500e+03  +1.85280e-01  +1.54697e-02  +2.47150e-01  +2.10865e-02
+2.77500e+03  +1.84161e-01  +1.60057e-02  +2.45365e-01  +2.16680e-02
+2.78500e+03  +1.82276e-01  +1.58750e-02  +2.42568e-01  +2.14190e-02
+2.79500e+03  +1.78502e-01  +1.42220e-02  +2.37267e-01  +1.93232e-02
+2.80500e+03  +1.77714e-01  +1.50408e-02  +2.35947e-01  +2.02532e-02
+2.81500e+03  +1.76997e-01  +1.60529e-02  +2.34725e-01  +2.14624e-02
+2.82500e+03  +1.74804e-01  +1.58922e-02  +2.31553e-01  +2.12312e-02
+2.83500e+03  +1.72298e-01  +1.54238e-02  +2.27975e-01  +2.05900e-02
+2.84500e+03  +1.70845e-01  +1.52814e-02  +2.25799e-01  +2.04098e-02
+2.85500e+03  +1.69175e-01  +1.53187e-02  +2.23343e-01  +2.03915e-02
+2.86500e+03  +1.67933e-01  +1.56946e-02  +2.21459e-01  +2.08116e-02
+2.87500e+03  +1.66029e-01  +1.54733e-02  +2.18708e-01  +2.04965e-02
+2.88500e+03  +1.64547e-01  +1.55761e-02  +2.16521e-01  +2.05554e-02
+2.89500e+03  +1.62983e-01  +1.55070e-02  +2.14231e-01  +2.04150e-02
+2.91000e+03  +1.61194e-01  +1.58429e-02  +2.11541e-01  +2.07408e-02
+2.93000e+03  +1.57621e-01  +1.54834e-02  +2.06418e-01  +2.02307e-02
+2.95000e+03  +1.54005e-01  +1.53030e-02  +2.01264e-01  +1.99241e-02
+2.97000e+03  +1.51349e-01  +1.53663e-02  +1.97389e-01  +1.99325e-02
+2.99000e+03  +1.48332e-01  +1.52766e-02  +1.93067e-01  +1.97449e-02
+3.01000e+03  +1.45443e-01  +1.53652e-02  +1.88932e-01  +1.97739e-02
+3.03000e+03  +1.42677e-01  +1.52976e-02  +1.84978e-01  +1.96266e-02
+3.05000e+03  +1.39717e-01  +1.51667e-02  +1.80793e-01  +1.94077e-02
+3.07000e+03  +1.37414e-01  +1.50264e-02  +1.77477e-01  +1.91638e-02
+3.09000e+03  +1.34629e-01  +1.50069e-02  +1.73556e-01  +1.90809e-02
+3.11000e+03  +1.32110e-01  +1.48331e-02  +1.69996e-01  +1.88126e-02
+3.13000e+03  +1.29510e-01  +1.47174e-02  +1.66349e-01  +1.86152e-02
+3.15000e+03  +1.27124e-01  +1.46637e-02  +1.62993e-01  +1.84975e-02
+3.17000e+03  +1.24605e-01  +1.45595e-02  +1.59483e-01  +1.83231e-02
+3.19000e+03  +1.21974e-01  +1.41845e-02  +1.55846e-01  +1.78152e-02
+3.21000e+03  +1.20118e-01  +1.43270e-02  +1.53212e-01  +1.79469e-02
+3.23000e+03  +1.17771e-01  +1.41866e-02  +1.49966e-01  +1.77222e-02
+3.25000e+03  +1.15576e-01  +1.41750e-02  +1.46926e-01  +1.76719e-02
+3.27000e+03  +1.13483e-01  +1.41730e-02  +1.44030e-01  +1.76298e-02
+3.29000e+03  +1.11435e-01  +1.40706e-02  +1.41202e-01  +1.74651e-02
+3.31000e+03  +1.09506e-01  +1.40133e-02  +1.38536e-01  +1.73567e-02
+3.33000e+03  +1.07451e-01  +1.38821e-02  +1.35723e-01  +1.71593e-02
+3.35000e+03  +1.05399e-01  +1.37230e-02  +1.32924e-01  +1.69285e-02
+3.37000e+03  +1.03540e-01  +1.36009e-02  +1.30381e-01  +1.67421e-02
+3.39000e+03  +1.01884e-01  +1.35269e-02  +1.28102e-01  +1.66169e-02
+3.41000e+03  +1.00542e-01  +1.35023e-02  +1.26226e-01  +1.65464e-02
+3.43000e+03  +9.81103e-02  +1.33339e-02  +1.22993e-01  +1.63151e-02
+3.45000e+03  +9.63171e-02  +1.32655e-02  +1.20570e-01  +1.62053e-02
+3.47000e+03  +9.47925e-02  +1.32063e-02  +1.18491e-01  +1.61142e-02
+3.49000e+03  +9.31918e-02  +1.31342e-02  +1.16326e-01  +1.60031e-02
+3.51000e+03  +9.16641e-02  +1.31388e-02  +1.14259e-01  +1.59827e-02
+3.53000e+03  +9.00526e-02  +1.30310e-02  +1.12096e-01  +1.58224e-02
+3.55000e+03  +8.85780e-02  +1.30117e-02  +1.10111e-01  +1.57787e-02
+3.57000e+03  +8.71026e-02  +1.28247e-02  +1.08132e-01  +1.55200e-02
+3.59000e+03  +8.54084e-02  +1.26934e-02  +1.05888e-01  +1.53355e-02
+3.61000e+03  +8.40079e-02  +1.26715e-02  +1.04015e-01  +1.52916e-02
+3.63000e+03  +8.25774e-02  +1.26012e-02  +1.02112e-01  +1.51888e-02
+3.64000e+03  +8.19313e-02  +1.26205e-02  +1.01248e-01  +1.52043e-02
+3.65000e+03  +8.65023e-02  +1.22379e-02  +1.06829e-01  +1.47479e-02
+3.67000e+03  +8.47815e-02  +1.17738e-02  +1.04572e-01  +1.42214e-02
+3.69000e+03  +8.29539e-02  +1.21619e-02  +1.02190e-01  +1.45176e-02
+3.71000e+03  +8.31377e-02  +1.53817e-02  +1.02290e-01  +1.80901e-02
+3.73000e+03  +8.18907e-02  +1.59487e-02  +1.00633e-01  +1.87098e-02
+3.75000e+03  +8.38619e-02  +1.97931e-02  +1.02932e-01  +2.32551e-02
+3.77000e+03  +8.30132e-02  +2.01426e-02  +1.01769e-01  +2.36759e-02
+3.79000e+03  +8.39732e-02  +2.23554e-02  +1.02825e-01  +2.63427e-02
+3.81000e+03  +8.51455e-02  +2.45716e-02  +1.04140e-01  +2.89838e-02
+3.83000e+03  +7.97022e-02  +2.03424e-02  +9.73708e-02  +2.38956e-02
+3.85000e+03  +8.40555e-02  +2.55757e-02  +1.02573e-01  +3.01575e-02
+3.87000e+03  +8.37937e-02  +2.64240e-02  +1.02139e-01  +3.11841e-02
+3.89000e+03  +7.54482e-02  +1.91692e-02  +9.18646e-02  +2.24364e-02
+3.91000e+03  +8.17661e-02  +2.62088e-02  +9.94483e-02  +3.08924e-02
+3.93000e+03  +8.00432e-02  +2.53779e-02  +9.72476e-02  +2.98644e-02
+3.95000e+03  +7.91899e-02  +2.56276e-02  +9.61080e-02  +3.01472e-02
+3.97000e+03  +7.03794e-02  +1.79031e-02  +8.53249e-02  +2.08647e-02
+3.99000e+03  +7.67061e-02  +2.51043e-02  +9.28979e-02  +2.94926e-02
+4.01000e+03  +7.62096e-02  +2.55480e-02  +9.22012e-02  +3.00355e-02
+4.03000e+03  +7.44087e-02  +2.48911e-02  +8.99303e-02  +2.92309e-02
+4.05000e+03  +7.40881e-02  +2.51155e-02  +8.94523e-02  +2.94814e-02
+4.07000e+03  +7.25595e-02  +2.45623e-02  +8.75192e-02  +2.87944e-02
+4.09000e+03  +6.94493e-02  +2.24668e-02  +8.36848e-02  +2.62543e-02
+4.11000e+03  +6.47660e-02  +1.84598e-02  +7.79652e-02  +2.15056e-02
+4.13000e+03  +6.89231e-02  +2.34773e-02  +8.28892e-02  +2.74504e-02
+4.15000e+03  +6.82989e-02  +2.36251e-02  +8.20598e-02  +2.76181e-02
+4.17000e+03  +6.74986e-02  +2.34394e-02  +8.10215e-02  +2.73834e-02
+4.19000e+03  +6.65961e-02  +2.32328e-02  +7.98633e-02  +2.71230e-02
+4.21000e+03  +6.56149e-02  +2.29967e-02  +7.86136e-02  +2.68288e-02
+4.23000e+03  +6.45799e-02  +2.26872e-02  +7.73025e-02  +2.64448e-02
+4.25000e+03  +6.35769e-02  +2.24514e-02  +7.60328e-02  +2.61539e-02
+4.27000e+03  +6.24124e-02  +2.20553e-02  +7.45731e-02  +2.56650e-02
+4.29000e+03  +6.16119e-02  +2.17961e-02  +7.35512e-02  +2.53443e-02
+4.31000e+03  +6.03509e-02  +2.11508e-02  +7.19823e-02  +2.45585e-02
+4.33000e+03  +5.73915e-02  +1.90266e-02  +6.83929e-02  +2.20334e-02
+4.35000e+03  +5.44930e-02  +1.67285e-02  +6.48828e-02  +1.93443e-02
+4.37000e+03  +5.79553e-02  +2.08538e-02  +6.89464e-02  +2.41851e-02
+4.39000e+03  +5.69914e-02  +2.04989e-02  +6.77423e-02  +2.37557e-02
+4.41000e+03  +5.65108e-02  +2.05637e-02  +6.71149e-02  +2.38230e-02
+4.43000e+03  +5.57524e-02  +2.04482e-02  +6.61593e-02  +2.36785e-02
+4.45000e+03  +5.50624e-02  +2.02945e-02  +6.52869e-02  +2.34882e-02
+4.47000e+03  +5.36171e-02  +1.97376e-02  +6.35216e-02  +2.28232e-02
+4.49000e+03  +5.34085e-02  +1.98170e-02  +6.32236e-02  +2.29120e-02
+4.51000e+03  +5.28951e-02  +1.98870e-02  +6.25660e-02  +2.29908e-02
+4.53000e+03  +5.19972e-02  +1.94905e-02  +6.14555e-02  +2.25059e-02
+4.55000e+03  +5.11986e-02  +1.92500e-02  +6.04644e-02  +2.22170e-02
+4.57000e+03  +5.06814e-02  +1.92697e-02  +5.98073e-02  +2.22340e-02
+4.59000e+03  +4.98782e-02  +1.89563e-02  +5.88144e-02  +2.18541e-02
+4.61000e+03  +4.93801e-02  +1.88977e-02  +5.81829e-02  +2.17765e-02
+4.63000e+03  +4.90482e-02  +1.86037e-02  +5.77484e-02  +2.14179e-02
+4.65000e+03  +4.83931e-02  +1.84974e-02  +5.69347e-02  +2.12844e-02
+4.67000e+03  +4.78364e-02  +1.83293e-02  +5.62383e-02  +2.10832e-02
+4.69000e+03  +4.69716e-02  +1.81151e-02  +5.51812e-02  +2.08255e-02
+4.71000e+03  +4.58764e-02  +1.77198e-02  +5.38556e-02  +2.03548e-02
+4.73000e+03  +4.53818e-02  +1.77596e-02  +5.32368e-02  +2.03958e-02
+4.75000e+03  +4.47336e-02  +1.76273e-02  +5.24392e-02  +2.02355e-02
+4.77000e+03  +4.42158e-02  +1.74742e-02  +5.17957e-02  +2.00495e-02
+4.79000e+03  +4.35958e-02  +1.72703e-02  +5.10339e-02  +1.98034e-02
+4.81000e+03  +4.29434e-02  +1.70539e-02  +5.02354e-02  +1.95429e-02
+4.83000e+03  +4.22591e-02  +1.67663e-02  +4.94011e-02  +1.92008e-02
+4.85000e+03  +4.03312e-02  +1.51555e-02  +4.71154e-02  +1.73169e-02
+4.87000e+03  +3.78640e-02  +1.29191e-02  +4.42034e-02  +1.47431e-02
+4.89000e+03  +4.05099e-02  +1.61602e-02  +4.72608e-02  +1.84735e-02
+4.91000e+03  +4.01621e-02  +1.62026e-02  +4.68242e-02  +1.85184e-02
+4.93000e+03  +3.93546e-02  +1.58613e-02  +4.58528e-02  +1.81158e-02
+4.95000e+03  +3.91932e-02  +1.59952e-02  +4.56350e-02  +1.82683e-02
+4.97000e+03  +3.87058e-02  +1.58565e-02  +4.50386e-02  +1.81003e-02
+4.99000e+03  +3.81044e-02  +1.55669e-02  +4.43106e-02  +1.77543e-02
+5.01000e+03  +3.73101e-02  +1.51974e-02  +4.33594e-02  +1.73185e-02
+5.03000e+03  +3.71216e-02  +1.52861e-02  +4.31134e-02  +1.74177e-02
+5.05000e+03  +3.64949e-02  +1.50326e-02  +4.23593e-02  +1.71190e-02
+5.07000e+03  +3.62360e-02  +1.50699e-02  +4.20329e-02  +1.71585e-02
+5.09000e+03  +3.57008e-02  +1.48360e-02  +4.13868e-02  +1.68790e-02
+5.11000e+03  +3.52659e-02  +1.47184e-02  +4.08579e-02  +1.67389e-02
+5.13000e+03  +3.47555e-02  +1.45179e-02  +4.02425e-02  +1.64997e-02
+5.15000e+03  +3.42685e-02  +1.43245e-02  +3.96550e-02  +1.62702e-02
+5.17000e+03  +3.38047e-02  +1.41132e-02  +3.90952e-02  +1.60208e-02
+5.19000e+03  +3.34344e-02  +1.40479e-02  +3.86444e-02  +1.59424e-02
+5.21000e+03  +3.30280e-02  +1.39513e-02  +3.81525e-02  +1.58269e-02
+5.23000e+03  +3.27143e-02  +1.38974e-02  +3.77685e-02  +1.57647e-02
+5.25000e+03  +3.23726e-02  +1.38533e-02  +3.73527e-02  +1.57105e-02
+5.27000e+03  +3.18219e-02  +1.35286e-02  +3.66965e-02  +1.53273e-02
+5.29000e+03  +3.16199e-02  +1.36375e-02  +3.64431e-02  +1.54541e-02
+5.31000e+03  +3.12718e-02  +1.35706e-02  +3.60218e-02  +1.53761e-02
+5.33000e+03  +3.07612e-02  +1.32961e-02  +3.54142e-02  +1.50502e-02
+5.35000e+03  +3.05025e-02  +1.33349e-02  +3.50972e-02  +1.50951e-02
+5.37000e+03  +3.01500e-02  +1.32089e-02  +3.46727e-02  +1.49463e-02
+5.39000e+03  +2.97498e-02  +1.30421e-02  +3.41941e-02  +1.47486e-02
+5.41000e+03  +2.93663e-02  +1.29038e-02  +3.37352e-02  +1.45858e-02
+5.43000e+03  +2.90415e-02  +1.27940e-02  +3.33445e-02  +1.44563e-02
+5.45000e+03  +2.87621e-02  +1.27831e-02  +3.30064e-02  +1.44421e-02
+5.47000e+03  +2.83884e-02  +1.26327e-02  +3.25606e-02  +1.42642e-02
+5.49000e+03  +2.80521e-02  +1.25296e-02  +3.21581e-02  +1.41423e-02
+5.51000e+03  +2.77098e-02  +1.24141e-02  +3.17495e-02  +1.40063e-02
+5.53000e+03  +2.74257e-02  +1.23590e-02  +3.14080e-02  +1.39415e-02
+5.55000e+03  +2.71356e-02  +1.22967e-02  +3.10601e-02  +1.38673e-02
+5.57000e+03  +2.68100e-02  +1.21509e-02  +3.06720e-02  +1.36962e-02
+5.59000e+03  +2.64806e-02  +1.20186e-02  +3.02801e-02  +1.35402e-02
+5.61000e+03  +2.62326e-02  +1.19836e-02  +2.99817e-02  +1.34990e-02
+5.63000e+03  +2.59087e-02  +1.18845e-02  +2.95970e-02  +1.33818e-02
+5.65000e+03  +2.55894e-02  +1.17868e-02  +2.92182e-02  +1.32674e-02
+5.67000e+03  +2.52637e-02  +1.16461e-02  +2.88324e-02  +1.31023e-02
+5.69000e+03  +2.50511e-02  +1.16166e-02  +2.85761e-02  +1.30672e-02
+5.71000e+03  +2.46719e-02  +1.14499e-02  +2.81301e-02  +1.28719e-02
+5.73000e+03  +2.45087e-02  +1.15069e-02  +2.79309e-02  +1.29378e-02
+5.75000e+03  +2.41902e-02  +1.13568e-02  +2.75550e-02  +1.27617e-02
+5.77000e+03  +2.40688e-02  +1.12946e-02  +2.74040e-02  +1.26880e-02
+5.79000e+03  +2.40640e-02  +1.11314e-02  +2.73859e-02  +1.24945e-02
+5.81000e+03  +2.40335e-02  +1.11154e-02  +2.73388e-02  +1.24749e-02
+5.83000e+03  +2.36886e-02  +1.10814e-02  +2.69342e-02  +1.24358e-02
+5.85000e+03  +2.32008e-02  +1.09400e-02  +2.63677e-02  +1.22719e-02
+5.87000e+03  +2.26101e-02  +1.07371e-02  +2.56849e-02  +1.20413e-02
+5.89000e+03  +2.23408e-02  +1.05858e-02  +2.53677e-02  +1.18599e-02
+5.91000e+03  +2.22481e-02  +1.06818e-02  +2.52513e-02  +1.19715e-02
+5.93000e+03  +2.20045e-02  +1.06136e-02  +2.49639e-02  +1.18917e-02
+5.95000e+03  +2.17437e-02  +1.05243e-02  +2.46573e-02  +1.17874e-02
+5.97000e+03  +2.15641e-02  +1.04915e-02  +2.44431e-02  +1.17489e-02
+5.99000e+03  +2.12877e-02  +1.03678e-02  +2.41195e-02  +1.16048e-02
+6.01000e+03  +2.10520e-02  +1.02683e-02  +2.38424e-02  +1.14888e-02
+6.03000e+03  +2.08671e-02  +1.02399e-02  +2.36230e-02  +1.14555e-02
+6.05000e+03  +2.06691e-02  +1.01997e-02  +2.33890e-02  +1.14081e-02
+6.07000e+03  +2.04479e-02  +1.01097e-02  +2.31291e-02  +1.13034e-02
+6.09000e+03  +2.01813e-02  +9.97474e-03  +2.28181e-02  +1.11465e-02
+6.11000e+03  +1.99818e-02  +9.90943e-03  +2.25833e-02  +1.10706e-02
+6.13000e+03  +1.96959e-02  +9.73837e-03  +2.22512e-02  +1.08724e-02
+6.15000e+03  +1.95169e-02  +9.71499e-03  +2.20400e-02  +1.08452e-02
+6.17000e+03  +1.92881e-02  +9.60399e-03  +2.17728e-02  +1.07162e-02
+6.19000e+03  +1.91722e-02  +9.63108e-03  +2.16335e-02  +1.07468e-02
+6.21000e+03  +1.89616e-02  +9.55085e-03  +2.13873e-02  +1.06534e-02
+6.23000e+03  +1.87202e-02  +9.42398e-03  +2.11068e-02  +1.05068e-02
+6.25000e+03  +1.84566e-02  +9.26694e-03  +2.08015e-02  +1.03260e-02
+6.27000e+03  +1.83537e-02  +9.31757e-03  +2.06775e-02  +1.03826e-02
+6.29000e+03  +1.82025e-02  +9.28153e-03  +2.04993e-02  +1.03409e-02
+6.31000e+03  +1.79774e-02  +9.16392e-03  +2.02380e-02  +1.02053e-02
+6.33000e+03  +1.78312e-02  +9.14087e-03  +2.00658e-02  +1.01780e-02
+6.35000e+03  +1.76268e-02  +9.06388e-03  +1.98283e-02  +1.00899e-02
+6.37000e+03  +1.74552e-02  +9.00437e-03  +1.96279e-02  +1.00205e-02
+6.39000e+03  +1.73210e-02  +8.97786e-03  +1.94698e-02  +9.98892e-03
+6.41000e+03  +1.71216e-02  +8.87551e-03  +1.92385e-02  +9.87129e-03
+6.43000e+03  +1.69685e-02  +8.83454e-03  +1.90595e-02  +9.82342e-03
+6.45000e+03  +1.67984e-02  +8.77603e-03  +1.88616e-02  +9.75590e-03
+6.47000e+03  +1.66380e-02  +8.71667e-03  +1.86747e-02  +9.68713e-03
+6.49000e+03  +1.64270e-02  +8.59065e-03  +1.84313e-02  +9.54264e-03
+6.51000e+03  +1.63103e-02  +8.59471e-03  +1.82938e-02  +9.54665e-03
+6.53000e+03  +1.61231e-02  +8.50591e-03  +1.80774e-02  +9.44537e-03
+6.55000e+03  +1.56565e-02  +8.04808e-03  +1.75480e-02  +8.93265e-03
+6.57000e+03  +1.46526e-02  +6.99964e-03  +1.64171e-02  +7.77102e-03
+6.59000e+03  +1.55980e-02  +8.24741e-03  +1.74703e-02  +9.15028e-03
+6.61000e+03  +1.55444e-02  +8.31454e-03  +1.74043e-02  +9.22351e-03
+6.63000e+03  +1.54099e-02  +8.29033e-03  +1.72477e-02  +9.19458e-03
+6.65000e+03  +1.52693e-02  +8.24236e-03  +1.70845e-02  +9.13914e-03
+6.67000e+03  +1.50588e-02  +8.13390e-03  +1.68433e-02  +9.01547e-03
+6.69000e+03  +1.49591e-02  +8.13940e-03  +1.67262e-02  +9.02086e-03
+6.71000e+03  +1.48124e-02  +8.04237e-03  +1.65565e-02  +8.90888e-03
+6.73000e+03  +1.47259e-02  +8.05613e-03  +1.64544e-02  +8.92400e-03
+6.75000e+03  +1.45601e-02  +7.96674e-03  +1.62637e-02  +8.82162e-03
+6.77000e+03  +1.44382e-02  +7.93412e-03  +1.61224e-02  +8.78386e-03
+6.79000e+03  +1.42820e-02  +7.87135e-03  +1.59427e-02  +8.71173e-03
+6.81000e+03  +1.41566e-02  +7.82539e-03  +1.57976e-02  +8.65900e-03
+6.83000e+03  +1.40403e-02  +7.79838e-03  +1.56627e-02  +8.62769e-03
+6.85000e+03  +1.38732e-02  +7.70105e-03  +1.54714e-02  +8.51653e-03
+6.87000e+03  +1.37703e-02  +7.67900e-03  +1.53517e-02  +8.49086e-03
+6.89000e+03  +1.36693e-02  +7.66659e-03  +1.52344e-02  +8.47616e-03
+6.91000e+03  +1.35363e-02  +7.60242e-03  +1.50814e-02  +8.40277e-03
+6.93000e+03  +1.33927e-02  +7.53735e-03  +1.49168e-02  +8.32823e-03
+6.95000e+03  +1.32545e-02  +7.46781e-03  +1.47582e-02  +8.24883e-03
+6.97000e+03  +1.31553e-02  +7.44770e-03  +1.46432e-02  +8.22543e-03
+6.99000e+03  +1.30201e-02  +7.37924e-03  +1.44884e-02  +8.14718e-03
+7.01000e+03  +1.28841e-02  +7.29783e-03  +1.43327e-02  +8.05450e-03
+7.03000e+03  +1.28068e-02  +7.29339e-03  +1.42423e-02  +8.04878e-03
+7.05000e+03  +1.27159e-02  +7.27331e-03  +1.41370e-02  +8.02561e-03
+7.07000e+03  +1.25185e-02  +7.16292e-03  +1.39133e-02  +7.90092e-03
+7.09000e+03  +1.24519e-02  +7.13205e-03  +1.38353e-02  +7.86460e-03
+7.11000e+03  +1.22981e-02  +7.05391e-03  +1.36603e-02  +7.77557e-03
+7.13000e+03  +1.21673e-02  +6.98756e-03  +1.35111e-02  +7.70000e-03
+7.15000e+03  +1.20652e-02  +6.95544e-03  +1.33938e-02  +7.66314e-03
+7.17000e+03  +1.19799e-02  +6.94603e-03  +1.32952e-02  +7.65187e-03
+7.19000e+03  +1.18397e-02  +6.84583e-03  +1.31359e-02  +7.53849e-03
+7.21000e+03  +1.17700e-02  +6.85091e-03  +1.30548e-02  +7.54359e-03
+7.23000e+03  +1.16761e-02  +6.84481e-03  +1.29470e-02  +7.53623e-03
+7.25000e+03  +1.15891e-02  +6.81206e-03  +1.28468e-02  +7.49856e-03
+7.27000e+03  +1.14921e-02  +6.77302e-03  +1.27357e-02  +7.45400e-03
+7.29000e+03  +1.13383e-02  +6.68153e-03  +1.25618e-02  +7.35088e-03
+7.31000e+03  +1.12863e-02  +6.68039e-03  +1.25007e-02  +7.34871e-03
+7.33000e+03  +1.11955e-02  +6.64992e-03  +1.23966e-02  +7.31378e-03
+7.35000e+03  +1.10980e-02  +6.61037e-03  +1.22853e-02  +7.26862e-03
+7.37000e+03  +1.10436e-02  +6.61638e-03  +1.22217e-02  +7.27488e-03
+7.39000e+03  +1.09222e-02  +6.53961e-03  +1.20841e-02  +7.18809e-03
+7.41000e+03  +1.08133e-02  +6.46867e-03  +1.19603e-02  +7.10814e-03
+7.43000e+03  +1.07462e-02  +6.47417e-03  +1.18830e-02  +7.11350e-03
+7.45000e+03  +1.06632e-02  +6.45047e-03  +1.17881e-02  +7.08623e-03
+7.47000e+03  +1.05726e-02  +6.41556e-03  +1.16848e-02  +7.04646e-03
+7.49000e+03  +1.04782e-02  +6.36941e-03  +1.15774e-02  +6.99408e-03
+7.51000e+03  +1.04139e-02  +6.35848e-03  +1.15033e-02  +6.98139e-03
+7.53000e+03  +1.03427e-02  +6.34154e-03  +1.14217e-02  +6.96176e-03
+7.55000e+03  +1.02699e-02  +6.32319e-03  +1.13384e-02  +6.94054e-03
+7.57000e+03  +1.01787e-02  +6.27370e-03  +1.12347e-02  +6.88455e-03
+7.59000e+03  +1.00846e-02  +6.22738e-03  +1.11280e-02  +6.83206e-03
+7.61000e+03  +1.00110e-02  +6.20035e-03  +1.10440e-02  +6.80121e-03
+7.63000e+03  +9.93154e-03  +6.17361e-03  +1.09536e-02  +6.77065e-03
+7.65000e+03  +9.85193e-03  +6.14646e-03  +1.08630e-02  +6.73965e-03
+7.67000e+03  +9.73395e-03  +6.05046e-03  +1.07302e-02  +6.63178e-03
+7.69000e+03  +9.71212e-03  +6.08122e-03  +1.07035e-02  +6.66538e-03
+7.71000e+03  +9.61136e-03  +5.99803e-03  +1.05898e-02  +6.57202e-03
+7.73000e+03  +9.54432e-03  +5.98463e-03  +1.05133e-02  +6.55627e-03
+7.75000e+03  +9.45250e-03  +5.94085e-03  +1.04096e-02  +6.50690e-03
