### Alberto Saldana-Lopez (UniGE)
# 2023/01/27 13:50:26
#
# --------------------------------------------------------------------------------
#    CDFS017345 - stellar continuum SED (full) - ficus.py
# --------------------------------------------------------------------------------
# 
### inputs ### 
# spec_name   --> CDFS017345
# z_spec      --> 3.6052
# plot_mode   --> yes
# ssp_models  --> sb99
# Zarray      --> ['001', '004', '008', '02']
# att_law     --> r16
# wave_range  --> [1200. 1920.]
# wave_norm   --> [1350. 1370.]
# r_obs       --> 600.0
# nsim        --> 100
# 
### outputs ### 
# norm_factor --> 6.972483143908366e-19
# arrays      --> wave(A), Flux.MOD, Flux.MODerr, Flux.INT, Flux.INTerr 
# 
# 
# wave(A)     Flux.MOD      Flux.MODerr   Flux.INT      Flux.INTerr 
+7.77000e+03  +9.37092e-03  +5.92273e-03  +1.03173e-02  +6.48671e-03
+7.79000e+03  +9.31857e-03  +5.91895e-03  +1.02572e-02  +6.48137e-03
+7.81000e+03  +9.24244e-03  +5.89534e-03  +1.01709e-02  +6.45433e-03
+7.83000e+03  +9.15685e-03  +5.84340e-03  +1.00743e-02  +6.39590e-03
+7.85000e+03  +9.06875e-03  +5.79622e-03  +9.97498e-03  +6.34266e-03
+7.87000e+03  +9.00756e-03  +5.78300e-03  +9.90531e-03  +6.32746e-03
+7.89000e+03  +8.89243e-03  +5.69920e-03  +9.77640e-03  +6.23347e-03
+7.91000e+03  +8.79941e-03  +5.63175e-03  +9.67186e-03  +6.15771e-03
+7.93000e+03  +8.73981e-03  +5.61007e-03  +9.60411e-03  +6.13315e-03
+7.95000e+03  +8.64432e-03  +5.55058e-03  +9.49696e-03  +6.06630e-03
+7.97000e+03  +8.63603e-03  +5.59897e-03  +9.48566e-03  +6.11961e-03
+7.99000e+03  +8.55960e-03  +5.55903e-03  +9.39954e-03  +6.07467e-03
+8.01000e+03  +8.52647e-03  +5.56119e-03  +9.36102e-03  +6.07673e-03
+8.03000e+03  +8.46421e-03  +5.53886e-03  +9.29055e-03  +6.05128e-03
+8.05000e+03  +8.39199e-03  +5.49648e-03  +9.20919e-03  +6.00372e-03
+8.07000e+03  +8.32371e-03  +5.46621e-03  +9.13221e-03  +5.96939e-03
+8.09000e+03  +8.23649e-03  +5.40677e-03  +9.03449e-03  +5.90292e-03
+8.11000e+03  +8.17798e-03  +5.38973e-03  +8.96831e-03  +5.88335e-03
+8.13000e+03  +8.13805e-03  +5.38589e-03  +8.92253e-03  +5.87856e-03
+8.15000e+03  +8.07431e-03  +5.35960e-03  +8.85070e-03  +5.84887e-03
+8.17000e+03  +8.02211e-03  +5.33757e-03  +8.79155e-03  +5.82389e-03
+8.19000e+03  +7.93625e-03  +5.27273e-03  +8.69555e-03  +5.75160e-03
+8.21000e+03  +7.92861e-03  +5.24398e-03  +8.68530e-03  +5.71904e-03
+8.23000e+03  +7.89198e-03  +5.24106e-03  +8.64331e-03  +5.71531e-03
+8.25000e+03  +7.84440e-03  +5.22785e-03  +8.58935e-03  +5.70006e-03
+8.27000e+03  +7.79624e-03  +5.22065e-03  +8.53479e-03  +5.69192e-03
+8.29000e+03  +7.72835e-03  +5.16772e-03  +8.45867e-03  +5.63340e-03
+8.31000e+03  +7.62637e-03  +5.07259e-03  +8.34528e-03  +5.52837e-03
+8.33000e+03  +7.55540e-03  +5.02016e-03  +8.26589e-03  +5.47057e-03
+8.35000e+03  +7.50181e-03  +5.02143e-03  +8.20553e-03  +5.47077e-03
+8.37000e+03  +7.43766e-03  +4.97214e-03  +8.13367e-03  +5.41694e-03
+8.39000e+03  +7.35342e-03  +4.91228e-03  +8.03987e-03  +5.34900e-03
+8.41000e+03  +7.35070e-03  +4.97128e-03  +8.03524e-03  +5.41316e-03
+8.43000e+03  +7.29054e-03  +4.96356e-03  +7.96784e-03  +5.40141e-03
+8.45000e+03  +7.26103e-03  +4.98752e-03  +7.93397e-03  +5.42695e-03
+8.47000e+03  +7.15037e-03  +4.84190e-03  +7.81147e-03  +5.26946e-03
+8.49000e+03  +7.22252e-03  +5.04939e-03  +7.88870e-03  +5.49003e-03
+8.51000e+03  +6.97455e-03  +4.68792e-03  +7.61632e-03  +5.09836e-03
+8.53000e+03  +7.14911e-03  +5.05104e-03  +7.80538e-03  +5.48933e-03
+8.55000e+03  +6.68313e-03  +4.35670e-03  +7.29517e-03  +4.73392e-03
+8.57000e+03  +7.13735e-03  +5.11650e-03  +7.78944e-03  +5.55938e-03
+8.59000e+03  +6.90485e-03  +4.86089e-03  +7.53422e-03  +5.28234e-03
+8.61000e+03  +6.83316e-03  +4.78134e-03  +7.45453e-03  +5.19592e-03
+8.63000e+03  +7.02468e-03  +5.08395e-03  +7.66197e-03  +5.52149e-03
+8.65000e+03  +6.88668e-03  +4.96277e-03  +7.50998e-03  +5.38906e-03
+8.67000e+03  +6.36831e-03  +4.23865e-03  +6.94335e-03  +4.60166e-03
+8.69000e+03  +6.81788e-03  +4.92732e-03  +7.43208e-03  +5.34799e-03
+8.71000e+03  +6.86291e-03  +5.01722e-03  +7.47975e-03  +5.44572e-03
+8.73000e+03  +6.75220e-03  +4.93967e-03  +7.35768e-03  +5.36079e-03
+8.75000e+03  +6.35494e-03  +4.45592e-03  +6.92348e-03  +4.83834e-03
+8.77000e+03  +6.61504e-03  +4.84035e-03  +7.20549e-03  +5.25164e-03
+8.79000e+03  +6.68621e-03  +4.93580e-03  +7.28165e-03  +5.35428e-03
+8.81000e+03  +6.62672e-03  +4.88794e-03  +7.21551e-03  +5.30112e-03
+8.83000e+03  +6.57444e-03  +4.85842e-03  +7.15725e-03  +5.26849e-03
+8.85000e+03  +6.39319e-03  +4.70087e-03  +6.95864e-03  +5.09744e-03
+8.87000e+03  +6.09433e-03  +4.34247e-03  +6.63213e-03  +4.71046e-03
+8.89000e+03  +6.42716e-03  +4.78545e-03  +6.99305e-03  +5.18738e-03
+8.91000e+03  +6.44318e-03  +4.82752e-03  +7.00920e-03  +5.23260e-03
+8.93000e+03  +6.38275e-03  +4.78200e-03  +6.94219e-03  +5.18202e-03
+8.95000e+03  +6.34133e-03  +4.75632e-03  +6.89590e-03  +5.15330e-03
+8.97000e+03  +6.29821e-03  +4.73774e-03  +6.84778e-03  +5.13257e-03
+8.99000e+03  +6.20568e-03  +4.67385e-03  +6.74596e-03  +5.06262e-03
+9.01000e+03  +5.81264e-03  +4.21995e-03  +6.31758e-03  +4.57191e-03
+9.03000e+03  +5.96735e-03  +4.44504e-03  +6.48457e-03  +4.81391e-03
+9.05000e+03  +6.12564e-03  +4.65290e-03  +6.65541e-03  +5.03811e-03
+9.07000e+03  +6.08586e-03  +4.63124e-03  +6.61103e-03  +5.01392e-03
+9.09000e+03  +6.02000e-03  +4.55749e-03  +6.53834e-03  +4.93268e-03
+9.11000e+03  +6.01021e-03  +4.58078e-03  +6.52658e-03  +4.95748e-03
+9.13000e+03  +5.98947e-03  +4.58388e-03  +6.50292e-03  +4.96045e-03
+9.15000e+03  +5.94514e-03  +4.55936e-03  +6.45368e-03  +4.93310e-03
+9.17000e+03  +5.89718e-03  +4.53123e-03  +6.40051e-03  +4.90196e-03
+9.19000e+03  +5.85774e-03  +4.51194e-03  +6.35662e-03  +4.88062e-03
+9.21000e+03  +5.71144e-03  +4.37888e-03  +6.19681e-03  +4.73555e-03
+9.23000e+03  +5.37163e-03  +3.99636e-03  +5.82713e-03  +4.32418e-03
+9.25000e+03  +5.62121e-03  +4.30911e-03  +6.09684e-03  +4.65884e-03
+9.27000e+03  +5.66822e-03  +4.38031e-03  +6.14680e-03  +4.73526e-03
+9.29000e+03  +5.66300e-03  +4.39454e-03  +6.14012e-03  +4.74992e-03
+9.31000e+03  +5.64257e-03  +4.39660e-03  +6.11695e-03  +4.75182e-03
+9.33000e+03  +5.61007e-03  +4.37460e-03  +6.08071e-03  +4.72731e-03
+9.35000e+03  +5.56958e-03  +4.34899e-03  +6.03583e-03  +4.69895e-03
+9.37000e+03  +5.51533e-03  +4.29853e-03  +5.97605e-03  +4.64338e-03
+9.39000e+03  +5.49951e-03  +4.31006e-03  +5.95794e-03  +4.65562e-03
+9.41000e+03  +5.43039e-03  +4.24204e-03  +5.88210e-03  +4.58114e-03
+9.43000e+03  +5.42819e-03  +4.27397e-03  +5.87876e-03  +4.61543e-03
+9.45000e+03  +5.37042e-03  +4.22536e-03  +5.81526e-03  +4.56191e-03
+9.47000e+03  +5.34715e-03  +4.22927e-03  +5.78913e-03  +4.56591e-03
+9.49000e+03  +5.31618e-03  +4.20982e-03  +5.75469e-03  +4.54429e-03
+9.51000e+03  +5.24978e-03  +4.16335e-03  +5.68190e-03  +4.49344e-03
+9.53000e+03  +5.13392e-03  +4.05957e-03  +5.55563e-03  +4.38091e-03
+9.55000e+03  +4.82958e-03  +3.71368e-03  +5.22547e-03  +4.00898e-03
+9.57000e+03  +5.08702e-03  +4.02855e-03  +5.50314e-03  +4.34588e-03
+9.59000e+03  +5.13513e-03  +4.10047e-03  +5.55433e-03  +4.42329e-03
+9.61000e+03  +5.09500e-03  +4.07037e-03  +5.51006e-03  +4.39000e-03
+9.63000e+03  +5.06446e-03  +4.05529e-03  +5.47619e-03  +4.37329e-03
+9.65000e+03  +5.02660e-03  +4.01622e-03  +5.43441e-03  +4.33020e-03
+9.67000e+03  +4.99683e-03  +3.99812e-03  +5.40139e-03  +4.31016e-03
+9.69000e+03  +4.98496e-03  +4.00882e-03  +5.38774e-03  +4.32141e-03
+9.71000e+03  +4.94577e-03  +3.98186e-03  +5.34457e-03  +4.29172e-03
+9.73000e+03  +4.91024e-03  +3.95559e-03  +5.30537e-03  +4.26269e-03
+9.75000e+03  +4.87780e-03  +3.93461e-03  +5.26952e-03  +4.23954e-03
+9.77000e+03  +4.85178e-03  +3.92613e-03  +5.24063e-03  +4.22996e-03
+9.79000e+03  +4.80187e-03  +3.88292e-03  +5.18594e-03  +4.18255e-03
+9.81000e+03  +4.80369e-03  +3.91016e-03  +5.18713e-03  +4.21195e-03
+9.83000e+03  +4.76587e-03  +3.88517e-03  +5.14553e-03  +4.18436e-03
+9.85000e+03  +4.74440e-03  +3.87749e-03  +5.12160e-03  +4.17572e-03
+9.87000e+03  +4.70856e-03  +3.84957e-03  +5.08216e-03  +4.14502e-03
+9.89000e+03  +4.67849e-03  +3.83098e-03  +5.04896e-03  +4.12452e-03
+9.91000e+03  +4.64862e-03  +3.81573e-03  +5.01599e-03  +4.10756e-03
+9.93000e+03  +4.62342e-03  +3.80245e-03  +4.98808e-03  +4.09279e-03
+9.95000e+03  +4.59504e-03  +3.78658e-03  +4.95674e-03  +4.07521e-03
+9.97000e+03  +4.56823e-03  +3.77170e-03  +4.92712e-03  +4.05874e-03
+9.99000e+03  +4.53454e-03  +3.74746e-03  +4.89007e-03  +4.03210e-03
+1.00250e+04  +4.39725e-03  +3.62348e-03  +4.74084e-03  +3.89790e-03
+1.00750e+04  +4.29611e-03  +3.52616e-03  +4.63017e-03  +3.79225e-03
+1.01250e+04  +4.35455e-03  +3.61710e-03  +4.69150e-03  +3.88849e-03
+1.01750e+04  +4.28492e-03  +3.57305e-03  +4.61489e-03  +3.83986e-03
+1.02250e+04  +4.22095e-03  +3.54525e-03  +4.54444e-03  +3.80897e-03
+1.02750e+04  +4.16311e-03  +3.51803e-03  +4.48064e-03  +3.77870e-03
+1.03250e+04  +4.08025e-03  +3.45349e-03  +4.39000e-03  +3.70808e-03
+1.03750e+04  +4.02206e-03  +3.41742e-03  +4.32595e-03  +3.66826e-03
+1.04250e+04  +3.97316e-03  +3.39552e-03  +4.27196e-03  +3.64384e-03
+1.04750e+04  +3.90930e-03  +3.34949e-03  +4.20192e-03  +3.59336e-03
+1.05250e+04  +3.86071e-03  +3.32512e-03  +4.14836e-03  +3.56629e-03
+1.05750e+04  +3.79753e-03  +3.27891e-03  +4.07917e-03  +3.51565e-03
+1.06250e+04  +3.74310e-03  +3.24455e-03  +4.01943e-03  +3.47788e-03
+1.06750e+04  +3.67081e-03  +3.18490e-03  +3.94058e-03  +3.41282e-03
+1.07250e+04  +3.62845e-03  +3.16608e-03  +3.89390e-03  +3.39181e-03
+1.07750e+04  +3.57522e-03  +3.12562e-03  +3.83560e-03  +3.34749e-03
+1.08250e+04  +3.51285e-03  +3.07423e-03  +3.76754e-03  +3.29154e-03
+1.08750e+04  +3.46951e-03  +3.05001e-03  +3.71994e-03  +3.26474e-03
+1.09250e+04  +3.31677e-03  +2.91390e-03  +3.55512e-03  +3.11894e-03
+1.09750e+04  +3.34449e-03  +2.96161e-03  +3.58377e-03  +3.16852e-03
+1.10250e+04  +3.33571e-03  +2.97863e-03  +3.57332e-03  +3.18599e-03
+1.10750e+04  +3.29776e-03  +2.95627e-03  +3.53165e-03  +3.16129e-03
+1.11250e+04  +3.25023e-03  +2.92261e-03  +3.47975e-03  +3.12448e-03
+1.11750e+04  +3.20097e-03  +2.88506e-03  +3.42604e-03  +3.08348e-03
+1.12250e+04  +3.16360e-03  +2.86536e-03  +3.38509e-03  +3.06173e-03
+1.12750e+04  +3.10885e-03  +2.81885e-03  +3.32558e-03  +3.01117e-03
+1.13250e+04  +3.06792e-03  +2.79312e-03  +3.28089e-03  +2.98296e-03
+1.13750e+04  +3.02611e-03  +2.76332e-03  +3.23530e-03  +2.95038e-03
+1.14250e+04  +2.98166e-03  +2.72696e-03  +3.18691e-03  +2.91081e-03
+1.14750e+04  +2.95699e-03  +2.72314e-03  +3.15969e-03  +2.90619e-03
+1.15250e+04  +2.92138e-03  +2.69975e-03  +3.12081e-03  +2.88058e-03
+1.15750e+04  +2.87776e-03  +2.66177e-03  +3.07340e-03  +2.83929e-03
+1.16250e+04  +2.83252e-03  +2.61877e-03  +3.02429e-03  +2.79270e-03
+1.16750e+04  +2.79995e-03  +2.60250e-03  +2.98874e-03  +2.77475e-03
+1.17250e+04  +2.77449e-03  +2.59646e-03  +2.96081e-03  +2.76779e-03
+1.17750e+04  +2.72367e-03  +2.55087e-03  +2.90583e-03  +2.71845e-03
+1.18250e+04  +2.69168e-03  +2.52786e-03  +2.87098e-03  +2.69331e-03
+1.18750e+04  +2.65164e-03  +2.48727e-03  +2.82757e-03  +2.64935e-03
+1.19250e+04  +2.63983e-03  +2.49727e-03  +2.81427e-03  +2.65962e-03
+1.19750e+04  +2.57268e-03  +2.43069e-03  +2.74202e-03  +2.58787e-03
+1.20250e+04  +2.56393e-03  +2.44196e-03  +2.73203e-03  +2.59953e-03
+1.20750e+04  +2.52521e-03  +2.41008e-03  +2.69011e-03  +2.56498e-03
+1.21250e+04  +2.49743e-03  +2.39512e-03  +2.65988e-03  +2.54854e-03
+1.21750e+04  +2.47315e-03  +2.38236e-03  +2.63340e-03  +2.53448e-03
+1.22250e+04  +2.44061e-03  +2.35730e-03  +2.59814e-03  +2.50726e-03
+1.22750e+04  +2.40965e-03  +2.33281e-03  +2.56458e-03  +2.48069e-03
+1.23250e+04  +2.37979e-03  +2.31179e-03  +2.53222e-03  +2.45780e-03
+1.23750e+04  +2.35270e-03  +2.29267e-03  +2.50283e-03  +2.43699e-03
+1.24250e+04  +2.32378e-03  +2.27061e-03  +2.47150e-03  +2.41303e-03
+1.24750e+04  +2.29874e-03  +2.25374e-03  +2.44431e-03  +2.39464e-03
+1.25250e+04  +2.26600e-03  +2.22690e-03  +2.40896e-03  +2.36559e-03
+1.25750e+04  +2.24180e-03  +2.20980e-03  +2.38270e-03  +2.34699e-03
+1.26250e+04  +2.21514e-03  +2.19019e-03  +2.35386e-03  +2.32569e-03
+1.26750e+04  +2.18729e-03  +2.16786e-03  +2.32375e-03  +2.30149e-03
+1.27250e+04  +2.16550e-03  +2.15341e-03  +2.30011e-03  +2.28575e-03
+1.27750e+04  +2.13351e-03  +2.12979e-03  +2.26564e-03  +2.26029e-03
+1.28250e+04  +2.03309e-03  +2.01667e-03  +2.15854e-03  +2.13993e-03
+1.28750e+04  +2.08228e-03  +2.08631e-03  +2.21030e-03  +2.21321e-03
+1.29250e+04  +2.05838e-03  +2.06722e-03  +2.18447e-03  +2.19247e-03
+1.29750e+04  +2.04604e-03  +2.06644e-03  +2.17093e-03  +2.19136e-03
+1.30250e+04  +2.01992e-03  +2.04247e-03  +2.14277e-03  +2.16548e-03
+1.30750e+04  +2.00425e-03  +2.03463e-03  +2.12571e-03  +2.15682e-03
+1.31250e+04  +1.97289e-03  +2.00506e-03  +2.09203e-03  +2.12501e-03
+1.31750e+04  +1.95243e-03  +1.98955e-03  +2.06991e-03  +2.10821e-03
+1.32250e+04  +1.93542e-03  +1.98080e-03  +2.05148e-03  +2.09859e-03
+1.32750e+04  +1.90506e-03  +1.95043e-03  +2.01889e-03  +2.06597e-03
+1.33250e+04  +1.89421e-03  +1.94923e-03  +2.00700e-03  +2.06441e-03
+1.33750e+04  +1.87063e-03  +1.92863e-03  +1.98163e-03  +2.04219e-03
+1.34250e+04  +1.85849e-03  +1.92466e-03  +1.96839e-03  +2.03769e-03
+1.34750e+04  +1.83837e-03  +1.90850e-03  +1.94671e-03  +2.02022e-03
+1.35250e+04  +1.81963e-03  +1.89458e-03  +1.92650e-03  +2.00515e-03
+1.35750e+04  +1.79249e-03  +1.86749e-03  +1.89741e-03  +1.97608e-03
+1.36250e+04  +1.77339e-03  +1.85175e-03  +1.87683e-03  +1.95907e-03
+1.36750e+04  +1.76080e-03  +1.84648e-03  +1.86316e-03  +1.95322e-03
+1.37250e+04  +1.74712e-03  +1.83858e-03  +1.84834e-03  +1.94458e-03
+1.37750e+04  +1.72762e-03  +1.82308e-03  +1.82738e-03  +1.92784e-03
+1.38250e+04  +1.71334e-03  +1.81425e-03  +1.81194e-03  +1.91822e-03
+1.38750e+04  +1.69177e-03  +1.79309e-03  +1.78881e-03  +1.89549e-03
+1.39250e+04  +1.68299e-03  +1.79065e-03  +1.77921e-03  +1.89265e-03
+1.39750e+04  +1.66891e-03  +1.78143e-03  +1.76401e-03  +1.88263e-03
+1.40250e+04  +1.64278e-03  +1.75552e-03  +1.73609e-03  +1.85488e-03
+1.40750e+04  +1.63524e-03  +1.75695e-03  +1.72782e-03  +1.85616e-03
+1.41250e+04  +1.61344e-03  +1.73613e-03  +1.70448e-03  +1.83383e-03
+1.41750e+04  +1.60617e-03  +1.73612e-03  +1.69651e-03  +1.83360e-03
+1.42250e+04  +1.58253e-03  +1.71060e-03  +1.67126e-03  +1.80631e-03
+1.42750e+04  +1.55981e-03  +1.68788e-03  +1.64698e-03  +1.78198e-03
+1.43250e+04  +1.55988e-03  +1.69761e-03  +1.64677e-03  +1.79207e-03
+1.43750e+04  +1.54934e-03  +1.69301e-03  +1.63537e-03  +1.78697e-03
+1.44250e+04  +1.51721e-03  +1.65487e-03  +1.60120e-03  +1.74635e-03
+1.44750e+04  +1.51942e-03  +1.66986e-03  +1.60326e-03  +1.76199e-03
+1.45250e+04  +1.49818e-03  +1.64658e-03  +1.58059e-03  +1.73713e-03
+1.45700e+04  +1.49161e-03  +1.64561e-03  +1.57342e-03  +1.73591e-03
+1.46200e+04  +1.48382e-03  +1.64065e-03  +1.56496e-03  +1.73043e-03
+1.46750e+04  +1.47171e-03  +1.63193e-03  +1.55191e-03  +1.72097e-03
+1.47250e+04  +1.44927e-03  +1.60604e-03  +1.52800e-03  +1.69335e-03
+1.47750e+04  +1.44332e-03  +1.60606e-03  +1.52149e-03  +1.69319e-03
+1.48250e+04  +1.43106e-03  +1.59679e-03  +1.50832e-03  +1.68319e-03
+1.48750e+04  +1.41291e-03  +1.57728e-03  +1.48897e-03  +1.66238e-03
+1.49250e+04  +1.41373e-03  +1.58868e-03  +1.48960e-03  +1.67424e-03
+1.49750e+04  +1.39432e-03  +1.56875e-03  +1.46892e-03  +1.65295e-03
+1.50250e+04  +1.37905e-03  +1.55229e-03  +1.45261e-03  +1.63541e-03
+1.50750e+04  +1.36167e-03  +1.53567e-03  +1.43409e-03  +1.61762e-03
+1.51250e+04  +1.36242e-03  +1.54728e-03  +1.43465e-03  +1.62968e-03
+1.51750e+04  +1.35360e-03  +1.54231e-03  +1.42516e-03  +1.62422e-03
+1.52250e+04  +1.34606e-03  +1.53927e-03  +1.41701e-03  +1.62076e-03
+1.52750e+04  +1.33491e-03  +1.52876e-03  +1.40506e-03  +1.60958e-03
+1.53250e+04  +1.32141e-03  +1.51725e-03  +1.39065e-03  +1.59719e-03
+1.53750e+04  +1.32216e-03  +1.52718e-03  +1.39124e-03  +1.60741e-03
+1.54250e+04  +1.30570e-03  +1.50872e-03  +1.37372e-03  +1.58784e-03
+1.54750e+04  +1.30406e-03  +1.51551e-03  +1.37180e-03  +1.59470e-03
+1.55250e+04  +1.28743e-03  +1.49811e-03  +1.35410e-03  +1.57613e-03
+1.55750e+04  +1.24751e-03  +1.44468e-03  +1.31193e-03  +1.51971e-03
+1.56250e+04  +1.26722e-03  +1.48208e-03  +1.33247e-03  +1.55880e-03
+1.56750e+04  +1.24687e-03  +1.45852e-03  +1.31090e-03  +1.53385e-03
+1.57250e+04  +1.24130e-03  +1.45353e-03  +1.30485e-03  +1.52855e-03
+1.57750e+04  +1.20701e-03  +1.41082e-03  +1.26863e-03  +1.48311e-03
+1.58250e+04  +1.21202e-03  +1.42570e-03  +1.27372e-03  +1.49864e-03
+1.58750e+04  +1.17855e-03  +1.37998e-03  +1.23838e-03  +1.45054e-03
+1.59250e+04  +1.20333e-03  +1.42587e-03  +1.26424e-03  +1.49854e-03
+1.59750e+04  +1.18434e-03  +1.40248e-03  +1.24412e-03  +1.47366e-03
+1.60500e+04  +1.17483e-03  +1.39769e-03  +1.23389e-03  +1.46842e-03
+1.61500e+04  +1.14932e-03  +1.37010e-03  +1.20678e-03  +1.43915e-03
+1.62500e+04  +1.13924e-03  +1.36496e-03  +1.19589e-03  +1.43330e-03
+1.63500e+04  +1.13305e-03  +1.36450e-03  +1.18907e-03  +1.43260e-03
+1.64500e+04  +1.07724e-03  +1.29165e-03  +1.13022e-03  +1.35569e-03
+1.65500e+04  +1.09382e-03  +1.32247e-03  +1.14733e-03  +1.38776e-03
+1.66500e+04  +1.05409e-03  +1.27200e-03  +1.10538e-03  +1.33438e-03
+1.67500e+04  +1.04305e-03  +1.26305e-03  +1.09354e-03  +1.32477e-03
+1.68500e+04  +1.00173e-03  +1.20950e-03  +1.04996e-03  +1.26828e-03
+1.69500e+04  +1.01174e-03  +1.22946e-03  +1.06020e-03  +1.28894e-03
+1.70500e+04  +9.80771e-04  +1.19050e-03  +1.02751e-03  +1.24776e-03
+1.71500e+04  +9.69525e-04  +1.17971e-03  +1.01549e-03  +1.23620e-03
+1.72500e+04  +9.48327e-04  +1.15370e-03  +9.93054e-04  +1.20866e-03
+1.73500e+04  +9.11278e-04  +1.10591e-03  +9.54041e-04  +1.15836e-03
+1.74500e+04  +9.12428e-04  +1.11267e-03  +9.55030e-04  +1.16516e-03
+1.75500e+04  +8.93388e-04  +1.09125e-03  +9.34892e-04  +1.14246e-03
+1.76500e+04  +8.80311e-04  +1.07722e-03  +9.21005e-04  +1.12756e-03
+1.77500e+04  +8.60356e-04  +1.05348e-03  +8.99932e-04  +1.10245e-03
+1.78500e+04  +8.47628e-04  +1.03990e-03  +8.86428e-04  +1.08802e-03
+1.79500e+04  +8.32282e-04  +1.02174e-03  +8.70195e-04  +1.06880e-03
+1.80500e+04  +8.12076e-04  +9.97196e-04  +8.48891e-04  +1.04289e-03
+1.81500e+04  +7.88481e-04  +9.69718e-04  +8.24055e-04  +1.01400e-03
+1.82500e+04  +7.81155e-04  +9.61977e-04  +8.16231e-04  +1.00566e-03
+1.83500e+04  +7.68622e-04  +9.47317e-04  +8.02972e-04  +9.90129e-04
+1.84500e+04  +7.52987e-04  +9.27978e-04  +7.86481e-04  +9.69719e-04
+1.85500e+04  +7.43214e-04  +9.15484e-04  +7.76119e-04  +9.56486e-04
+1.86500e+04  +7.26737e-04  +8.92825e-04  +7.58764e-04  +9.32618e-04
+1.87500e+04  +7.03122e-04  +8.63134e-04  +7.33966e-04  +9.01475e-04
+1.88500e+04  +7.01299e-04  +8.67036e-04  +7.31922e-04  +9.05341e-04
+1.89500e+04  +6.78907e-04  +8.38341e-04  +7.08418e-04  +8.75174e-04
+1.90500e+04  +6.77909e-04  +8.42216e-04  +7.07244e-04  +8.79103e-04
+1.91500e+04  +6.64231e-04  +8.25208e-04  +6.92845e-04  +8.61183e-04
+1.92500e+04  +6.53508e-04  +8.12950e-04  +6.81535e-04  +8.48240e-04
+1.93500e+04  +6.37080e-04  +7.92180e-04  +6.64282e-04  +8.26403e-04
+1.94500e+04  +6.16515e-04  +7.67226e-04  +6.42723e-04  +8.00258e-04
+1.95500e+04  +6.17524e-04  +7.70025e-04  +6.43660e-04  +8.03017e-04
+1.96500e+04  +6.06817e-04  +7.57229e-04  +6.32389e-04  +7.89529e-04
+1.97500e+04  +5.94618e-04  +7.41999e-04  +6.19567e-04  +7.73511e-04
+1.98500e+04  +5.85541e-04  +7.31988e-04  +6.10005e-04  +7.62947e-04
+1.99500e+04  +5.75706e-04  +7.20484e-04  +5.99657e-04  +7.50829e-04
+2.00500e+04  +5.69666e-04  +7.14501e-04  +5.93265e-04  +7.44483e-04
+2.01500e+04  +5.60607e-04  +7.04018e-04  +5.83733e-04  +7.33440e-04
+2.02500e+04  +5.46665e-04  +6.86113e-04  +5.69122e-04  +7.14652e-04
+2.03500e+04  +5.37545e-04  +6.74838e-04  +5.59535e-04  +7.02795e-04
+2.04500e+04  +5.32743e-04  +6.70838e-04  +5.54447e-04  +6.98531e-04
+2.05500e+04  +5.23017e-04  +6.58691e-04  +5.44237e-04  +6.85770e-04
+2.06500e+04  +5.14865e-04  +6.45925e-04  +5.35669e-04  +6.72367e-04
+2.07500e+04  +5.07777e-04  +6.36634e-04  +5.28212e-04  +6.62593e-04
+2.08500e+04  +4.98122e-04  +6.26166e-04  +5.18087e-04  +6.51594e-04
+2.09500e+04  +4.87103e-04  +6.13772e-04  +5.06549e-04  +6.38594e-04
+2.10500e+04  +4.81565e-04  +6.08962e-04  +5.00713e-04  +6.33503e-04
+2.11500e+04  +4.71888e-04  +5.97366e-04  +4.90577e-04  +6.21340e-04
+2.12500e+04  +4.64068e-04  +5.87949e-04  +4.82375e-04  +6.11453e-04
+2.13500e+04  +4.58612e-04  +5.82023e-04  +4.76633e-04  +6.05209e-04
+2.14500e+04  +4.50830e-04  +5.72547e-04  +4.68477e-04  +5.95266e-04
+2.15500e+04  +4.43152e-04  +5.63183e-04  +4.60431e-04  +5.85445e-04
+2.16500e+04  +4.29058e-04  +5.45814e-04  +4.45723e-04  +5.67322e-04
+2.17500e+04  +4.26920e-04  +5.42838e-04  +4.43438e-04  +5.64127e-04
+2.18500e+04  +4.21617e-04  +5.36143e-04  +4.37868e-04  +5.57094e-04
+2.19500e+04  +4.15654e-04  +5.29410e-04  +4.31615e-04  +5.50021e-04
+2.20500e+04  +4.05926e-04  +5.16781e-04  +4.21455e-04  +5.36816e-04
+2.21500e+04  +4.02996e-04  +5.14501e-04  +4.18356e-04  +5.34386e-04
+2.22500e+04  +3.93345e-04  +5.01972e-04  +4.08280e-04  +5.21289e-04
+2.23500e+04  +3.88313e-04  +4.96093e-04  +4.03003e-04  +5.15119e-04
+2.24500e+04  +3.82686e-04  +4.89358e-04  +3.97110e-04  +5.08059e-04
+2.25500e+04  +3.77341e-04  +4.82934e-04  +3.91512e-04  +5.01325e-04
+2.26500e+04  +3.70084e-04  +4.73690e-04  +3.83932e-04  +4.91658e-04
+2.27500e+04  +3.66623e-04  +4.69907e-04  +3.80292e-04  +4.87676e-04
+2.28500e+04  +3.59478e-04  +4.60515e-04  +3.72832e-04  +4.77861e-04
+2.29500e+04  +3.24084e-04  +4.04704e-04  +3.36080e-04  +4.19810e-04
