### Alberto Saldana-Lopez (UniGE)
# 2023/01/27 13:50:26
#
# --------------------------------------------------------------------------------
#    CDFS017345 - stellar continuum SED - ficus.py
# --------------------------------------------------------------------------------
# 
### inputs ### 
# spec_name   --> CDFS017345
# z_spec      --> 3.6052
# plot_mode   --> yes
# ssp_models  --> sb99
# Zarray      --> ['001', '004', '008', '02']
# att_law     --> r16
# wave_range  --> [1200. 1920.]
# wave_norm   --> [1350. 1370.]
# r_obs       --> 600.0
# nsim        --> 100
# 
### outputs ### 
# norm_factor --> 6.972483143908366e-19
# arrays      --> wave(A), Flux.OBS, Flux.ERR, Flux.FIT, Flux.FITerr 
# 
# 
# wave(A)     Flux.OBS      Flux.ERR      Flux.FIT      Flux.FITerr 
+1.34415e+03  +1.16174e+00  +1.25377e-01  +9.79320e-01  +1.12200e-02
+1.34471e+03  +1.00979e+00  +1.25520e-01  +1.01362e+00  +9.80369e-03
+1.34526e+03  +9.66752e-01  +1.26836e-01  +1.01643e+00  +9.17292e-03
+1.34581e+03  +1.01629e+00  +1.29035e-01  +1.01683e+00  +9.24285e-03
+1.34637e+03  +1.03188e+00  +1.29535e-01  +1.02042e+00  +9.16768e-03
+1.34692e+03  +9.11035e-01  +1.29499e-01  +1.01730e+00  +8.74089e-03
+1.34748e+03  +9.94377e-01  +1.29571e-01  +1.01368e+00  +8.62322e-03
+1.34803e+03  +9.52586e-01  +1.28859e-01  +1.01841e+00  +8.97048e-03
+1.34859e+03  +8.74809e-01  +1.27063e-01  +1.02692e+00  +9.99679e-03
+1.34914e+03  +1.01924e+00  +1.26812e-01  +1.03073e+00  +1.10268e-02
+1.34970e+03  +8.03485e-01  +1.27997e-01  +1.02805e+00  +1.15527e-02
+1.35025e+03  +7.63732e-01  +1.28206e-01  +1.02081e+00  +1.16095e-02
+1.35080e+03  +1.06587e+00  +1.27363e-01  +1.00932e+00  +1.16958e-02
+1.35136e+03  +8.57156e-01  +1.26474e-01  +9.99453e-01  +1.17601e-02
+1.35191e+03  +1.06288e+00  +1.26629e-01  +1.00565e+00  +1.08114e-02
+1.35247e+03  +1.05721e+00  +1.29986e-01  +1.01817e+00  +9.82655e-03
+1.35302e+03  +1.10444e+00  +1.37176e-01  +1.02407e+00  +9.71781e-03
+1.35358e+03  +1.11593e+00  +1.40350e-01  +1.02554e+00  +9.74596e-03
+1.35413e+03  +9.54765e-01  +1.41777e-01  +1.02337e+00  +9.42026e-03
+1.35468e+03  +8.81578e-01  +1.41390e-01  +1.01737e+00  +8.88211e-03
+1.35524e+03  +8.67922e-01  +1.33311e-01  +1.00529e+00  +8.18529e-03
+1.35579e+03  +1.11980e+00  +1.27241e-01  +9.92020e-01  +8.23693e-03
+1.35635e+03  +8.95004e-01  +1.24473e-01  +9.84735e-01  +8.28252e-03
+1.35690e+03  +1.10156e+00  +1.22937e-01  +9.81280e-01  +7.93542e-03
+1.35746e+03  +1.07814e+00  +1.28827e-01  +9.82906e-01  +7.79650e-03
+1.35801e+03  +1.27194e+00  +1.35738e-01  +9.89047e-01  +8.19492e-03
+1.35857e+03  +1.15663e+00  +1.36184e-01  +9.91277e-01  +8.35275e-03
+1.35912e+03  +1.13852e+00  +1.38447e-01  +9.94265e-01  +7.98966e-03
+1.35967e+03  +9.48275e-01  +1.38464e-01  +1.00314e+00  +8.14615e-03
+1.36023e+03  +1.32362e+00  +1.31897e-01  +1.00934e+00  +9.05639e-03
+1.36078e+03  +9.10779e-01  +1.28232e-01  +1.00097e+00  +9.82193e-03
+1.36134e+03  +1.02406e+00  +1.28215e-01  +9.83484e-01  +1.04343e-02
+1.36189e+03  +9.70476e-01  +1.26348e-01  +9.75129e-01  +1.06938e-02
+1.36245e+03  +7.81643e-01  +1.25619e-01  +9.69024e-01  +1.11849e-02
+1.36300e+03  +9.17826e-01  +1.25382e-01  +9.52356e-01  +1.28870e-02
+1.36355e+03  +1.00541e+00  +1.27207e-01  +9.48660e-01  +1.54177e-02
+1.36411e+03  +1.17978e+00  +1.32892e-01  +9.57373e-01  +1.74591e-02
+1.36466e+03  +1.00679e+00  +1.34105e-01  +9.48241e-01  +1.87842e-02
+1.36522e+03  +9.33794e-01  +1.35872e-01  +9.25380e-01  +1.98087e-02
+1.36577e+03  +9.25077e-01  +1.39510e-01  +9.18539e-01  +2.14841e-02
+1.36633e+03  +1.03576e+00  +1.58004e-01  +9.24093e-01  +2.35865e-02
+1.36688e+03  +9.94591e-01  +2.08828e-01  +9.21687e-01  +2.52476e-02
+1.36744e+03  +7.64198e-01  +2.25746e-01  +9.11722e-01  +2.61764e-02
+1.36799e+03  +1.19810e+00  +2.28622e-01  +8.99853e-01  +2.63523e-02
+1.36854e+03  +9.26069e-01  +2.26246e-01  +8.88443e-01  +2.50120e-02
+1.36910e+03  +6.04006e-01  +1.97709e-01  +8.81631e-01  +2.24089e-02
+1.36965e+03  +8.36138e-01  +1.46302e-01  +8.85572e-01  +1.95664e-02
+1.37021e+03  +9.96158e-01  +1.35267e-01  +8.97623e-01  +1.74275e-02
+1.37076e+03  +1.02221e+00  +1.27186e-01  +9.17949e-01  +1.45796e-02
+1.37132e+03  +8.46687e-01  +1.25087e-01  +9.55540e-01  +1.13043e-02
+1.37187e+03  +8.13008e-01  +1.26423e-01  +1.00111e+00  +1.12421e-02
+1.37242e+03  +9.99718e-01  +1.27553e-01  +1.02136e+00  +1.23186e-02
+1.37298e+03  +1.29776e+00  +1.31649e-01  +1.00706e+00  +1.20210e-02
+1.37353e+03  +7.71178e-01  +1.34331e-01  +9.71532e-01  +1.12291e-02
+1.37409e+03  +8.12793e-01  +1.32807e-01  +9.48436e-01  +1.08343e-02
+1.37464e+03  +9.53054e-01  +1.31464e-01  +9.60844e-01  +9.27736e-03
+1.37520e+03  +9.73813e-01  +1.29187e-01  +9.80638e-01  +7.87966e-03
+1.37575e+03  +9.14839e-01  +1.23020e-01  +9.88346e-01  +7.25351e-03
+1.37631e+03  +1.10425e+00  +1.19307e-01  +9.86701e-01  +7.12204e-03
+1.37686e+03  +1.09513e+00  +1.20367e-01  +9.81507e-01  +7.64239e-03
+1.37741e+03  +8.86667e-01  +1.21943e-01  +9.73946e-01  +7.77493e-03
+1.37797e+03  +9.91894e-01  +1.22541e-01  +9.67742e-01  +7.06244e-03
+1.37852e+03  +1.13180e+00  +1.24363e-01  +9.64478e-01  +6.83073e-03
+1.37908e+03  +8.78172e-01  +1.28567e-01  +9.62716e-01  +7.47363e-03
+1.37963e+03  +9.44618e-01  +1.31084e-01  +9.61669e-01  +8.12555e-03
+1.38019e+03  +1.08326e+00  +1.39162e-01  +9.60110e-01  +7.54064e-03
+1.38074e+03  +9.93507e-01  +1.60606e-01  +9.62226e-01  +6.60899e-03
+1.38129e+03  +1.10512e+00  +1.63656e-01  +9.65587e-01  +6.92259e-03
+1.38185e+03  +8.43518e-01  +1.59600e-01  +9.73767e-01  +7.03801e-03
+1.38240e+03  +1.27339e+00  +1.55447e-01  +9.84123e-01  +7.87046e-03
+1.38296e+03  +1.15390e+00  +1.39187e-01  +9.85904e-01  +7.95924e-03
+1.38351e+03  +1.11498e+00  +1.20586e-01  +9.77309e-01  +7.39196e-03
+1.38407e+03  +1.06881e+00  +1.19095e-01  +9.69235e-01  +7.22771e-03
+1.38462e+03  +1.09966e+00  +1.19500e-01  +9.70914e-01  +7.12723e-03
+1.38518e+03  +9.48092e-01  +1.20553e-01  +9.70898e-01  +7.09040e-03
+1.38573e+03  +1.03261e+00  +1.22713e-01  +9.61190e-01  +8.62395e-03
+1.38628e+03  +8.48947e-01  +1.21766e-01  +9.53365e-01  +9.72274e-03
+1.38684e+03  +9.54424e-01  +1.19903e-01  +9.51703e-01  +9.56991e-03
+1.38739e+03  +9.40645e-01  +1.18833e-01  +9.49926e-01  +1.07385e-02
+1.38795e+03  +1.09778e+00  +1.16275e-01  +9.49990e-01  +1.26382e-02
+1.38850e+03  +1.26720e+00  +1.14515e-01  +9.52785e-01  +1.41616e-02
+1.38906e+03  +1.10311e+00  +1.14238e-01  +9.54164e-01  +1.56356e-02
+1.38961e+03  +1.16349e+00  +1.14255e-01  +9.50369e-01  +1.72167e-02
+1.39016e+03  +9.33329e-01  +1.13626e-01  +9.40929e-01  +1.81720e-02
+1.39072e+03  +8.09895e-01  +1.13511e-01  +9.30537e-01  +1.81936e-02
+1.39127e+03  +6.15567e-01  +1.13668e-01  +9.26722e-01  +1.72716e-02
+1.39183e+03  +7.02301e-01  +1.13546e-01  +9.27073e-01  +1.47983e-02
+1.39238e+03  +5.22771e-01  +1.14263e-01  +9.20100e-01  +1.12492e-02
+1.39294e+03  +4.01402e-01  +1.15592e-01  +8.95851e-01  +7.21296e-03
+1.39349e+03  +6.07404e-01  +1.15631e-01  +8.70524e-01  +8.56174e-03
+1.39404e+03  +6.05438e-01  +1.15235e-01  +8.86564e-01  +1.25784e-02
+1.39460e+03  +7.68992e-01  +1.14406e-01  +9.31187e-01  +1.34719e-02
+1.39515e+03  +9.92158e-01  +1.13037e-01  +9.56978e-01  +1.14549e-02
+1.39571e+03  +8.53085e-01  +1.12235e-01  +9.57742e-01  +8.26495e-03
+1.39626e+03  +1.05456e+00  +1.11810e-01  +9.50124e-01  +6.24636e-03
+1.39682e+03  +7.30649e-01  +1.11499e-01  +9.36667e-01  +8.41839e-03
+1.39737e+03  +8.61378e-01  +1.10802e-01  +9.14925e-01  +1.16310e-02
+1.39793e+03  +9.03131e-01  +1.10530e-01  +8.95249e-01  +1.45132e-02
+1.39848e+03  +8.47077e-01  +1.10162e-01  +8.93735e-01  +1.72850e-02
+1.39903e+03  +8.37522e-01  +1.10479e-01  +9.04512e-01  +1.94766e-02
+1.39959e+03  +8.07681e-01  +1.10793e-01  +9.03827e-01  +2.10814e-02
+1.40014e+03  +7.02983e-01  +1.11227e-01  +8.93163e-01  +2.15956e-02
+1.40070e+03  +5.98598e-01  +1.11662e-01  +8.92671e-01  +1.99346e-02
+1.40125e+03  +6.39857e-01  +1.11999e-01  +9.07074e-01  +1.51908e-02
+1.40181e+03  +5.60845e-01  +1.13178e-01  +9.12124e-01  +9.51071e-03
+1.40236e+03  +4.71523e-01  +1.16289e-01  +8.86823e-01  +9.60696e-03
+1.40291e+03  +6.06482e-01  +1.20445e-01  +8.69494e-01  +1.69542e-02
+1.40347e+03  +8.52534e-01  +1.22845e-01  +9.04642e-01  +1.80955e-02
+1.40402e+03  +8.65518e-01  +1.25987e-01  +9.50620e-01  +1.62186e-02
+1.40458e+03  +9.52377e-01  +1.24994e-01  +9.67918e-01  +1.44466e-02
+1.40513e+03  +9.88931e-01  +1.21487e-01  +9.65938e-01  +1.15738e-02
+1.40569e+03  +8.40295e-01  +1.18615e-01  +9.50457e-01  +8.38180e-03
+1.40624e+03  +9.32550e-01  +1.15293e-01  +9.19076e-01  +7.27400e-03
+1.40680e+03  +9.08819e-01  +1.11890e-01  +8.84935e-01  +8.81128e-03
+1.40735e+03  +9.90828e-01  +1.11283e-01  +8.83925e-01  +9.16935e-03
+1.40790e+03  +8.39225e-01  +1.10211e-01  +9.03091e-01  +7.61646e-03
+1.40846e+03  +9.10226e-01  +1.08982e-01  +8.87775e-01  +7.61415e-03
+1.40901e+03  +7.34242e-01  +1.10139e-01  +8.46146e-01  +1.05001e-02
+1.40957e+03  +8.61241e-01  +1.15980e-01  +8.38432e-01  +1.08824e-02
+1.41012e+03  +8.28125e-01  +1.22969e-01  +8.77085e-01  +7.58346e-03
+1.41068e+03  +9.56378e-01  +1.25467e-01  +9.16244e-01  +5.99808e-03
+1.41123e+03  +9.15976e-01  +1.26937e-01  +9.29777e-01  +5.87504e-03
+1.41178e+03  +6.29610e-01  +1.25306e-01  +9.33344e-01  +5.86632e-03
+1.41234e+03  +8.53218e-01  +1.19490e-01  +9.42718e-01  +6.17601e-03
+1.41289e+03  +9.02264e-01  +1.14141e-01  +9.50813e-01  +6.89966e-03
+1.41345e+03  +9.97215e-01  +1.12183e-01  +9.49370e-01  +6.75997e-03
+1.41400e+03  +9.84359e-01  +1.09490e-01  +9.37163e-01  +5.92924e-03
+1.41456e+03  +1.01960e+00  +1.09593e-01  +9.26449e-01  +6.49646e-03
+1.41511e+03  +1.17679e+00  +1.11644e-01  +9.29640e-01  +6.18197e-03
+1.41567e+03  +7.91887e-01  +1.12267e-01  +9.38527e-01  +6.41809e-03
+1.41622e+03  +8.39212e-01  +1.12024e-01  +9.43570e-01  +6.94055e-03
+1.41677e+03  +9.81475e-01  +1.13930e-01  +9.42088e-01  +7.40866e-03
+1.41733e+03  +7.35690e-01  +1.19366e-01  +9.37789e-01  +7.69829e-03
+1.41788e+03  +9.20950e-01  +1.20515e-01  +9.36010e-01  +6.98028e-03
+1.41844e+03  +1.04221e+00  +1.19378e-01  +9.35878e-01  +6.31202e-03
+1.41899e+03  +9.23553e-01  +1.20325e-01  +9.30351e-01  +5.90143e-03
+1.41955e+03  +9.67931e-01  +1.19385e-01  +9.08416e-01  +5.94780e-03
+1.42010e+03  +9.00964e-01  +1.15109e-01  +8.81014e-01  +7.19608e-03
+1.42065e+03  +1.10677e+00  +1.13629e-01  +8.75049e-01  +7.49043e-03
+1.42121e+03  +1.08824e+00  +1.15603e-01  +8.89812e-01  +6.78043e-03
+1.42176e+03  +8.46651e-01  +1.21448e-01  +9.09797e-01  +5.99758e-03
+1.42232e+03  +8.28687e-01  +1.22402e-01  +9.21271e-01  +6.25268e-03
+1.42287e+03  +8.83297e-01  +1.21493e-01  +9.25745e-01  +6.80999e-03
+1.42343e+03  +8.23443e-01  +1.22560e-01  +9.26577e-01  +7.36996e-03
+1.42398e+03  +8.58789e-01  +1.24190e-01  +9.19592e-01  +7.81811e-03
+1.42454e+03  +9.09801e-01  +1.18304e-01  +9.16017e-01  +7.12306e-03
+1.42509e+03  +8.66766e-01  +1.17911e-01  +9.22465e-01  +5.71742e-03
+1.42564e+03  +8.64003e-01  +1.18601e-01  +9.21263e-01  +5.45214e-03
+1.42620e+03  +1.12000e+00  +1.16079e-01  +9.08798e-01  +5.84562e-03
+1.42675e+03  +1.06467e+00  +1.15822e-01  +8.94902e-01  +6.69384e-03
+1.42731e+03  +7.98483e-01  +1.18509e-01  +8.73597e-01  +8.68427e-03
+1.42786e+03  +9.49381e-01  +1.16621e-01  +8.54225e-01  +1.11129e-02
+1.42842e+03  +6.42152e-01  +1.16598e-01  +8.53906e-01  +1.11942e-02
+1.42897e+03  +9.34142e-01  +1.14225e-01  +8.69155e-01  +9.21414e-03
+1.42952e+03  +9.50326e-01  +1.08364e-01  +8.89242e-01  +6.51159e-03
+1.43008e+03  +1.02297e+00  +1.05999e-01  +8.97293e-01  +5.48942e-03
+1.43063e+03  +9.48965e-01  +1.05950e-01  +8.98492e-01  +5.99707e-03
+1.43119e+03  +8.55401e-01  +1.07319e-01  +9.08125e-01  +7.05628e-03
+1.43174e+03  +7.75233e-01  +1.07994e-01  +9.19016e-01  +7.85947e-03
+1.43230e+03  +9.72545e-01  +1.08858e-01  +9.24686e-01  +7.91077e-03
+1.43285e+03  +8.48918e-01  +1.11526e-01  +9.25626e-01  +7.09825e-03
+1.43341e+03  +9.28996e-01  +1.12905e-01  +9.23607e-01  +6.09955e-03
+1.43396e+03  +7.07182e-01  +1.10063e-01  +9.17407e-01  +5.52223e-03
+1.43451e+03  +9.79317e-01  +1.09735e-01  +9.07850e-01  +5.65455e-03
+1.43507e+03  +9.20797e-01  +1.07152e-01  +9.02137e-01  +5.87222e-03
+1.43562e+03  +8.99301e-01  +1.04244e-01  +9.05659e-01  +6.07645e-03
+1.43618e+03  +9.33149e-01  +1.03861e-01  +9.12859e-01  +6.45074e-03
+1.43673e+03  +9.71874e-01  +1.03519e-01  +9.14487e-01  +6.29462e-03
+1.43729e+03  +9.27027e-01  +1.03663e-01  +9.12371e-01  +5.94373e-03
+1.43784e+03  +9.33888e-01  +1.04432e-01  +9.12206e-01  +5.91100e-03
+1.43839e+03  +1.07379e+00  +1.04445e-01  +9.12212e-01  +5.74880e-03
+1.43895e+03  +7.10699e-01  +1.04776e-01  +9.08525e-01  +5.49595e-03
+1.43950e+03  +8.59008e-01  +1.06064e-01  +8.94999e-01  +5.23710e-03
+1.44006e+03  +9.19144e-01  +1.05816e-01  +8.72978e-01  +5.89728e-03
+1.44061e+03  +8.71738e-01  +1.05181e-01  +8.61193e-01  +6.94390e-03
+1.44117e+03  +7.91355e-01  +1.05101e-01  +8.74545e-01  +6.30109e-03
+1.44172e+03  +1.04299e+00  +1.03850e-01  +8.96320e-01  +5.63805e-03
+1.44228e+03  +9.69501e-01  +1.03001e-01  +9.04907e-01  +5.59216e-03
+1.44283e+03  +7.14250e-01  +1.02694e-01  +9.05112e-01  +5.73683e-03
+1.44338e+03  +8.79618e-01  +1.02534e-01  +9.07392e-01  +6.19402e-03
+1.44394e+03  +1.05292e+00  +1.02746e-01  +9.09278e-01  +6.15009e-03
+1.44449e+03  +9.86309e-01  +1.02461e-01  +9.04810e-01  +5.46249e-03
+1.44505e+03  +9.20862e-01  +1.03153e-01  +8.98995e-01  +5.33561e-03
+1.44560e+03  +1.04928e+00  +1.03231e-01  +8.98038e-01  +5.47161e-03
+1.44616e+03  +8.89921e-01  +1.03496e-01  +8.96170e-01  +5.65481e-03
+1.44671e+03  +1.06841e+00  +1.03855e-01  +8.90792e-01  +6.21055e-03
+1.44726e+03  +1.06727e+00  +1.03693e-01  +8.89118e-01  +6.76408e-03
+1.44782e+03  +9.46073e-01  +1.03288e-01  +8.93128e-01  +6.16190e-03
+1.44837e+03  +9.20871e-01  +1.02455e-01  +8.93553e-01  +6.13681e-03
+1.44893e+03  +9.32544e-01  +1.02072e-01  +8.86005e-01  +6.64341e-03
+1.44948e+03  +9.59904e-01  +1.01483e-01  +8.80827e-01  +7.00329e-03
+1.45004e+03  +1.04150e+00  +1.01350e-01  +8.85651e-01  +6.34147e-03
+1.45059e+03  +9.88584e-01  +1.01648e-01  +8.93811e-01  +5.96430e-03
+1.45115e+03  +8.29528e-01  +1.02114e-01  +8.96443e-01  +5.79172e-03
+1.45170e+03  +8.82749e-01  +1.01516e-01  +8.92903e-01  +5.75357e-03
+1.45225e+03  +9.32719e-01  +1.01021e-01  +8.84874e-01  +5.83404e-03
+1.45281e+03  +1.15466e+00  +1.01425e-01  +8.74155e-01  +5.95025e-03
+1.45336e+03  +9.36184e-01  +1.01848e-01  +8.59262e-01  +7.18302e-03
+1.45392e+03  +9.64881e-01  +1.02205e-01  +8.47527e-01  +7.98601e-03
+1.45447e+03  +9.68833e-01  +1.02228e-01  +8.44012e-01  +8.02790e-03
+1.45503e+03  +9.29996e-01  +1.02240e-01  +8.44855e-01  +7.83759e-03
+1.45558e+03  +7.13130e-01  +1.01885e-01  +8.47313e-01  +7.40816e-03
+1.45613e+03  +7.92035e-01  +1.01425e-01  +8.51930e-01  +6.64584e-03
+1.45669e+03  +7.28893e-01  +1.01332e-01  +8.57605e-01  +5.69271e-03
+1.45724e+03  +7.59381e-01  +1.01893e-01  +8.55866e-01  +5.58740e-03
+1.45780e+03  +8.29546e-01  +1.01690e-01  +8.51207e-01  +5.87982e-03
+1.45835e+03  +8.57256e-01  +1.01284e-01  +8.49657e-01  +6.17963e-03
+1.45891e+03  +8.59871e-01  +1.01287e-01  +8.46383e-01  +6.40692e-03
+1.45946e+03  +1.02002e+00  +1.00774e-01  +8.49342e-01  +5.82779e-03
+1.46002e+03  +8.03335e-01  +1.00522e-01  +8.56541e-01  +5.49219e-03
+1.46057e+03  +7.74072e-01  +1.00392e-01  +8.58377e-01  +6.06096e-03
+1.46112e+03  +8.42303e-01  +1.00049e-01  +8.63527e-01  +6.31777e-03
+1.46168e+03  +1.08164e+00  +1.00046e-01  +8.64446e-01  +5.94599e-03
+1.46223e+03  +1.07304e+00  +1.00444e-01  +8.52537e-01  +6.23058e-03
+1.46279e+03  +7.01626e-01  +1.00193e-01  +8.50273e-01  +6.79838e-03
+1.46334e+03  +8.18949e-01  +1.00007e-01  +8.62615e-01  +6.41563e-03
+1.46390e+03  +8.62144e-01  +1.00151e-01  +8.68495e-01  +6.04121e-03
+1.46445e+03  +9.39694e-01  +1.00244e-01  +8.63724e-01  +6.30342e-03
+1.46500e+03  +8.86842e-01  +9.93122e-02  +8.58721e-01  +6.58914e-03
+1.46556e+03  +9.91030e-01  +9.87886e-02  +8.61890e-01  +6.65537e-03
+1.46611e+03  +8.94870e-01  +9.85040e-02  +8.68110e-01  +7.00179e-03
+1.46667e+03  +7.06641e-01  +9.81031e-02  +8.72162e-01  +6.71809e-03
+1.46722e+03  +5.40880e-01  +9.81843e-02  +8.79201e-01  +5.39787e-03
+1.46778e+03  +4.41108e-01  +9.80438e-02  +8.86088e-01  +5.82478e-03
+1.46833e+03  +5.38226e-01  +9.80377e-02  +8.87365e-01  +6.33634e-03
+1.46889e+03  +4.76355e-01  +9.79487e-02  +8.81812e-01  +5.79618e-03
+1.46944e+03  +6.56180e-01  +9.79350e-02  +8.70896e-01  +6.05223e-03
+1.46999e+03  +8.58344e-01  +9.81624e-02  +8.62124e-01  +7.43023e-03
+1.47055e+03  +7.82407e-01  +9.77603e-02  +8.62106e-01  +6.66145e-03
+1.47110e+03  +1.03903e+00  +9.88699e-02  +8.61551e-01  +5.00318e-03
+1.47166e+03  +8.25891e-01  +9.85963e-02  +8.48822e-01  +5.66976e-03
+1.47221e+03  +9.83233e-01  +9.85299e-02  +8.33958e-01  +7.60309e-03
+1.47277e+03  +9.98362e-01  +9.86313e-02  +8.41153e-01  +7.22169e-03
+1.47332e+03  +9.59502e-01  +9.87426e-02  +8.64467e-01  +6.48209e-03
+1.47387e+03  +9.67574e-01  +9.89421e-02  +8.80503e-01  +7.17129e-03
+1.47443e+03  +9.64255e-01  +9.88850e-02  +8.81418e-01  +7.56542e-03
+1.47498e+03  +8.72900e-01  +9.84123e-02  +8.69824e-01  +7.30088e-03
+1.47554e+03  +1.05817e+00  +9.84312e-02  +8.60465e-01  +7.23633e-03
+1.47609e+03  +9.88627e-01  +9.86330e-02  +8.64533e-01  +7.00225e-03
+1.47665e+03  +9.45542e-01  +9.78220e-02  +8.71766e-01  +6.75068e-03
+1.47720e+03  +8.02481e-01  +9.79322e-02  +8.68403e-01  +6.20182e-03
+1.47776e+03  +9.62877e-01  +9.81163e-02  +8.57648e-01  +5.45986e-03
+1.47831e+03  +8.23622e-01  +9.74002e-02  +8.50687e-01  +5.24297e-03
+1.47886e+03  +7.67258e-01  +9.73770e-02  +8.47898e-01  +6.26739e-03
+1.47942e+03  +8.18606e-01  +9.73497e-02  +8.48025e-01  +7.71558e-03
+1.47997e+03  +9.47565e-01  +9.74637e-02  +8.58896e-01  +7.78208e-03
+1.48053e+03  +1.07546e+00  +9.86358e-02  +8.71140e-01  +7.57684e-03
+1.48108e+03  +1.04865e+00  +1.04276e-01  +8.75518e-01  +7.51224e-03
+1.48164e+03  +1.08612e+00  +1.17695e-01  +8.75622e-01  +7.66841e-03
+1.48219e+03  +9.15710e-01  +1.25961e-01  +8.73282e-01  +7.80517e-03
+1.48274e+03  +9.93480e-01  +1.35263e-01  +8.65954e-01  +7.22025e-03
+1.48330e+03  +5.35301e-01  +1.37895e-01  +8.57506e-01  +6.16070e-03
+1.48385e+03  +8.46271e-01  +1.31914e-01  +8.54865e-01  +5.54664e-03
+1.48441e+03  +9.96914e-01  +1.23281e-01  +8.57294e-01  +5.57731e-03
+1.48496e+03  +8.76575e-01  +1.15592e-01  +8.61689e-01  +6.19704e-03
+1.48552e+03  +7.47146e-01  +1.05949e-01  +8.63395e-01  +6.71308e-03
+1.48607e+03  +9.55115e-01  +1.03403e-01  +8.62564e-01  +6.64224e-03
+1.48663e+03  +9.04203e-01  +1.01619e-01  +8.63188e-01  +6.97921e-03
+1.48718e+03  +6.98798e-01  +9.87907e-02  +8.64004e-01  +7.47392e-03
+1.48773e+03  +8.04022e-01  +9.84723e-02  +8.62883e-01  +7.44128e-03
+1.48829e+03  +7.34337e-01  +1.00035e-01  +8.61439e-01  +7.16354e-03
+1.48884e+03  +9.91235e-01  +1.12997e-01  +8.54942e-01  +6.35103e-03
+1.48940e+03  +7.95920e-01  +1.29417e-01  +8.40751e-01  +5.56620e-03
+1.48995e+03  +9.19547e-01  +1.47233e-01  +8.31394e-01  +5.45605e-03
+1.49051e+03  +9.11991e-01  +1.55623e-01  +8.38107e-01  +5.37712e-03
+1.49106e+03  +7.56082e-01  +1.59532e-01  +8.51557e-01  +5.29598e-03
+1.49161e+03  +9.65959e-01  +1.40576e-01  +8.57938e-01  +5.25046e-03
+1.49217e+03  +8.55507e-01  +1.25206e-01  +8.57840e-01  +5.28053e-03
+1.49272e+03  +8.03005e-01  +1.23328e-01  +8.50230e-01  +5.15875e-03
+1.49328e+03  +8.49284e-01  +1.19308e-01  +8.34932e-01  +5.73029e-03
+1.49383e+03  +9.93696e-01  +1.17419e-01  +8.25575e-01  +6.47518e-03
+1.49439e+03  +8.75118e-01  +1.19819e-01  +8.26839e-01  +5.90028e-03
+1.49494e+03  +9.23293e-01  +1.24052e-01  +8.29114e-01  +5.54893e-03
+1.49550e+03  +6.75759e-01  +1.22734e-01  +8.33238e-01  +5.03090e-03
+1.49605e+03  +8.44206e-01  +1.22159e-01  +8.42554e-01  +4.66901e-03
+1.49660e+03  +1.03342e+00  +1.20337e-01  +8.45191e-01  +5.18123e-03
+1.49716e+03  +1.01093e+00  +1.20382e-01  +8.32975e-01  +4.95070e-03
+1.49771e+03  +7.89312e-01  +1.20179e-01  +8.13429e-01  +6.30852e-03
+1.49827e+03  +8.78364e-01  +1.19120e-01  +8.02546e-01  +8.40878e-03
+1.49882e+03  +8.49397e-01  +1.18514e-01  +8.03886e-01  +9.40353e-03
+1.49938e+03  +7.30354e-01  +1.18204e-01  +8.11865e-01  +9.08378e-03
+1.49993e+03  +9.47261e-01  +1.18151e-01  +8.18669e-01  +8.38945e-03
+1.50048e+03  +7.23924e-01  +1.14807e-01  +8.15993e-01  +7.14518e-03
+1.50104e+03  +8.98410e-01  +1.14791e-01  +7.99116e-01  +5.63523e-03
+1.50159e+03  +8.07095e-01  +1.18568e-01  +7.77933e-01  +5.12937e-03
+1.50215e+03  +9.70387e-01  +1.23941e-01  +7.82627e-01  +5.05479e-03
+1.50270e+03  +7.09787e-01  +1.22629e-01  +8.10904e-01  +4.80295e-03
+1.50326e+03  +8.79608e-01  +1.20531e-01  +8.28660e-01  +4.75593e-03
+1.50381e+03  +7.82454e-01  +1.20024e-01  +8.27515e-01  +5.40018e-03
+1.50437e+03  +8.36518e-01  +1.10855e-01  +8.19665e-01  +6.73731e-03
+1.50492e+03  +8.64538e-01  +1.02009e-01  +8.17266e-01  +7.25200e-03
+1.50547e+03  +8.52657e-01  +1.05682e-01  +8.21136e-01  +6.55045e-03
+1.50603e+03  +7.82295e-01  +1.07707e-01  +8.28123e-01  +5.36837e-03
+1.50658e+03  +8.60436e-01  +1.09144e-01  +8.36012e-01  +4.98591e-03
+1.50714e+03  +9.30628e-01  +1.13050e-01  +8.40796e-01  +5.53257e-03
+1.50769e+03  +1.14434e+00  +1.23293e-01  +8.41781e-01  +5.74406e-03
+1.50825e+03  +8.43160e-01  +1.23313e-01  +8.38632e-01  +5.31683e-03
+1.50880e+03  +7.40037e-01  +1.22686e-01  +8.34731e-01  +4.92712e-03
+1.50935e+03  +9.53059e-01  +1.21296e-01  +8.34843e-01  +4.99096e-03
+1.50991e+03  +8.26467e-01  +1.14072e-01  +8.35536e-01  +5.37735e-03
+1.51046e+03  +8.18546e-01  +1.01864e-01  +8.28468e-01  +5.14876e-03
+1.51102e+03  +6.69972e-01  +9.93939e-02  +8.14106e-01  +7.83632e-03
