### Alberto Saldana-Lopez (UniGE)
# 2023/01/27 13:50:26
#
# --------------------------------------------------------------------------------
#    CDFS017345 - stellar continuum SED - ficus.py
# --------------------------------------------------------------------------------
# 
### inputs ### 
# spec_name   --> CDFS017345
# z_spec      --> 3.6052
# plot_mode   --> yes
# ssp_models  --> sb99
# Zarray      --> ['001', '004', '008', '02']
# att_law     --> r16
# wave_range  --> [1200. 1920.]
# wave_norm   --> [1350. 1370.]
# r_obs       --> 600.0
# nsim        --> 100
# 
### outputs ### 
# norm_factor --> 6.972483143908366e-19
# arrays      --> wave(A), Flux.OBS, Flux.ERR, Flux.FIT, Flux.FITerr 
# 
# 
# wave(A)     Flux.OBS      Flux.ERR      Flux.FIT      Flux.FITerr 
+1.67899e+03  +7.70026e-01  +1.08028e-01  +6.80831e-01  +8.29920e-03
+1.67955e+03  +7.11052e-01  +1.04371e-01  +6.80833e-01  +8.34011e-03
+1.68010e+03  +6.70869e-01  +1.04239e-01  +6.79333e-01  +7.93952e-03
+1.68066e+03  +5.50924e-01  +1.03258e-01  +6.75575e-01  +7.06162e-03
+1.68121e+03  +6.78658e-01  +1.18967e-01  +6.69448e-01  +6.13591e-03
+1.68176e+03  +6.55280e-01  +1.59181e-01  +6.64974e-01  +5.80081e-03
+1.68232e+03  +8.35384e-01  +1.74626e-01  +6.65960e-01  +6.00090e-03
+1.68287e+03  +9.96699e-01  +1.77083e-01  +6.70476e-01  +6.50786e-03
+1.68343e+03  +8.34176e-01  +1.81793e-01  +6.73218e-01  +6.80869e-03
+1.68398e+03  +7.77512e-01  +1.71751e-01  +6.73968e-01  +7.00587e-03
+1.68454e+03  +6.73761e-01  +1.41321e-01  +6.73385e-01  +7.20235e-03
+1.68509e+03  +7.84447e-01  +1.31117e-01  +6.69116e-01  +6.70569e-03
+1.68565e+03  +8.80761e-01  +1.28399e-01  +6.60191e-01  +5.75138e-03
+1.68620e+03  +6.06330e-01  +1.20747e-01  +6.49069e-01  +5.85292e-03
+1.68675e+03  +5.34397e-01  +1.22619e-01  +6.41703e-01  +6.63268e-03
+1.68731e+03  +5.96923e-01  +1.28166e-01  +6.43552e-01  +6.37381e-03
+1.68786e+03  +8.66634e-01  +1.34098e-01  +6.52287e-01  +5.75139e-03
+1.68842e+03  +5.53749e-01  +1.41900e-01  +6.62293e-01  +6.48718e-03
+1.68897e+03  +4.71861e-01  +1.36007e-01  +6.66648e-01  +7.38356e-03
+1.68953e+03  +4.73312e-01  +1.25107e-01  +6.62985e-01  +6.91362e-03
+1.69008e+03  +8.68392e-01  +1.22821e-01  +6.56005e-01  +6.17181e-03
+1.69063e+03  +6.81589e-01  +1.24361e-01  +6.52709e-01  +5.89312e-03
+1.69119e+03  +6.93977e-01  +1.49065e-01  +6.56053e-01  +5.76382e-03
+1.69174e+03  +7.13722e-01  +1.61245e-01  +6.59543e-01  +5.78523e-03
+1.69230e+03  +4.64365e-01  +1.61887e-01  +6.60806e-01  +5.85101e-03
+1.69285e+03  +7.35259e-01  +1.58210e-01  +6.61815e-01  +6.09053e-03
+1.69341e+03  +6.32919e-01  +1.42642e-01  +6.60724e-01  +6.24915e-03
+1.69396e+03  +8.09211e-01  +1.19252e-01  +6.53926e-01  +5.57043e-03
+1.69452e+03  +5.77612e-01  +1.24951e-01  +6.44795e-01  +5.57305e-03
+1.69507e+03  +5.96847e-01  +1.28551e-01  +6.41933e-01  +6.18798e-03
+1.69562e+03  +9.04704e-01  +1.30584e-01  +6.48017e-01  +5.53649e-03
+1.69618e+03  +7.41565e-01  +1.30622e-01  +6.55300e-01  +5.75200e-03
+1.69673e+03  +2.38378e-01  +1.37579e-01  +6.59250e-01  +6.68691e-03
+1.69729e+03  +8.17204e-01  +1.62888e-01  +6.59309e-01  +6.76253e-03
+1.69784e+03  +8.08200e-01  +1.70794e-01  +6.56680e-01  +6.12531e-03
+1.69840e+03  +8.06318e-01  +1.70552e-01  +6.53224e-01  +5.65139e-03
+1.69895e+03  +7.34813e-01  +1.68930e-01  +6.49856e-01  +5.49358e-03
+1.69950e+03  +6.18467e-01  +1.42305e-01  +6.44911e-01  +5.53529e-03
+1.70006e+03  +6.26600e-01  +1.08832e-01  +6.37291e-01  +5.76693e-03
+1.70061e+03  +6.51630e-01  +1.02757e-01  +6.31726e-01  +5.92446e-03
+1.70117e+03  +8.13404e-01  +1.12539e-01  +6.33158e-01  +5.60094e-03
+1.70172e+03  +6.97952e-01  +1.24295e-01  +6.40167e-01  +5.35413e-03
+1.70228e+03  +6.56514e-01  +1.25705e-01  +6.46761e-01  +5.43805e-03
+1.70283e+03  +5.15240e-01  +1.27695e-01  +6.50970e-01  +5.70654e-03
+1.70339e+03  +8.78592e-01  +1.36512e-01  +6.53390e-01  +6.14624e-03
+1.70394e+03  +6.90299e-01  +1.60859e-01  +6.54573e-01  +6.68793e-03
+1.70449e+03  +5.86619e-01  +1.77690e-01  +6.54050e-01  +6.89102e-03
+1.70505e+03  +7.67347e-01  +1.85052e-01  +6.50953e-01  +6.40662e-03
+1.70560e+03  +8.48418e-01  +1.93879e-01  +6.44944e-01  +5.62889e-03
+1.70616e+03  +6.05214e-01  +1.85982e-01  +6.36760e-01  +5.37163e-03
+1.70671e+03  +8.03501e-01  +1.56563e-01  +6.29400e-01  +5.62252e-03
+1.70727e+03  +4.87286e-01  +1.48637e-01  +6.26807e-01  +5.81613e-03
+1.70782e+03  +8.18765e-01  +1.54940e-01  +6.31002e-01  +5.55048e-03
+1.70837e+03  +5.08037e-01  +1.48944e-01  +6.38474e-01  +5.38293e-03
+1.70893e+03  +4.24803e-01  +1.46960e-01  +6.43287e-01  +5.63984e-03
+1.70948e+03  +3.95868e-01  +1.50895e-01  +6.43503e-01  +5.80408e-03
+1.71004e+03  +5.37226e-01  +1.49100e-01  +6.37388e-01  +5.56333e-03
+1.71059e+03  +4.69490e-01  +1.38757e-01  +6.24351e-01  +5.67214e-03
+1.71115e+03  +3.72411e-01  +1.37657e-01  +6.11649e-01  +6.59166e-03
+1.71170e+03  +3.50498e-01  +1.47640e-01  +6.06427e-01  +7.05821e-03
+1.71226e+03  +4.22939e-01  +1.54272e-01  +6.08064e-01  +6.86389e-03
+1.71281e+03  +5.82491e-01  +1.49791e-01  +6.14310e-01  +6.48322e-03
+1.71336e+03  +6.62094e-01  +1.46788e-01  +6.23141e-01  +6.36397e-03
+1.71392e+03  +8.75289e-01  +1.42399e-01  +6.29930e-01  +6.55509e-03
+1.71447e+03  +8.61843e-01  +1.23117e-01  +6.30142e-01  +6.58268e-03
+1.71503e+03  +4.83667e-01  +1.06999e-01  +6.24406e-01  +6.91297e-03
+1.71558e+03  +4.42907e-01  +1.03553e-01  +6.18461e-01  +7.63467e-03
+1.71614e+03  +4.72701e-01  +1.05166e-01  +6.13721e-01  +7.84223e-03
+1.71669e+03  +6.28845e-01  +1.29762e-01  +6.07301e-01  +7.64221e-03
+1.71724e+03  +7.35941e-01  +1.72189e-01  +5.96406e-01  +7.01929e-03
+1.71780e+03  +6.81753e-01  +1.86738e-01  +5.83503e-01  +6.70704e-03
+1.71835e+03  +9.79404e-01  +1.95460e-01  +5.77997e-01  +7.49420e-03
+1.71891e+03  +5.53017e-01  +2.05416e-01  +5.88610e-01  +8.46904e-03
+1.71946e+03  +8.08703e-01  +1.88152e-01  +6.09174e-01  +8.69543e-03
+1.72002e+03  +5.94404e-01  +1.55932e-01  +6.23405e-01  +8.18805e-03
+1.72057e+03  +7.74394e-01  +1.51440e-01  +6.26322e-01  +7.55831e-03
+1.72113e+03  +3.79037e-01  +1.48214e-01  +6.21123e-01  +7.44825e-03
+1.72168e+03  +8.68384e-01  +1.37659e-01  +6.13143e-01  +7.67958e-03
+1.72223e+03  +3.56724e-01  +1.34079e-01  +6.08508e-01  +7.51897e-03
+1.72279e+03  +5.76625e-01  +1.32193e-01  +6.09175e-01  +7.02561e-03
+1.72334e+03  +5.22769e-01  +1.20026e-01  +6.11215e-01  +6.77314e-03
+1.72390e+03  +6.24901e-01  +1.06846e-01  +6.09729e-01  +6.85471e-03
+1.72445e+03  +4.39399e-01  +1.10787e-01  +6.07173e-01  +6.80058e-03
+1.72501e+03  +4.34045e-01  +1.22233e-01  +6.06075e-01  +6.71648e-03
+1.72556e+03  +6.47527e-01  +1.25859e-01  +6.06791e-01  +6.60170e-03
+1.72611e+03  +7.62668e-01  +1.25534e-01  +6.10547e-01  +6.19551e-03
+1.72667e+03  +6.60580e-01  +1.23314e-01  +6.14314e-01  +5.84676e-03
+1.72722e+03  +5.95794e-01  +1.13956e-01  +6.15138e-01  +5.72730e-03
+1.72778e+03  +5.21110e-01  +1.21216e-01  +6.15173e-01  +5.69688e-03
+1.72833e+03  +9.13770e-01  +1.54362e-01  +6.17468e-01  +5.64073e-03
+1.72889e+03  +4.82190e-01  +1.68678e-01  +6.22231e-01  +5.58311e-03
+1.72944e+03  +6.28999e-01  +1.69810e-01  +6.26287e-01  +5.75247e-03
+1.73000e+03  +1.21530e+00  +1.68421e-01  +6.26683e-01  +5.85668e-03
+1.73055e+03  +7.84400e-01  +1.49213e-01  +6.23540e-01  +5.69475e-03
+1.73110e+03  +7.20733e-01  +1.30238e-01  +6.20290e-01  +5.61551e-03
+1.73166e+03  +6.16878e-01  +1.37069e-01  +6.19654e-01  +5.60116e-03
+1.73221e+03  +7.55201e-01  +1.39695e-01  +6.20801e-01  +5.62676e-03
+1.73277e+03  +7.78813e-01  +1.39220e-01  +6.21895e-01  +5.69454e-03
+1.73332e+03  +6.10136e-01  +1.35819e-01  +6.23082e-01  +5.76952e-03
+1.73388e+03  +5.74077e-01  +1.31308e-01  +6.25131e-01  +5.97675e-03
+1.73443e+03  +4.76289e-01  +1.58636e-01  +6.27337e-01  +6.47240e-03
+1.73498e+03  +2.74484e-01  +1.75427e-01  +6.27837e-01  +6.91310e-03
+1.73554e+03  +7.95038e-01  +1.79016e-01  +6.24746e-01  +6.67479e-03
+1.73609e+03  +4.36134e-01  +1.78132e-01  +6.19396e-01  +6.21251e-03
+1.73665e+03  +7.02595e-01  +1.60322e-01  +6.14959e-01  +5.95662e-03
+1.73720e+03  +4.72702e-01  +1.22290e-01  +6.12019e-01  +5.65316e-03
+1.73776e+03  +5.89865e-01  +1.06114e-01  +6.09030e-01  +5.69189e-03
+1.73831e+03  +5.88185e-01  +1.06803e-01  +6.06400e-01  +6.13822e-03
+1.73887e+03  +5.77829e-01  +1.20087e-01  +6.07084e-01  +5.80355e-03
+1.73942e+03  +6.62421e-01  +1.27485e-01  +6.11532e-01  +5.47925e-03
+1.73997e+03  +4.55757e-01  +1.30087e-01  +6.16402e-01  +5.89609e-03
+1.74053e+03  +4.95057e-01  +1.32916e-01  +6.18044e-01  +5.99351e-03
+1.74108e+03  +6.77423e-01  +1.42107e-01  +6.17441e-01  +5.92980e-03
+1.74164e+03  +8.83845e-01  +1.58350e-01  +6.16536e-01  +6.04339e-03
+1.74219e+03  +1.06735e+00  +1.64505e-01  +6.16805e-01  +6.45671e-03
+1.74275e+03  +8.99809e-01  +1.64857e-01  +6.19137e-01  +7.11778e-03
+1.74330e+03  +6.34902e-01  +1.63285e-01  +6.21787e-01  +7.72714e-03
+1.74385e+03  +5.82742e-01  +1.42242e-01  +6.22151e-01  +7.81828e-03
+1.74441e+03  +6.19099e-01  +1.15735e-01  +6.19610e-01  +7.33542e-03
+1.74496e+03  +4.88361e-01  +1.06530e-01  +6.15807e-01  +6.77255e-03
+1.74552e+03  +4.95536e-01  +1.03799e-01  +6.14067e-01  +6.52814e-03
+1.74607e+03  +3.43932e-01  +1.03675e-01  +6.13520e-01  +6.14193e-03
+1.74663e+03  +5.29336e-01  +1.06384e-01  +6.10617e-01  +5.70717e-03
+1.74718e+03  +5.75278e-01  +1.15592e-01  +6.04888e-01  +6.75767e-03
+1.74774e+03  +5.78214e-01  +1.19794e-01  +6.00858e-01  +8.09673e-03
+1.74829e+03  +6.43909e-01  +1.20486e-01  +6.01087e-01  +7.90836e-03
+1.74884e+03  +5.22658e-01  +1.24383e-01  +6.03668e-01  +6.85477e-03
+1.74940e+03  +8.31579e-01  +1.35366e-01  +6.06388e-01  +5.98439e-03
+1.74995e+03  +7.25307e-01  +1.36939e-01  +6.06982e-01  +5.69578e-03
+1.75051e+03  +8.55673e-01  +1.35466e-01  +6.02377e-01  +5.63513e-03
+1.75106e+03  +7.66613e-01  +1.34470e-01  +5.94808e-01  +5.76417e-03
+1.75162e+03  +5.31907e-01  +1.26420e-01  +5.90874e-01  +6.00959e-03
+1.75217e+03  +4.51537e-01  +1.10321e-01  +5.93261e-01  +6.07745e-03
+1.75272e+03  +5.58220e-01  +1.04994e-01  +5.97133e-01  +5.94473e-03
+1.75328e+03  +4.84462e-01  +1.04887e-01  +5.99740e-01  +5.87646e-03
+1.75383e+03  +4.67336e-01  +1.05493e-01  +6.03663e-01  +5.99634e-03
+1.75439e+03  +5.35748e-01  +1.07442e-01  +6.08886e-01  +6.43912e-03
+1.75494e+03  +7.14557e-01  +1.07060e-01  +6.12897e-01  +7.09852e-03
+1.75550e+03  +6.78913e-01  +1.06635e-01  +6.14684e-01  +7.64923e-03
+1.75605e+03  +7.54670e-01  +1.09265e-01  +6.15273e-01  +8.04893e-03
+1.75661e+03  +6.88842e-01  +1.12037e-01  +6.14829e-01  +8.17671e-03
+1.75716e+03  +6.24221e-01  +1.11523e-01  +6.12570e-01  +7.73431e-03
+1.75771e+03  +5.91296e-01  +1.14622e-01  +6.07936e-01  +6.72860e-03
+1.75827e+03  +7.49999e-01  +1.22215e-01  +6.03239e-01  +6.02134e-03
+1.75882e+03  +6.89394e-01  +1.21651e-01  +6.01601e-01  +5.87978e-03
+1.75938e+03  +6.17719e-01  +1.20013e-01  +6.01682e-01  +6.06074e-03
+1.75993e+03  +6.08108e-01  +1.20122e-01  +5.99677e-01  +6.57501e-03
+1.76049e+03  +6.27338e-01  +1.14134e-01  +5.96033e-01  +7.21304e-03
+1.76104e+03  +4.82262e-01  +1.06488e-01  +5.95660e-01  +6.75963e-03
+1.76159e+03  +4.89121e-01  +1.03936e-01  +5.98952e-01  +6.12392e-03
+1.76215e+03  +4.91425e-01  +1.03429e-01  +6.02334e-01  +6.55927e-03
+1.76270e+03  +6.04595e-01  +1.03444e-01  +6.02965e-01  +6.71691e-03
+1.76326e+03  +5.61973e-01  +1.03138e-01  +6.00900e-01  +6.29522e-03
+1.76381e+03  +5.15534e-01  +1.03771e-01  +5.97809e-01  +6.03352e-03
+1.76437e+03  +7.69662e-01  +1.04682e-01  +5.94494e-01  +6.09094e-03
+1.76492e+03  +6.04141e-01  +1.05017e-01  +5.93222e-01  +6.42496e-03
+1.76548e+03  +3.88708e-01  +1.06273e-01  +5.96198e-01  +6.91276e-03
+1.76603e+03  +7.12204e-01  +1.08439e-01  +6.00872e-01  +7.43476e-03
+1.76658e+03  +5.15332e-01  +1.10417e-01  +6.03541e-01  +7.71970e-03
+1.76714e+03  +4.49495e-01  +1.10790e-01  +6.03618e-01  +7.69010e-03
+1.76769e+03  +6.76649e-01  +1.13584e-01  +6.02203e-01  +7.43189e-03
+1.76825e+03  +5.47621e-01  +1.14475e-01  +5.99822e-01  +6.86437e-03
+1.76880e+03  +5.59910e-01  +1.11911e-01  +5.95977e-01  +6.06007e-03
+1.76936e+03  +4.65129e-01  +1.10236e-01  +5.91201e-01  +5.82747e-03
+1.76991e+03  +6.34077e-01  +1.08878e-01  +5.88000e-01  +6.25493e-03
+1.77046e+03  +5.71534e-01  +1.05020e-01  +5.88385e-01  +6.23524e-03
+1.77102e+03  +3.86088e-01  +1.03525e-01  +5.92089e-01  +5.84278e-03
+1.77157e+03  +4.78732e-01  +1.02937e-01  +5.96021e-01  +6.17924e-03
+1.77213e+03  +6.31334e-01  +1.03201e-01  +5.98224e-01  +6.80722e-03
+1.77268e+03  +6.19577e-01  +1.02884e-01  +5.98248e-01  +6.97052e-03
+1.77324e+03  +5.42433e-01  +1.02746e-01  +5.96818e-01  +6.75014e-03
+1.77379e+03  +5.91229e-01  +1.03060e-01  +5.95274e-01  +6.55834e-03
+1.77435e+03  +6.19047e-01  +1.02848e-01  +5.93766e-01  +6.36520e-03
+1.77490e+03  +6.93054e-01  +1.03154e-01  +5.91306e-01  +6.07219e-03
+1.77545e+03  +5.91410e-01  +1.03453e-01  +5.87682e-01  +6.11545e-03
+1.77601e+03  +5.74726e-01  +1.03755e-01  +5.85226e-01  +6.36138e-03
+1.77656e+03  +4.90524e-01  +1.04640e-01  +5.85589e-01  +6.05291e-03
+1.77712e+03  +4.47293e-01  +1.05776e-01  +5.85898e-01  +5.92761e-03
+1.77767e+03  +5.93628e-01  +1.06553e-01  +5.84864e-01  +5.96863e-03
+1.77823e+03  +6.23379e-01  +1.07609e-01  +5.84551e-01  +5.95680e-03
+1.77878e+03  +5.10262e-01  +1.08102e-01  +5.86524e-01  +6.07247e-03
+1.77933e+03  +5.95717e-01  +1.07377e-01  +5.89345e-01  +6.44586e-03
+1.77989e+03  +4.89557e-01  +1.06693e-01  +5.90533e-01  +6.74816e-03
+1.78044e+03  +6.14666e-01  +1.06260e-01  +5.89388e-01  +6.67598e-03
+1.78100e+03  +5.91830e-01  +1.05830e-01  +5.87246e-01  +6.49102e-03
+1.78155e+03  +4.37554e-01  +1.05656e-01  +5.85922e-01  +6.44823e-03
+1.78211e+03  +6.56276e-01  +1.05971e-01  +5.86183e-01  +6.54263e-03
+1.78266e+03  +5.20386e-01  +1.06109e-01  +5.87834e-01  +6.80526e-03
+1.78322e+03  +5.45254e-01  +1.05875e-01  +5.90103e-01  +7.31318e-03
+1.78377e+03  +5.30188e-01  +1.05596e-01  +5.91776e-01  +7.87274e-03
+1.78432e+03  +6.14500e-01  +1.05254e-01  +5.92059e-01  +8.12742e-03
+1.78488e+03  +6.26472e-01  +1.05462e-01  +5.91315e-01  +8.11350e-03
+1.78543e+03  +6.96864e-01  +1.04917e-01  +5.90212e-01  +8.01836e-03
+1.78599e+03  +4.87444e-01  +1.04455e-01  +5.89002e-01  +7.81105e-03
+1.78654e+03  +5.46493e-01  +1.04345e-01  +5.87781e-01  +7.40946e-03
+1.78710e+03  +5.48967e-01  +1.04120e-01  +5.86201e-01  +6.84002e-03
+1.78765e+03  +6.52945e-01  +1.04254e-01  +5.83822e-01  +6.30893e-03
+1.78820e+03  +5.56396e-01  +1.04963e-01  +5.81553e-01  +6.07066e-03
+1.78876e+03  +5.16045e-01  +1.05642e-01  +5.80907e-01  +6.06069e-03
+1.78931e+03  +5.20508e-01  +1.06961e-01  +5.81457e-01  +6.15566e-03
+1.78987e+03  +5.05217e-01  +1.08303e-01  +5.81061e-01  +6.19884e-03
+1.79042e+03  +5.25458e-01  +1.08851e-01  +5.78412e-01  +6.08928e-03
+1.79098e+03  +5.38068e-01  +1.08401e-01  +5.73611e-01  +6.02734e-03
+1.79153e+03  +3.92287e-01  +1.08256e-01  +5.67846e-01  +6.14618e-03
+1.79209e+03  +5.46635e-01  +1.07594e-01  +5.64517e-01  +6.22489e-03
+1.79264e+03  +4.62586e-01  +1.06617e-01  +5.66337e-01  +6.14392e-03
+1.79319e+03  +4.68562e-01  +1.06175e-01  +5.71855e-01  +6.25306e-03
+1.79375e+03  +6.14691e-01  +1.05690e-01  +5.76543e-01  +6.51238e-03
+1.79430e+03  +4.17126e-01  +1.05806e-01  +5.78481e-01  +6.59580e-03
+1.79486e+03  +6.10292e-01  +1.05598e-01  +5.78605e-01  +6.58118e-03
+1.79541e+03  +5.40963e-01  +1.06524e-01  +5.79073e-01  +6.74905e-03
+1.79597e+03  +3.83767e-01  +1.14268e-01  +5.80041e-01  +7.20713e-03
+1.79652e+03  +4.38299e-01  +1.34782e-01  +5.80361e-01  +7.54330e-03
+1.79707e+03  +9.51854e-01  +1.60452e-01  +5.80218e-01  +7.56279e-03
+1.79763e+03  +5.90535e-01  +1.73885e-01  +5.80201e-01  +7.50124e-03
+1.79818e+03  +8.10226e-01  +1.91600e-01  +5.80379e-01  +7.55792e-03
+1.79874e+03  +2.79641e-01  +2.07268e-01  +5.80385e-01  +7.65301e-03
+1.79929e+03  +7.64800e-01  +2.01135e-01  +5.79476e-01  +7.49828e-03
+1.79985e+03  +5.33662e-01  +1.91539e-01  +5.76977e-01  +7.04305e-03
+1.80040e+03  +4.02690e-01  +2.01472e-01  +5.72962e-01  +6.52517e-03
+1.80095e+03  +5.43518e-01  +2.06855e-01  +5.68684e-01  +6.18795e-03
+1.80151e+03  +9.53777e-01  +1.97127e-01  +5.67305e-01  +6.11629e-03
+1.80206e+03  +6.98788e-01  +1.92808e-01  +5.69961e-01  +6.31199e-03
+1.80262e+03  +1.57168e-01  +1.84558e-01  +5.73103e-01  +6.60092e-03
+1.80317e+03  +3.18362e-01  +1.62848e-01  +5.74594e-01  +6.74186e-03
+1.80373e+03  +8.43553e-01  +1.43781e-01  +5.75007e-01  +6.87766e-03
+1.80428e+03  +5.74575e-01  +1.37174e-01  +5.74881e-01  +7.11086e-03
+1.80484e+03  +6.14460e-01  +1.36094e-01  +5.73506e-01  +7.19240e-03
+1.80539e+03  +5.89009e-01  +1.33606e-01  +5.71494e-01  +7.10713e-03
+1.80594e+03  +3.65276e-01  +1.20179e-01  +5.70073e-01  +7.03584e-03
+1.80650e+03  +5.01490e-01  +1.11417e-01  +5.69412e-01  +7.03894e-03
+1.80705e+03  +2.92586e-01  +1.09288e-01  +5.68958e-01  +7.12776e-03
+1.80761e+03  +3.98042e-01  +1.07457e-01  +5.68657e-01  +7.27850e-03
+1.80816e+03  +3.95420e-01  +1.07048e-01  +5.67862e-01  +7.30066e-03
+1.80872e+03  +5.83150e-01  +1.06941e-01  +5.65419e-01  +7.06838e-03
+1.80927e+03  +5.56277e-01  +1.09441e-01  +5.62428e-01  +6.76379e-03
+1.80982e+03  +4.38822e-01  +1.18526e-01  +5.60936e-01  +6.55179e-03
+1.81038e+03  +3.41670e-01  +1.75149e-01  +5.60030e-01  +6.36962e-03
+1.81093e+03  +9.89195e-01  +2.35005e-01  +5.57153e-01  +6.13554e-03
+1.81149e+03  +1.02734e+00  +2.51598e-01  +5.54018e-01  +6.12018e-03
+1.81204e+03  +9.02840e-01  +2.60403e-01  +5.53334e-01  +6.27430e-03
+1.81260e+03  +1.11572e+00  +2.66793e-01  +5.55758e-01  +6.24301e-03
+1.81315e+03  +2.49645e-01  +2.29088e-01  +5.60196e-01  +6.16639e-03
+1.81371e+03  +3.33375e-01  +1.84330e-01  +5.64195e-01  +6.50167e-03
+1.81426e+03  +3.05952e-01  +1.72899e-01  +5.65122e-01  +6.74326e-03
+1.81481e+03  +5.95694e-01  +1.61225e-01  +5.63196e-01  +6.46706e-03
+1.81537e+03  +3.69232e-01  +1.44466e-01  +5.60671e-01  +6.16450e-03
+1.81592e+03  +4.79196e-01  +1.39072e-01  +5.59391e-01  +6.10161e-03
+1.81648e+03  +7.05390e-01  +1.38070e-01  +5.59292e-01  +6.05771e-03
+1.81703e+03  +7.11034e-01  +1.33040e-01  +5.59665e-01  +6.19219e-03
+1.81759e+03  +7.31920e-01  +1.21212e-01  +5.60419e-01  +6.55730e-03
+1.81814e+03  +5.07180e-01  +1.15895e-01  +5.60640e-01  +6.70250e-03
+1.81869e+03  +7.54843e-01  +1.34778e-01  +5.59012e-01  +6.37473e-03
+1.81925e+03  +7.72763e-01  +1.52257e-01  +5.56731e-01  +6.08083e-03
+1.81980e+03  +7.79698e-01  +1.56704e-01  +5.55712e-01  +6.04126e-03
+1.82036e+03  +6.29770e-01  +1.56062e-01  +5.53859e-01  +6.05079e-03
+1.82091e+03  +6.48674e-01  +1.50505e-01  +5.49134e-01  +6.01873e-03
+1.82147e+03  +5.88929e-01  +1.29864e-01  +5.44937e-01  +5.99505e-03
+1.82202e+03  +5.92009e-01  +1.39559e-01  +5.45032e-01  +5.87883e-03
+1.82258e+03  +9.33847e-01  +1.94417e-01  +5.48514e-01  +5.85458e-03
+1.82313e+03  +1.10720e+00  +2.20088e-01  +5.52289e-01  +5.99820e-03
+1.82368e+03  +9.84515e-01  +2.22791e-01  +5.54133e-01  +6.18018e-03
+1.82424e+03  +6.34642e-01  +2.21044e-01  +5.51916e-01  +6.26022e-03
+1.82479e+03  +7.75758e-01  +1.95302e-01  +5.46059e-01  +6.21005e-03
+1.82535e+03  +7.95845e-01  +1.41969e-01  +5.41505e-01  +6.27252e-03
+1.82590e+03  +3.28105e-01  +1.42448e-01  +5.41613e-01  +6.28399e-03
+1.82646e+03  +2.28795e-01  +1.60182e-01  +5.44099e-01  +6.29778e-03
+1.82701e+03  +1.03978e+00  +1.64195e-01  +5.46486e-01  +6.33674e-03
+1.82756e+03  +6.44673e-01  +1.64418e-01  +5.49091e-01  +6.32811e-03
+1.82812e+03  +5.43795e-01  +1.59383e-01  +5.51259e-01  +6.28222e-03
+1.82867e+03  +3.58087e-01  +1.51103e-01  +5.51855e-01  +6.23031e-03
+1.82923e+03  -4.79666e-03  +1.99627e-01  +5.50834e-01  +6.15491e-03
+1.82978e+03  +3.80640e-01  +2.33673e-01  +5.49067e-01  +6.07625e-03
+1.83034e+03  +5.05100e-01  +2.38051e-01  +5.48114e-01  +6.04866e-03
+1.83089e+03  -6.72647e-02  +2.37624e-01  +5.48999e-01  +6.08630e-03
+1.83145e+03  +9.56085e-01  +2.14547e-01  +5.50976e-01  +6.29205e-03
+1.83200e+03  +5.39378e-01  +1.54065e-01  +5.52462e-01  +6.58480e-03
+1.83255e+03  +5.34566e-01  +1.19793e-01  +5.52973e-01  +6.78407e-03
+1.83311e+03  +6.72274e-01  +1.18033e-01  +5.53362e-01  +6.97107e-03
+1.83366e+03  +3.90519e-01  +1.31404e-01  +5.53837e-01  +7.15303e-03
+1.83422e+03  +4.63531e-01  +1.55555e-01  +5.53661e-01  +7.14273e-03
+1.83477e+03  +5.70868e-01  +1.63586e-01  +5.52734e-01  +6.98402e-03
+1.83533e+03  +7.58785e-01  +1.61962e-01  +5.51342e-01  +6.84235e-03
+1.83588e+03  +5.36106e-01  +1.59547e-01  +5.48364e-01  +6.54732e-03
+1.83643e+03  +4.31113e-01  +1.61393e-01  +5.42056e-01  +5.99554e-03
+1.83699e+03  +5.74911e-01  +1.91111e-01  +5.34836e-01  +5.97221e-03
+1.83754e+03  +4.89266e-01  +2.07995e-01  +5.31092e-01  +6.47449e-03
+1.83810e+03  +5.00051e-01  +2.10175e-01  +5.32340e-01  +6.62240e-03
+1.83865e+03  +9.81593e-01  +2.07910e-01  +5.36196e-01  +6.13199e-03
+1.83921e+03  +8.44685e-01  +1.82078e-01  +5.38626e-01  +5.87577e-03
+1.83976e+03  +6.01804e-01  +1.34459e-01  +5.37904e-01  +6.15283e-03
+1.84032e+03  +4.84671e-01  +1.14807e-01  +5.37177e-01  +6.23800e-03
+1.84087e+03  +5.62640e-01  +1.12518e-01  +5.37792e-01  +6.03173e-03
+1.84142e+03  +4.21059e-01  +1.11119e-01  +5.37706e-01  +5.96941e-03
+1.84198e+03  +5.87748e-01  +1.09976e-01  +5.35573e-01  +6.44774e-03
+1.84253e+03  +5.14928e-01  +1.17126e-01  +5.32232e-01  +7.36419e-03
+1.84309e+03  +4.67444e-01  +1.35084e-01  +5.28666e-01  +8.45067e-03
+1.84364e+03  +6.84469e-01  +1.43591e-01  +5.25688e-01  +9.40113e-03
+1.84420e+03  +3.26589e-01  +1.45083e-01  +5.24105e-01  +9.76722e-03
+1.84475e+03  +6.98718e-01  +1.49515e-01  +5.24543e-01  +9.14247e-03
+1.84530e+03  +1.79830e-01  +1.63753e-01  +5.26626e-01  +7.73809e-03
+1.84586e+03  +8.97641e-02  +1.73604e-01  +5.29008e-01  +6.55180e-03
